"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location","ATLANTA HAWKS","BOSTON CELTICS","BROOKLYN NETS","CHARLOTTE HORNETS","CHICAGO BULLS","CLEVELAND CAVALIERS","DALLAS MAVERICKS","DENVER NUGGETS","DETROIT PISTONS","GOLDEN STATE WARRIORS","HOUSTON ROCKETS","INDIANA PACERS","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS","MEMPHIS GRIZZLIES","MIAMI HEAT","MILWAUKEE BUCKS","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS","NEW YORK KNICKS","OKLAHOMA CITY THUNDER","ORLANDO MAGIC","PHILADELPHIA 76ERS","PHOENIX SUNS","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS","SAN ANTONIO SPURS","TORONTO RAPTORS","UTAH JAZZ","WASHINGTON WIZARDS"
"235",2016-12-16,"BROOKLYN NETS","ORLANDO MAGIC",6.5,111,118,-7,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"236",2017-04-01,"BROOKLYN NETS","ORLANDO MAGIC",-3.5,121,111,10,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"237",2017-04-06,"BROOKLYN NETS","ORLANDO MAGIC",2,107,115,-8,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"238",2016-12-18,"BROOKLYN NETS","PHILADELPHIA 76ERS",1.5,107,108,-1,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"239",2017-01-08,"BROOKLYN NETS","PHILADELPHIA 76ERS",-1,95,105,-10,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"240",2017-03-28,"BROOKLYN NETS","PHILADELPHIA 76ERS",-4,101,106,-5,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"241",2017-04-04,"BROOKLYN NETS","PHILADELPHIA 76ERS",-1.5,141,118,23,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"242",2016-11-12,"BROOKLYN NETS","PHOENIX SUNS",4.5,122,104,18,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"243",2017-03-23,"BROOKLYN NETS","PHOENIX SUNS",-5.5,126,98,28,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"244",2016-11-20,"BROOKLYN NETS","PORTLAND TRAIL BLAZERS",4.5,109,129,-20,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"245",2017-03-04,"BROOKLYN NETS","PORTLAND TRAIL BLAZERS",11,116,130,-14,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"246",2016-11-27,"BROOKLYN NETS","SACRAMENTO KINGS",4.5,105,122,-17,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"247",2017-03-01,"BROOKLYN NETS","SACRAMENTO KINGS",2.5,109,100,9,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"248",2016-12-10,"BROOKLYN NETS","SAN ANTONIO SPURS",15.5,101,130,-29,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"249",2017-01-23,"BROOKLYN NETS","SAN ANTONIO SPURS",8.5,86,112,-26,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"250",2016-12-20,"BROOKLYN NETS","TORONTO RAPTORS",15,104,116,-12,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"251",2017-01-13,"BROOKLYN NETS","TORONTO RAPTORS",15.5,113,132,-19,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"252",2017-01-17,"BROOKLYN NETS","TORONTO RAPTORS",11.5,109,119,-10,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"253",2017-02-05,"BROOKLYN NETS","TORONTO RAPTORS",6.5,95,103,-8,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"254",2017-01-02,"BROOKLYN NETS","UTAH JAZZ",6.5,89,101,-12,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"255",2017-03-03,"BROOKLYN NETS","UTAH JAZZ",13,97,112,-15,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"256",2016-12-05,"BROOKLYN NETS","WASHINGTON WIZARDS",6,113,118,-5,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"257",2016-12-30,"BROOKLYN NETS","WASHINGTON WIZARDS",7.5,95,118,-23,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"258",2017-02-08,"BROOKLYN NETS","WASHINGTON WIZARDS",10.5,110,114,-4,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"259",2017-03-24,"BROOKLYN NETS","WASHINGTON WIZARDS",10.5,108,129,-21,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"260",2016-12-23,"CHARLOTTE HORNETS","CHICAGO BULLS",-4.5,103,91,12,"H",0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",2017-01-02,"CHARLOTTE HORNETS","CHICAGO BULLS",-1.5,111,118,-7,"V",0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",2017-03-13,"CHARLOTTE HORNETS","CHICAGO BULLS",-7.5,109,115,-6,"H",0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",2016-11-13,"CHARLOTTE HORNETS","CLEVELAND CAVALIERS",7.5,93,100,-7,"V",0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",2016-12-10,"CHARLOTTE HORNETS","CLEVELAND CAVALIERS",7.5,105,116,-11,"V",0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",2016-12-31,"CHARLOTTE HORNETS","CLEVELAND CAVALIERS",2.5,109,121,-12,"H",0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",2017-03-24,"CHARLOTTE HORNETS","CLEVELAND CAVALIERS",3.5,105,112,-7,"H",0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",2016-12-01,"CHARLOTTE HORNETS","DALLAS MAVERICKS",-11.5,97,87,10,"H",0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",2016-12-05,"CHARLOTTE HORNETS","DALLAS MAVERICKS",-4,109,101,8,"V",0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",2017-03-04,"CHARLOTTE HORNETS","DENVER NUGGETS",5.5,112,102,10,"V",0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",2017-03-31,"CHARLOTTE HORNETS","DENVER NUGGETS",-2,122,114,8,"H",0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",2016-11-29,"CHARLOTTE HORNETS","DETROIT PISTONS",-3.5,89,112,-23,"H",0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272",2016-12-07,"CHARLOTTE HORNETS","DETROIT PISTONS",-5.5,87,77,10,"H",0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",2017-01-05,"CHARLOTTE HORNETS","DETROIT PISTONS",4.5,114,115,-1,"V",0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",2017-02-23,"CHARLOTTE HORNETS","DETROIT PISTONS",4.5,108,114,-6,"V",0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",2017-01-25,"CHARLOTTE HORNETS","GOLDEN STATE WARRIORS",10,103,113,-10,"H",0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",2017-02-01,"CHARLOTTE HORNETS","GOLDEN STATE WARRIORS",15,111,126,-15,"V",0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",2017-01-10,"CHARLOTTE HORNETS","HOUSTON ROCKETS",9,114,121,-7,"V",0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",2017-02-09,"CHARLOTTE HORNETS","HOUSTON ROCKETS",3,95,107,-12,"H",0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",2016-11-07,"CHARLOTTE HORNETS","INDIANA PACERS",-3,122,100,22,"H",0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",2016-12-12,"CHARLOTTE HORNETS","INDIANA PACERS",-1.5,94,110,-16,"V",0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",2017-03-06,"CHARLOTTE HORNETS","INDIANA PACERS",-4,100,88,12,"H",0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",2017-03-15,"CHARLOTTE HORNETS","INDIANA PACERS",3,77,98,-21,"V",0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",2017-02-11,"CHARLOTTE HORNETS","LOS ANGELES CLIPPERS",-2.5,102,107,-5,"H",0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",2017-02-26,"CHARLOTTE HORNETS","LOS ANGELES CLIPPERS",11,121,124,-3,"V",0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",2016-12-20,"CHARLOTTE HORNETS","LOS ANGELES LAKERS",-8.5,117,113,4,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",2017-02-28,"CHARLOTTE HORNETS","LOS ANGELES LAKERS",-3.5,109,104,5,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",2016-11-21,"CHARLOTTE HORNETS","MEMPHIS GRIZZLIES",-5.5,90,105,-15,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",2016-11-28,"CHARLOTTE HORNETS","MEMPHIS GRIZZLIES",-1,104,85,19,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",2016-10-28,"CHARLOTTE HORNETS","MIAMI HEAT",-1,97,91,6,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",2016-12-29,"CHARLOTTE HORNETS","MIAMI HEAT",-6.5,91,82,9,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",2017-03-08,"CHARLOTTE HORNETS","MIAMI HEAT",4,101,108,-7,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",2017-04-05,"CHARLOTTE HORNETS","MIAMI HEAT",-2.5,99,112,-13,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",2016-10-26,"CHARLOTTE HORNETS","MILWAUKEE BUCKS",-2,107,96,11,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",2017-03-28,"CHARLOTTE HORNETS","MILWAUKEE BUCKS",-4,108,118,-10,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",2017-04-10,"CHARLOTTE HORNETS","MILWAUKEE BUCKS",6.5,79,89,-10,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",2016-11-15,"CHARLOTTE HORNETS","MINNESOTA TIMBERWOLVES",1,115,108,7,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"297",2016-12-03,"CHARLOTTE HORNETS","MINNESOTA TIMBERWOLVES",-6.5,120,125,-5,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"298",2016-11-19,"CHARLOTTE HORNETS","NEW ORLEANS PELICANS",-2.5,116,121,-5,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"299",2017-03-11,"CHARLOTTE HORNETS","NEW ORLEANS PELICANS",-3.5,122,125,-3,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"300",2016-11-25,"CHARLOTTE HORNETS","NEW YORK KNICKS",-1.5,111,113,-2,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"301",2016-11-26,"CHARLOTTE HORNETS","NEW YORK KNICKS",-6,107,102,5,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"302",2017-01-27,"CHARLOTTE HORNETS","NEW YORK KNICKS",-1.5,107,110,-3,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"303",2017-01-04,"CHARLOTTE HORNETS","OKLAHOMA CITY THUNDER",-2,123,112,11,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"304",2017-04-02,"CHARLOTTE HORNETS","OKLAHOMA CITY THUNDER",5,113,101,12,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"305",2016-12-09,"CHARLOTTE HORNETS","ORLANDO MAGIC",-7,109,88,21,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"306",2016-12-28,"CHARLOTTE HORNETS","ORLANDO MAGIC",-4.5,120,101,19,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"307",2017-03-10,"CHARLOTTE HORNETS","ORLANDO MAGIC",-9.5,121,81,40,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"308",2017-03-22,"CHARLOTTE HORNETS","ORLANDO MAGIC",-5,109,102,7,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"309",2016-11-02,"CHARLOTTE HORNETS","PHILADELPHIA 76ERS",-13,109,93,16,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"310",2017-01-13,"CHARLOTTE HORNETS","PHILADELPHIA 76ERS",-4.5,93,102,-9,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"311",2017-02-13,"CHARLOTTE HORNETS","PHILADELPHIA 76ERS",-8,99,105,-6,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"312",2017-03-02,"CHARLOTTE HORNETS","PHOENIX SUNS",-3.5,103,120,-17,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"313",2017-03-26,"CHARLOTTE HORNETS","PHOENIX SUNS",-12.5,120,106,14,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"314",2017-01-18,"CHARLOTTE HORNETS","PORTLAND TRAIL BLAZERS",-5.5,107,85,22,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"315",2017-01-31,"CHARLOTTE HORNETS","PORTLAND TRAIL BLAZERS",3.5,98,115,-17,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"316",2017-01-28,"CHARLOTTE HORNETS","SACRAMENTO KINGS",-7.5,106,109,-3,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"317",2017-02-25,"CHARLOTTE HORNETS","SACRAMENTO KINGS",-3.5,99,85,14,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"318",2016-11-23,"CHARLOTTE HORNETS","SAN ANTONIO SPURS",5.5,114,119,-5,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"319",2017-01-07,"CHARLOTTE HORNETS","SAN ANTONIO SPURS",11.5,85,102,-17,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"320",2016-11-11,"CHARLOTTE HORNETS","TORONTO RAPTORS",-1,111,113,-2,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"321",2017-01-20,"CHARLOTTE HORNETS","TORONTO RAPTORS",-1,113,78,35,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"322",2017-02-15,"CHARLOTTE HORNETS","TORONTO RAPTORS",6.5,85,90,-5,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"323",2017-03-29,"CHARLOTTE HORNETS","TORONTO RAPTORS",5.5,110,106,4,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"324",2016-11-09,"CHARLOTTE HORNETS","UTAH JAZZ",-3,104,98,6,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"325",2017-02-04,"CHARLOTTE HORNETS","UTAH JAZZ",8,98,105,-7,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"326",2016-12-14,"CHARLOTTE HORNETS","WASHINGTON WIZARDS",-1,106,109,-3,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"327",2017-01-23,"CHARLOTTE HORNETS","WASHINGTON WIZARDS",-5.5,99,109,-10,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"328",2017-03-18,"CHARLOTTE HORNETS","WASHINGTON WIZARDS",-3.5,98,93,5,"H",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"329",2017-04-04,"CHARLOTTE HORNETS","WASHINGTON WIZARDS",3,111,118,-7,"V",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"330",2016-12-02,"CHICAGO BULLS","CLEVELAND CAVALIERS",1.5,111,105,6,"H",0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",2017-01-04,"CHICAGO BULLS","CLEVELAND CAVALIERS",2.5,106,94,12,"V",0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",2017-02-25,"CHICAGO BULLS","CLEVELAND CAVALIERS",6,117,99,18,"V",0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",2017-03-30,"CHICAGO BULLS","CLEVELAND CAVALIERS",5.5,99,93,6,"H",0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",2016-12-03,"CHICAGO BULLS","DALLAS MAVERICKS",-3.5,82,107,-25,"V",0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",2017-01-17,"CHICAGO BULLS","DALLAS MAVERICKS",-4.5,98,99,-1,"H",0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",2016-11-22,"CHICAGO BULLS","DENVER NUGGETS",-2,107,110,-3,"V",0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",2017-02-28,"CHICAGO BULLS","DENVER NUGGETS",-2.5,107,125,-18,"H",0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",2016-12-06,"CHICAGO BULLS","DETROIT PISTONS",5.5,91,102,-11,"V",0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",2016-12-19,"CHICAGO BULLS","DETROIT PISTONS",-2.5,113,82,31,"H",0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",2017-03-06,"CHICAGO BULLS","DETROIT PISTONS",5.5,95,109,-14,"V",0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",2017-03-22,"CHICAGO BULLS","DETROIT PISTONS",1.5,117,95,22,"H",0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",2017-02-08,"CHICAGO BULLS","GOLDEN STATE WARRIORS",17,92,123,-31,"V",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",2017-03-02,"CHICAGO BULLS","GOLDEN STATE WARRIORS",7.5,94,87,7,"H",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",2017-02-03,"CHICAGO BULLS","HOUSTON ROCKETS",8,117,121,-4,"V",0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",2017-03-10,"CHICAGO BULLS","HOUSTON ROCKETS",6,94,115,-21,"H",0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",2016-10-29,"CHICAGO BULLS","INDIANA PACERS",-3.5,118,101,17,"H",0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",2016-11-05,"CHICAGO BULLS","INDIANA PACERS",3.5,94,111,-17,"V",0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",2016-12-26,"CHICAGO BULLS","INDIANA PACERS",-2,90,85,5,"H",0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349",2016-12-30,"CHICAGO BULLS","INDIANA PACERS",4,101,111,-10,"V",0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",2016-11-19,"CHICAGO BULLS","LOS ANGELES CLIPPERS",7.5,95,102,-7,"V",0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",2017-03-04,"CHICAGO BULLS","LOS ANGELES CLIPPERS",3,91,101,-10,"H",0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",2016-11-20,"CHICAGO BULLS","LOS ANGELES LAKERS",2.5,118,110,8,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",2016-11-30,"CHICAGO BULLS","LOS ANGELES LAKERS",-10.5,90,96,-6,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",2017-01-15,"CHICAGO BULLS","MEMPHIS GRIZZLIES",8,108,104,4,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",2017-03-15,"CHICAGO BULLS","MEMPHIS GRIZZLIES",2.5,91,98,-7,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
