"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location","ATLANTA HAWKS","BOSTON CELTICS","BROOKLYN NETS","CHARLOTTE HORNETS","CHICAGO BULLS","CLEVELAND CAVALIERS","DALLAS MAVERICKS","DENVER NUGGETS","DETROIT PISTONS","GOLDEN STATE WARRIORS","HOUSTON ROCKETS","INDIANA PACERS","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS","MEMPHIS GRIZZLIES","MIAMI HEAT","MILWAUKEE BUCKS","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS","NEW YORK KNICKS","OKLAHOMA CITY THUNDER","ORLANDO MAGIC","PHILADELPHIA 76ERS","PHOENIX SUNS","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS","SAN ANTONIO SPURS","TORONTO RAPTORS","UTAH JAZZ","WASHINGTON WIZARDS"
"112",2017-05-19,"BOSTON CELTICS","CLEVELAND CAVALIERS",5,86,130,-44,"H",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2017-05-21,"BOSTON CELTICS","CLEVELAND CAVALIERS",16.5,111,108,3,"V",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2017-05-23,"BOSTON CELTICS","CLEVELAND CAVALIERS",15.5,99,112,-13,"V",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",2017-05-25,"BOSTON CELTICS","CLEVELAND CAVALIERS",9.5,102,135,-33,"H",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",2016-11-16,"BOSTON CELTICS","DALLAS MAVERICKS",-6.5,90,83,7,"H",0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",2017-02-13,"BOSTON CELTICS","DALLAS MAVERICKS",-2,111,98,13,"V",0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",2016-11-06,"BOSTON CELTICS","DENVER NUGGETS",-7,107,123,-16,"H",0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",2017-03-10,"BOSTON CELTICS","DENVER NUGGETS",-2.5,99,119,-20,"V",0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",2016-11-19,"BOSTON CELTICS","DETROIT PISTONS",2,94,92,2,"V",0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2016-11-30,"BOSTON CELTICS","DETROIT PISTONS",-6.5,114,121,-7,"H",0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",2017-01-30,"BOSTON CELTICS","DETROIT PISTONS",-5.5,113,109,4,"H",0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",2017-02-26,"BOSTON CELTICS","DETROIT PISTONS",-2,104,98,6,"V",0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",2016-11-18,"BOSTON CELTICS","GOLDEN STATE WARRIORS",8.5,88,104,-16,"H",0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",2017-03-08,"BOSTON CELTICS","GOLDEN STATE WARRIORS",8,99,86,13,"V",0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",2016-12-05,"BOSTON CELTICS","HOUSTON ROCKETS",5.5,106,107,-1,"V",0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",2017-01-25,"BOSTON CELTICS","HOUSTON ROCKETS",4,120,109,11,"H",0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2016-11-12,"BOSTON CELTICS","INDIANA PACERS",-1,105,99,6,"V",0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2016-12-22,"BOSTON CELTICS","INDIANA PACERS",-1.5,109,102,7,"V",0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2017-03-22,"BOSTON CELTICS","INDIANA PACERS",-7,109,100,9,"H",0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",2017-02-05,"BOSTON CELTICS","LOS ANGELES CLIPPERS",-5.5,107,102,5,"H",0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",2017-03-06,"BOSTON CELTICS","LOS ANGELES CLIPPERS",7.5,102,116,-14,"V",0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",2017-02-03,"BOSTON CELTICS","LOS ANGELES LAKERS",-11,113,107,6,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",2017-03-03,"BOSTON CELTICS","LOS ANGELES LAKERS",-7.5,115,95,20,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",2016-12-20,"BOSTON CELTICS","MEMPHIS GRIZZLIES",-2.5,112,109,3,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",2016-12-27,"BOSTON CELTICS","MEMPHIS GRIZZLIES",-7.5,113,103,10,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",2016-11-28,"BOSTON CELTICS","MIAMI HEAT",-5.5,112,104,8,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2016-12-18,"BOSTON CELTICS","MIAMI HEAT",-4.5,105,95,10,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",2016-12-30,"BOSTON CELTICS","MIAMI HEAT",-9.5,117,114,3,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",2017-03-26,"BOSTON CELTICS","MIAMI HEAT",-6,112,108,4,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",2017-01-28,"BOSTON CELTICS","MILWAUKEE BUCKS",2,112,108,4,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",2017-03-29,"BOSTON CELTICS","MILWAUKEE BUCKS",-7.5,100,103,-3,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2017-04-12,"BOSTON CELTICS","MILWAUKEE BUCKS",-14,112,94,18,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",2016-11-21,"BOSTON CELTICS","MINNESOTA TIMBERWOLVES",-1.5,99,93,6,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"145",2017-03-15,"BOSTON CELTICS","MINNESOTA TIMBERWOLVES",-5.5,117,104,13,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"146",2016-11-14,"BOSTON CELTICS","NEW ORLEANS PELICANS",-4.5,105,106,-1,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"147",2017-01-07,"BOSTON CELTICS","NEW ORLEANS PELICANS",-7.5,117,108,9,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"148",2016-11-11,"BOSTON CELTICS","NEW YORK KNICKS",-5.5,115,87,28,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"149",2016-12-25,"BOSTON CELTICS","NEW YORK KNICKS",-2.5,119,114,5,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"150",2017-01-18,"BOSTON CELTICS","NEW YORK KNICKS",-9,106,117,-11,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"151",2017-04-02,"BOSTON CELTICS","NEW YORK KNICKS",-7.5,110,94,16,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"152",2016-12-11,"BOSTON CELTICS","OKLAHOMA CITY THUNDER",3.5,96,99,-3,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"153",2016-12-23,"BOSTON CELTICS","OKLAHOMA CITY THUNDER",-5.5,112,117,-5,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"154",2016-12-07,"BOSTON CELTICS","ORLANDO MAGIC",-1.5,117,87,30,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"155",2017-01-27,"BOSTON CELTICS","ORLANDO MAGIC",-8.5,128,98,30,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"156",2017-03-31,"BOSTON CELTICS","ORLANDO MAGIC",-10,117,116,1,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"157",2016-12-03,"BOSTON CELTICS","PHILADELPHIA 76ERS",-9.5,107,106,1,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"158",2017-01-06,"BOSTON CELTICS","PHILADELPHIA 76ERS",-11.5,110,106,4,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"159",2017-02-15,"BOSTON CELTICS","PHILADELPHIA 76ERS",-10,116,108,8,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"160",2017-03-19,"BOSTON CELTICS","PHILADELPHIA 76ERS",-5,99,105,-6,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"161",2017-03-05,"BOSTON CELTICS","PHOENIX SUNS",-5,106,109,-3,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"162",2017-03-24,"BOSTON CELTICS","PHOENIX SUNS",-16,130,120,10,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"163",2017-01-21,"BOSTON CELTICS","PORTLAND TRAIL BLAZERS",-7.5,123,127,-4,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"164",2017-02-09,"BOSTON CELTICS","PORTLAND TRAIL BLAZERS",3,120,111,9,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"165",2016-12-02,"BOSTON CELTICS","SACRAMENTO KINGS",-6.5,97,92,5,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"166",2017-02-08,"BOSTON CELTICS","SACRAMENTO KINGS",-8.5,92,108,-16,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"167",2016-11-25,"BOSTON CELTICS","SAN ANTONIO SPURS",3.5,103,109,-6,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"168",2016-12-14,"BOSTON CELTICS","SAN ANTONIO SPURS",6,101,108,-7,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"169",2016-12-09,"BOSTON CELTICS","TORONTO RAPTORS",-1.5,94,101,-7,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"170",2017-01-10,"BOSTON CELTICS","TORONTO RAPTORS",5.5,106,114,-8,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"171",2017-02-01,"BOSTON CELTICS","TORONTO RAPTORS",-6.5,109,104,5,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"172",2017-02-24,"BOSTON CELTICS","TORONTO RAPTORS",2,97,107,-10,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"173",2017-01-03,"BOSTON CELTICS","UTAH JAZZ",-5.5,115,104,11,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"174",2017-02-11,"BOSTON CELTICS","UTAH JAZZ",6.5,112,104,8,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"175",2016-11-09,"BOSTON CELTICS","WASHINGTON WIZARDS",1,93,118,-25,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"176",2017-01-11,"BOSTON CELTICS","WASHINGTON WIZARDS",-5.5,117,108,9,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"177",2017-01-24,"BOSTON CELTICS","WASHINGTON WIZARDS",-1,108,123,-15,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"178",2017-03-20,"BOSTON CELTICS","WASHINGTON WIZARDS",-3.5,110,102,8,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"179",2017-04-30,"BOSTON CELTICS","WASHINGTON WIZARDS",-4.5,123,111,12,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"180",2017-05-02,"BOSTON CELTICS","WASHINGTON WIZARDS",-5,129,119,10,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"181",2017-05-04,"BOSTON CELTICS","WASHINGTON WIZARDS",5.5,89,116,-27,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"182",2017-05-07,"BOSTON CELTICS","WASHINGTON WIZARDS",4.5,102,121,-19,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"183",2017-05-10,"BOSTON CELTICS","WASHINGTON WIZARDS",-4.5,123,101,22,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"184",2017-05-12,"BOSTON CELTICS","WASHINGTON WIZARDS",5,91,92,-1,"V",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"185",2017-05-15,"BOSTON CELTICS","WASHINGTON WIZARDS",-5,115,105,10,"H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"186",2016-11-04,"BROOKLYN NETS","CHARLOTTE HORNETS",6.5,95,99,-4,"H",0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",2016-12-26,"BROOKLYN NETS","CHARLOTTE HORNETS",6.5,120,118,2,"H",0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",2017-01-21,"BROOKLYN NETS","CHARLOTTE HORNETS",12,105,112,-7,"V",0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",2017-02-07,"BROOKLYN NETS","CHARLOTTE HORNETS",10.5,107,111,-4,"V",0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",2016-10-31,"BROOKLYN NETS","CHICAGO BULLS",6.5,88,118,-30,"H",0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",2016-12-28,"BROOKLYN NETS","CHICAGO BULLS",9.5,99,101,-2,"V",0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",2017-04-08,"BROOKLYN NETS","CHICAGO BULLS",3.5,107,106,1,"H",0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2017-04-12,"BROOKLYN NETS","CHICAGO BULLS",14.5,73,112,-39,"V",0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2016-12-23,"BROOKLYN NETS","CLEVELAND CAVALIERS",16.5,99,119,-20,"V",0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2017-01-06,"BROOKLYN NETS","CLEVELAND CAVALIERS",13,108,116,-8,"H",0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",2017-01-27,"BROOKLYN NETS","CLEVELAND CAVALIERS",15.5,116,124,-8,"V",0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2017-03-10,"BROOKLYN NETS","DALLAS MAVERICKS",10,96,105,-9,"V",0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",2017-03-19,"BROOKLYN NETS","DALLAS MAVERICKS",5,104,111,-7,"H",0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",2016-12-07,"BROOKLYN NETS","DENVER NUGGETS",4.5,116,111,5,"H",0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",2017-02-24,"BROOKLYN NETS","DENVER NUGGETS",10,109,129,-20,"V",0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",2016-11-02,"BROOKLYN NETS","DETROIT PISTONS",4,109,101,8,"H",0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",2017-03-21,"BROOKLYN NETS","DETROIT PISTONS",5.5,98,96,2,"H",0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",2017-03-30,"BROOKLYN NETS","DETROIT PISTONS",6.5,89,90,-1,"V",0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",2016-12-22,"BROOKLYN NETS","GOLDEN STATE WARRIORS",15.5,101,117,-16,"H",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",2017-02-25,"BROOKLYN NETS","GOLDEN STATE WARRIORS",21,95,112,-17,"V",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",2016-12-12,"BROOKLYN NETS","HOUSTON ROCKETS",13.5,118,122,-4,"V",0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",2017-01-15,"BROOKLYN NETS","HOUSTON ROCKETS",14.5,112,137,-25,"H",0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",2016-10-28,"BROOKLYN NETS","INDIANA PACERS",6,103,94,9,"H",0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",2016-11-25,"BROOKLYN NETS","INDIANA PACERS",5.5,97,118,-21,"V",0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2017-01-05,"BROOKLYN NETS","INDIANA PACERS",10.5,109,121,-12,"V",0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",2017-02-03,"BROOKLYN NETS","INDIANA PACERS",6.5,97,106,-9,"H",0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",2016-11-14,"BROOKLYN NETS","LOS ANGELES CLIPPERS",16,95,127,-32,"V",0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",2016-11-29,"BROOKLYN NETS","LOS ANGELES CLIPPERS",11.5,127,122,5,"H",0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",2016-11-15,"BROOKLYN NETS","LOS ANGELES LAKERS",7,118,125,-7,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",2016-12-14,"BROOKLYN NETS","LOS ANGELES LAKERS",1,107,97,10,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",2017-02-13,"BROOKLYN NETS","MEMPHIS GRIZZLIES",8.5,103,112,-9,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",2017-03-06,"BROOKLYN NETS","MEMPHIS GRIZZLIES",10.5,122,109,13,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",2017-01-25,"BROOKLYN NETS","MIAMI HEAT",3,106,109,-3,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",2017-01-30,"BROOKLYN NETS","MIAMI HEAT",7.5,96,104,-8,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",2017-02-10,"BROOKLYN NETS","MIAMI HEAT",5.5,99,108,-9,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",2016-10-29,"BROOKLYN NETS","MILWAUKEE BUCKS",8,108,110,-2,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",2016-12-01,"BROOKLYN NETS","MILWAUKEE BUCKS",5.5,93,111,-18,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",2016-12-03,"BROOKLYN NETS","MILWAUKEE BUCKS",9,103,112,-9,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",2017-02-15,"BROOKLYN NETS","MILWAUKEE BUCKS",5.5,125,129,-4,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",2016-11-08,"BROOKLYN NETS","MINNESOTA TIMBERWOLVES",4,119,110,9,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"226",2017-01-28,"BROOKLYN NETS","MINNESOTA TIMBERWOLVES",11,109,129,-20,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"227",2017-01-12,"BROOKLYN NETS","NEW ORLEANS PELICANS",-2.5,95,104,-9,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"228",2017-01-20,"BROOKLYN NETS","NEW ORLEANS PELICANS",10,143,114,29,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"229",2016-11-09,"BROOKLYN NETS","NEW YORK KNICKS",8,96,110,-14,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"230",2017-02-01,"BROOKLYN NETS","NEW YORK KNICKS",2.5,90,95,-5,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"231",2017-03-12,"BROOKLYN NETS","NEW YORK KNICKS",-1,120,112,8,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"232",2017-03-16,"BROOKLYN NETS","NEW YORK KNICKS",4.5,121,110,11,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"233",2016-11-18,"BROOKLYN NETS","OKLAHOMA CITY THUNDER",9.5,105,124,-19,"V",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"234",2017-03-14,"BROOKLYN NETS","OKLAHOMA CITY THUNDER",6.5,104,122,-18,"H",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
