"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"929","2017-01-17","HOUSTON ROCKETS","MIAMI HEAT",-7.5,103,109,-6,"V"
"930","2017-01-18","HOUSTON ROCKETS","MILWAUKEE BUCKS",-6.5,111,92,19,"H"
"931","2017-01-20","HOUSTON ROCKETS","GOLDEN STATE WARRIORS",5.5,108,125,-17,"H"
"932","2017-01-21","HOUSTON ROCKETS","MEMPHIS GRIZZLIES",-1,119,95,24,"V"
"933","2017-01-23","HOUSTON ROCKETS","MILWAUKEE BUCKS",-5,114,127,-13,"V"
"934","2017-01-25","HOUSTON ROCKETS","BOSTON CELTICS",-4,109,120,-11,"V"
"935","2017-01-27","HOUSTON ROCKETS","PHILADELPHIA 76ERS",-6.5,123,118,5,"V"
"936","2017-01-29","HOUSTON ROCKETS","INDIANA PACERS",-3.5,101,120,-19,"V"
"937","2017-01-31","HOUSTON ROCKETS","SACRAMENTO KINGS",-12,105,83,22,"H"
"938","2017-02-02","HOUSTON ROCKETS","ATLANTA HAWKS",-9.5,108,113,-5,"H"
"939","2017-02-03","HOUSTON ROCKETS","CHICAGO BULLS",-8,121,117,4,"H"
"940","2017-02-07","HOUSTON ROCKETS","ORLANDO MAGIC",-11.5,128,104,24,"H"
"941","2017-02-09","HOUSTON ROCKETS","CHARLOTTE HORNETS",-3,107,95,12,"V"
"942","2017-02-11","HOUSTON ROCKETS","PHOENIX SUNS",-16,133,102,31,"H"
"943","2017-02-15","HOUSTON ROCKETS","MIAMI HEAT",-10,109,117,-8,"H"
"944","2017-02-23","HOUSTON ROCKETS","NEW ORLEANS PELICANS",-3.5,129,99,30,"V"
"945","2017-02-25","HOUSTON ROCKETS","MINNESOTA TIMBERWOLVES",-12.5,142,130,12,"H"
"946","2017-02-27","HOUSTON ROCKETS","INDIANA PACERS",-10,108,117,-9,"H"
"947","2017-03-01","HOUSTON ROCKETS","LOS ANGELES CLIPPERS",2.5,122,103,19,"V"
"948","2017-03-04","HOUSTON ROCKETS","MEMPHIS GRIZZLIES",-8.5,123,108,15,"H"
"949","2017-03-06","HOUSTON ROCKETS","SAN ANTONIO SPURS",3.5,110,112,-2,"V"
"950","2017-03-08","HOUSTON ROCKETS","UTAH JAZZ",-8,108,115,-7,"H"
"951","2017-03-10","HOUSTON ROCKETS","CHICAGO BULLS",-6,115,94,21,"V"
"952","2017-03-12","HOUSTON ROCKETS","CLEVELAND CAVALIERS",-7,117,112,5,"H"
"953","2017-03-15","HOUSTON ROCKETS","LOS ANGELES LAKERS",-17.5,139,100,39,"H"
"954","2017-03-17","HOUSTON ROCKETS","NEW ORLEANS PELICANS",-6.5,112,128,-16,"V"
"955","2017-03-18","HOUSTON ROCKETS","DENVER NUGGETS",-2.5,109,105,4,"V"
"956","2017-03-20","HOUSTON ROCKETS","DENVER NUGGETS",-8,125,124,1,"H"
"957","2017-03-24","HOUSTON ROCKETS","NEW ORLEANS PELICANS",-8,117,107,10,"H"
"958","2017-03-26","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",-6,137,125,12,"H"
"959","2017-03-28","HOUSTON ROCKETS","GOLDEN STATE WARRIORS",-1.5,106,113,-7,"H"
"960","2017-03-30","HOUSTON ROCKETS","PORTLAND TRAIL BLAZERS",-1,107,117,-10,"V"
"961","2017-03-31","HOUSTON ROCKETS","GOLDEN STATE WARRIORS",9,98,107,-9,"V"
"962","2017-04-02","HOUSTON ROCKETS","PHOENIX SUNS",-6.5,123,116,7,"V"
"963","2017-04-05","HOUSTON ROCKETS","DENVER NUGGETS",-8,110,104,6,"H"
"964","2017-04-07","HOUSTON ROCKETS","DETROIT PISTONS",-11,109,114,-5,"H"
"965","2017-04-09","HOUSTON ROCKETS","SACRAMENTO KINGS",-9,135,128,7,"V"
"966","2017-04-10","HOUSTON ROCKETS","LOS ANGELES CLIPPERS",8.5,96,125,-29,"V"
"967","2017-04-12","HOUSTON ROCKETS","MINNESOTA TIMBERWOLVES",-8,123,118,5,"H"
"968","2017-04-16","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",-7.5,118,87,31,"H"
"969","2017-04-19","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",-7.5,115,111,4,"H"
"970","2017-04-21","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",2.5,113,115,-2,"V"
"971","2017-04-23","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",1,113,109,4,"V"
"972","2017-04-25","HOUSTON ROCKETS","OKLAHOMA CITY THUNDER",-7.5,105,99,6,"H"
"973","2017-05-01","HOUSTON ROCKETS","SAN ANTONIO SPURS",6,126,99,27,"V"
"974","2017-05-03","HOUSTON ROCKETS","SAN ANTONIO SPURS",5.5,96,121,-25,"V"
"975","2017-05-05","HOUSTON ROCKETS","SAN ANTONIO SPURS",-5,92,103,-11,"H"
"976","2017-05-07","HOUSTON ROCKETS","SAN ANTONIO SPURS",-5.5,125,104,21,"H"
"977","2017-05-09","HOUSTON ROCKETS","SAN ANTONIO SPURS",5.5,107,110,-3,"V"
"978","2017-05-11","HOUSTON ROCKETS","SAN ANTONIO SPURS",-8.5,75,114,-39,"H"
"979","2016-10-26","INDIANA PACERS","DALLAS MAVERICKS",-5.5,130,121,9,"H"
"980","2016-10-28","INDIANA PACERS","BROOKLYN NETS",-6,94,103,-9,"V"
"981","2016-10-29","INDIANA PACERS","CHICAGO BULLS",3.5,101,118,-17,"V"
"982","2016-11-01","INDIANA PACERS","LOS ANGELES LAKERS",-8.5,115,108,7,"H"
"983","2016-11-03","INDIANA PACERS","MILWAUKEE BUCKS",-3,107,125,-18,"V"
"984","2016-11-05","INDIANA PACERS","CHICAGO BULLS",-3.5,111,94,17,"H"
"985","2016-11-07","INDIANA PACERS","CHARLOTTE HORNETS",3,100,122,-22,"V"
"986","2016-11-09","INDIANA PACERS","PHILADELPHIA 76ERS",-11.5,122,115,7,"H"
"987","2016-11-11","INDIANA PACERS","PHILADELPHIA 76ERS",-5,105,109,-4,"V"
"988","2016-11-12","INDIANA PACERS","BOSTON CELTICS",1,99,105,-6,"H"
"989","2016-11-14","INDIANA PACERS","ORLANDO MAGIC",-7.5,88,69,19,"H"
"990","2016-11-16","INDIANA PACERS","CLEVELAND CAVALIERS",-2,103,93,10,"H"
"991","2016-11-18","INDIANA PACERS","PHOENIX SUNS",-4.5,96,116,-20,"H"
"992","2016-11-20","INDIANA PACERS","OKLAHOMA CITY THUNDER",9.5,115,111,4,"V"
"993","2016-11-21","INDIANA PACERS","GOLDEN STATE WARRIORS",14.5,83,120,-37,"H"
"994","2016-11-23","INDIANA PACERS","ATLANTA HAWKS",1.5,85,96,-11,"H"
"995","2016-11-25","INDIANA PACERS","BROOKLYN NETS",-5.5,118,97,21,"H"
"996","2016-11-27","INDIANA PACERS","LOS ANGELES CLIPPERS",11.5,91,70,21,"H"
"997","2016-11-30","INDIANA PACERS","PORTLAND TRAIL BLAZERS",7.5,109,131,-22,"V"
"998","2016-12-04","INDIANA PACERS","LOS ANGELES CLIPPERS",12.5,111,102,9,"V"
"999","2016-12-05","INDIANA PACERS","GOLDEN STATE WARRIORS",14.5,106,142,-36,"V"
"1000","2016-12-07","INDIANA PACERS","PHOENIX SUNS",-4,109,94,15,"V"
"1001","2016-12-09","INDIANA PACERS","DALLAS MAVERICKS",-4.5,103,111,-8,"V"
"1002","2016-12-10","INDIANA PACERS","PORTLAND TRAIL BLAZERS",1.5,118,111,7,"H"
"1003","2016-12-12","INDIANA PACERS","CHARLOTTE HORNETS",1.5,110,94,16,"H"
"1004","2016-12-14","INDIANA PACERS","MIAMI HEAT",-1,89,95,-6,"V"
"1005","2016-12-15","INDIANA PACERS","NEW ORLEANS PELICANS",2.5,95,102,-7,"V"
"1006","2016-12-17","INDIANA PACERS","DETROIT PISTONS",4.5,105,90,15,"V"
"1007","2016-12-19","INDIANA PACERS","WASHINGTON WIZARDS",-5.5,107,105,2,"H"
"1008","2016-12-20","INDIANA PACERS","NEW YORK KNICKS",4.5,111,118,-7,"V"
"1009","2016-12-22","INDIANA PACERS","BOSTON CELTICS",1.5,102,109,-7,"H"
"1010","2016-12-26","INDIANA PACERS","CHICAGO BULLS",2,85,90,-5,"V"
"1011","2016-12-28","INDIANA PACERS","WASHINGTON WIZARDS",4.5,105,111,-6,"V"
"1012","2016-12-30","INDIANA PACERS","CHICAGO BULLS",-4,111,101,10,"H"
"1013","2017-01-01","INDIANA PACERS","ORLANDO MAGIC",-5.5,117,104,13,"H"
"1014","2017-01-03","INDIANA PACERS","DETROIT PISTONS",5,121,116,5,"V"
"1015","2017-01-05","INDIANA PACERS","BROOKLYN NETS",-10.5,121,109,12,"H"
"1016","2017-01-07","INDIANA PACERS","NEW YORK KNICKS",-7,123,109,14,"H"
"1017","2017-01-12","INDIANA PACERS","DENVER NUGGETS",-4.5,112,140,-28,"N"
"1018","2017-01-16","INDIANA PACERS","NEW ORLEANS PELICANS",-5,98,95,3,"H"
"1019","2017-01-18","INDIANA PACERS","SACRAMENTO KINGS",2.5,106,100,6,"V"
"1020","2017-01-20","INDIANA PACERS","LOS ANGELES LAKERS",-3.5,96,108,-12,"V"
"1021","2017-01-21","INDIANA PACERS","UTAH JAZZ",7,100,109,-9,"V"
"1022","2017-01-23","INDIANA PACERS","NEW YORK KNICKS",-5.5,103,109,-6,"H"
"1023","2017-01-26","INDIANA PACERS","MINNESOTA TIMBERWOLVES",3,109,103,6,"V"
"1024","2017-01-27","INDIANA PACERS","SACRAMENTO KINGS",-4.5,115,111,4,"H"
"1025","2017-01-29","INDIANA PACERS","HOUSTON ROCKETS",3.5,120,101,19,"H"
"1026","2017-02-01","INDIANA PACERS","ORLANDO MAGIC",-2.5,98,88,10,"V"
"1027","2017-02-03","INDIANA PACERS","BROOKLYN NETS",-6.5,106,97,9,"V"
"1028","2017-02-04","INDIANA PACERS","DETROIT PISTONS",-3,105,84,21,"H"
"1029","2017-02-06","INDIANA PACERS","OKLAHOMA CITY THUNDER",-4.5,93,90,3,"H"
"1030","2017-02-08","INDIANA PACERS","CLEVELAND CAVALIERS",3.5,117,132,-15,"H"
"1031","2017-02-10","INDIANA PACERS","WASHINGTON WIZARDS",6,107,112,-5,"V"
"1032","2017-02-11","INDIANA PACERS","MILWAUKEE BUCKS",-6.5,100,116,-16,"H"
"1033","2017-02-13","INDIANA PACERS","SAN ANTONIO SPURS",4.5,106,110,-4,"H"
"1034","2017-02-15","INDIANA PACERS","CLEVELAND CAVALIERS",6,104,113,-9,"V"
"1035","2017-02-16","INDIANA PACERS","WASHINGTON WIZARDS",2.5,98,111,-13,"H"
"1036","2017-02-24","INDIANA PACERS","MEMPHIS GRIZZLIES",1,102,92,10,"H"
"1037","2017-02-25","INDIANA PACERS","MIAMI HEAT",4.5,95,113,-18,"V"
"1038","2017-02-27","INDIANA PACERS","HOUSTON ROCKETS",10,117,108,9,"V"
"1039","2017-03-01","INDIANA PACERS","SAN ANTONIO SPURS",10,99,100,-1,"V"
"1040","2017-03-05","INDIANA PACERS","ATLANTA HAWKS",3,97,96,1,"V"
"1041","2017-03-06","INDIANA PACERS","CHARLOTTE HORNETS",4,88,100,-12,"V"
"1042","2017-03-08","INDIANA PACERS","DETROIT PISTONS",-4,115,98,17,"H"
"1043","2017-03-10","INDIANA PACERS","MILWAUKEE BUCKS",2.5,85,99,-14,"V"
"1044","2017-03-12","INDIANA PACERS","MIAMI HEAT",-6,102,98,4,"H"
"1045","2017-03-14","INDIANA PACERS","NEW YORK KNICKS",-3.5,81,87,-6,"V"
"1046","2017-03-15","INDIANA PACERS","CHARLOTTE HORNETS",-3,98,77,21,"H"
"1047","2017-03-19","INDIANA PACERS","TORONTO RAPTORS",3,91,116,-25,"V"
"1048","2017-03-20","INDIANA PACERS","UTAH JAZZ",2.5,107,100,7,"H"
"1049","2017-03-22","INDIANA PACERS","BOSTON CELTICS",7,100,109,-9,"V"
"1050","2017-03-24","INDIANA PACERS","DENVER NUGGETS",-1.5,117,125,-8,"H"
"1051","2017-03-26","INDIANA PACERS","PHILADELPHIA 76ERS",-9,107,94,13,"H"
"1052","2017-03-28","INDIANA PACERS","MINNESOTA TIMBERWOLVES",-4,114,115,-1,"H"
"1053","2017-03-29","INDIANA PACERS","MEMPHIS GRIZZLIES",4.5,97,110,-13,"V"
"1054","2017-03-31","INDIANA PACERS","TORONTO RAPTORS",5,100,111,-11,"V"
"1055","2017-04-02","INDIANA PACERS","CLEVELAND CAVALIERS",8,130,135,-5,"V"
"1056","2017-04-04","INDIANA PACERS","TORONTO RAPTORS",-2.5,108,90,18,"H"
"1057","2017-04-06","INDIANA PACERS","MILWAUKEE BUCKS",-4.5,104,89,15,"H"
"1058","2017-04-08","INDIANA PACERS","ORLANDO MAGIC",-4.5,127,112,15,"V"
"1059","2017-04-10","INDIANA PACERS","PHILADELPHIA 76ERS",-8.5,120,111,9,"V"
"1060","2017-04-12","INDIANA PACERS","ATLANTA HAWKS",-14,104,86,18,"H"
"1061","2017-04-15","INDIANA PACERS","CLEVELAND CAVALIERS",8.5,108,109,-1,"V"
"1062","2017-04-17","INDIANA PACERS","CLEVELAND CAVALIERS",8.5,111,117,-6,"V"
"1063","2017-04-20","INDIANA PACERS","CLEVELAND CAVALIERS",2,114,119,-5,"H"
"1064","2017-04-23","INDIANA PACERS","CLEVELAND CAVALIERS",3.5,102,106,-4,"H"
"1065","2016-10-27","LOS ANGELES CLIPPERS","PORTLAND TRAIL BLAZERS",-2.5,114,106,8,"V"
"1066","2016-10-30","LOS ANGELES CLIPPERS","UTAH JAZZ",-7,88,75,13,"H"
"1067","2016-10-31","LOS ANGELES CLIPPERS","PHOENIX SUNS",-11.5,116,98,18,"H"
"1068","2016-11-02","LOS ANGELES CLIPPERS","OKLAHOMA CITY THUNDER",-7.5,83,85,-2,"H"
"1069","2016-11-04","LOS ANGELES CLIPPERS","MEMPHIS GRIZZLIES",-5.5,99,88,11,"V"
"1070","2016-11-05","LOS ANGELES CLIPPERS","SAN ANTONIO SPURS",4.5,116,92,24,"V"
"1071","2016-11-07","LOS ANGELES CLIPPERS","DETROIT PISTONS",-8.5,114,82,32,"H"
"1072","2016-11-09","LOS ANGELES CLIPPERS","PORTLAND TRAIL BLAZERS",-11,111,80,31,"H"
"1073","2016-11-11","LOS ANGELES CLIPPERS","OKLAHOMA CITY THUNDER",-5,110,108,2,"V"
"1074","2016-11-12","LOS ANGELES CLIPPERS","MINNESOTA TIMBERWOLVES",-5,119,105,14,"V"
"1075","2016-11-14","LOS ANGELES CLIPPERS","BROOKLYN NETS",-16,127,95,32,"H"
"1076","2016-11-16","LOS ANGELES CLIPPERS","MEMPHIS GRIZZLIES",-12.5,107,111,-4,"H"
"1077","2016-11-18","LOS ANGELES CLIPPERS","SACRAMENTO KINGS",-8.5,121,115,6,"V"
"1078","2016-11-19","LOS ANGELES CLIPPERS","CHICAGO BULLS",-7.5,102,95,7,"H"
"1079","2016-11-21","LOS ANGELES CLIPPERS","TORONTO RAPTORS",-8.5,123,115,8,"H"
"1080","2016-11-23","LOS ANGELES CLIPPERS","DALLAS MAVERICKS",-10.5,124,104,20,"V"
"1081","2016-11-25","LOS ANGELES CLIPPERS","DETROIT PISTONS",-6.5,97,108,-11,"V"
"1082","2016-11-27","LOS ANGELES CLIPPERS","INDIANA PACERS",-11.5,70,91,-21,"V"
"1083","2016-11-29","LOS ANGELES CLIPPERS","BROOKLYN NETS",-11.5,122,127,-5,"V"
"1084","2016-12-01","LOS ANGELES CLIPPERS","CLEVELAND CAVALIERS",4,113,94,19,"V"
"1085","2016-12-02","LOS ANGELES CLIPPERS","NEW ORLEANS PELICANS",-4.5,114,96,18,"V"
"1086","2016-12-04","LOS ANGELES CLIPPERS","INDIANA PACERS",-12.5,102,111,-9,"H"
"1087","2016-12-07","LOS ANGELES CLIPPERS","GOLDEN STATE WARRIORS",3.5,98,115,-17,"H"
"1088","2016-12-10","LOS ANGELES CLIPPERS","NEW ORLEANS PELICANS",-15,133,105,28,"H"
"1089","2016-12-12","LOS ANGELES CLIPPERS","PORTLAND TRAIL BLAZERS",-10,121,120,1,"H"
"1090","2016-12-14","LOS ANGELES CLIPPERS","ORLANDO MAGIC",-8.5,113,108,5,"V"
"1091","2016-12-16","LOS ANGELES CLIPPERS","MIAMI HEAT",-7.5,102,98,4,"V"
"1092","2016-12-18","LOS ANGELES CLIPPERS","WASHINGTON WIZARDS",-5,110,117,-7,"V"
"1093","2016-12-20","LOS ANGELES CLIPPERS","DENVER NUGGETS",-8,119,102,17,"H"
"1094","2016-12-22","LOS ANGELES CLIPPERS","SAN ANTONIO SPURS",1.5,106,101,5,"H"
"1095","2016-12-23","LOS ANGELES CLIPPERS","DALLAS MAVERICKS",-6,88,90,-2,"H"
"1096","2016-12-25","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS",-3.5,102,111,-9,"V"
"1097","2016-12-26","LOS ANGELES CLIPPERS","DENVER NUGGETS",4.5,102,106,-4,"H"
"1098","2016-12-28","LOS ANGELES CLIPPERS","NEW ORLEANS PELICANS",1,98,102,-4,"V"
"1099","2016-12-30","LOS ANGELES CLIPPERS","HOUSTON ROCKETS",10.5,116,140,-24,"V"
"1100","2016-12-31","LOS ANGELES CLIPPERS","OKLAHOMA CITY THUNDER",8.5,88,114,-26,"V"
"1101","2017-01-02","LOS ANGELES CLIPPERS","PHOENIX SUNS",-4.5,109,98,11,"H"
"1102","2017-01-04","LOS ANGELES CLIPPERS","MEMPHIS GRIZZLIES",1.5,115,106,9,"H"
"1103","2017-01-06","LOS ANGELES CLIPPERS","SACRAMENTO KINGS",-2.5,106,98,8,"V"
"1104","2017-01-08","LOS ANGELES CLIPPERS","MIAMI HEAT",-9,98,86,12,"H"
"1105","2017-01-11","LOS ANGELES CLIPPERS","ORLANDO MAGIC",-10.5,105,96,9,"H"
"1106","2017-01-14","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS",-11.5,113,97,16,"H"
"1107","2017-01-16","LOS ANGELES CLIPPERS","OKLAHOMA CITY THUNDER",-8.5,120,98,22,"H"
"1108","2017-01-19","LOS ANGELES CLIPPERS","MINNESOTA TIMBERWOLVES",1,101,104,-3,"H"
"1109","2017-01-21","LOS ANGELES CLIPPERS","DENVER NUGGETS",5,98,123,-25,"V"
"1110","2017-01-23","LOS ANGELES CLIPPERS","ATLANTA HAWKS",7.5,115,105,10,"V"
"1111","2017-01-24","LOS ANGELES CLIPPERS","PHILADELPHIA 76ERS",-4.5,110,121,-11,"V"
"1112","2017-01-28","LOS ANGELES CLIPPERS","GOLDEN STATE WARRIORS",13,98,144,-46,"V"
"1113","2017-02-01","LOS ANGELES CLIPPERS","PHOENIX SUNS",-2.5,124,114,10,"V"
"1114","2017-02-02","LOS ANGELES CLIPPERS","GOLDEN STATE WARRIORS",8,120,133,-13,"H"
"1115","2017-02-05","LOS ANGELES CLIPPERS","BOSTON CELTICS",5.5,102,107,-5,"V"
"1116","2017-02-06","LOS ANGELES CLIPPERS","TORONTO RAPTORS",6.5,109,118,-9,"V"
"1117","2017-02-08","LOS ANGELES CLIPPERS","NEW YORK KNICKS",-1.5,119,115,4,"V"
"1118","2017-02-11","LOS ANGELES CLIPPERS","CHARLOTTE HORNETS",2.5,107,102,5,"V"
"1119","2017-02-13","LOS ANGELES CLIPPERS","UTAH JAZZ",8.5,88,72,16,"V"
"1120","2017-02-15","LOS ANGELES CLIPPERS","ATLANTA HAWKS",-3.5,99,84,15,"H"
"1121","2017-02-23","LOS ANGELES CLIPPERS","GOLDEN STATE WARRIORS",13.5,113,123,-10,"V"
"1122","2017-02-24","LOS ANGELES CLIPPERS","SAN ANTONIO SPURS",3.5,97,105,-8,"H"
"1123","2017-02-26","LOS ANGELES CLIPPERS","CHARLOTTE HORNETS",-11,124,121,3,"H"
"1124","2017-03-01","LOS ANGELES CLIPPERS","HOUSTON ROCKETS",-2.5,103,122,-19,"H"
"1125","2017-03-03","LOS ANGELES CLIPPERS","MILWAUKEE BUCKS",-5.5,101,112,-11,"V"
"1126","2017-03-04","LOS ANGELES CLIPPERS","CHICAGO BULLS",-3,101,91,10,"V"
"1127","2017-03-06","LOS ANGELES CLIPPERS","BOSTON CELTICS",-7.5,116,102,14,"H"
"1128","2017-03-08","LOS ANGELES CLIPPERS","MINNESOTA TIMBERWOLVES",-3.5,91,107,-16,"V"
"1129","2017-03-09","LOS ANGELES CLIPPERS","MEMPHIS GRIZZLIES",2.5,114,98,16,"V"
"1130","2017-03-11","LOS ANGELES CLIPPERS","PHILADELPHIA 76ERS",-14,112,100,12,"H"
"1131","2017-03-13","LOS ANGELES CLIPPERS","UTAH JAZZ",1.5,108,114,-6,"V"
"1132","2017-03-15","LOS ANGELES CLIPPERS","MILWAUKEE BUCKS",-7.5,96,97,-1,"H"
"1133","2017-03-16","LOS ANGELES CLIPPERS","DENVER NUGGETS",5,114,129,-15,"V"
"1134","2017-03-18","LOS ANGELES CLIPPERS","CLEVELAND CAVALIERS",-12.5,108,78,30,"H"
"1135","2017-03-20","LOS ANGELES CLIPPERS","NEW YORK KNICKS",-10.5,114,105,9,"H"
"1136","2017-03-21","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS",-9.5,133,109,24,"V"
"1137","2017-03-23","LOS ANGELES CLIPPERS","DALLAS MAVERICKS",-5.5,95,97,-2,"V"
"1138","2017-03-25","LOS ANGELES CLIPPERS","UTAH JAZZ",-5,108,95,13,"H"
"1139","2017-03-26","LOS ANGELES CLIPPERS","SACRAMENTO KINGS",-13,97,98,-1,"H"
"1140","2017-03-29","LOS ANGELES CLIPPERS","WASHINGTON WIZARDS",-6.5,133,124,9,"H"
"1141","2017-03-30","LOS ANGELES CLIPPERS","PHOENIX SUNS",-9.5,124,118,6,"V"
"1142","2017-04-01","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS",-15,115,104,11,"H"
"1143","2017-04-05","LOS ANGELES CLIPPERS","DALLAS MAVERICKS",-11.5,112,101,11,"H"
"1144","2017-04-08","LOS ANGELES CLIPPERS","SAN ANTONIO SPURS",1.5,98,87,11,"V"
"1145","2017-04-10","LOS ANGELES CLIPPERS","HOUSTON ROCKETS",-8.5,125,96,29,"H"
"1146","2017-04-12","LOS ANGELES CLIPPERS","SACRAMENTO KINGS",-17,115,95,20,"H"
"1147","2017-04-15","LOS ANGELES CLIPPERS","UTAH JAZZ",-5.5,95,97,-2,"H"
"1148","2017-04-18","LOS ANGELES CLIPPERS","UTAH JAZZ",-9,99,91,8,"H"
"1149","2017-04-21","LOS ANGELES CLIPPERS","UTAH JAZZ",-1.5,111,106,5,"V"
"1150","2017-04-23","LOS ANGELES CLIPPERS","UTAH JAZZ",3.5,98,105,-7,"V"
"1151","2017-04-25","LOS ANGELES CLIPPERS","UTAH JAZZ",-3,92,96,-4,"H"
"1152","2017-04-28","LOS ANGELES CLIPPERS","UTAH JAZZ",5.5,98,93,5,"V"
"1153","2017-04-30","LOS ANGELES CLIPPERS","UTAH JAZZ",-3.5,91,104,-13,"H"
"1154","2016-10-26","LOS ANGELES LAKERS","HOUSTON ROCKETS",6,120,114,6,"H"
"1155","2016-10-28","LOS ANGELES LAKERS","UTAH JAZZ",9,89,96,-7,"V"
"1156","2016-10-30","LOS ANGELES LAKERS","OKLAHOMA CITY THUNDER",8.5,96,113,-17,"V"
"1157","2016-11-01","LOS ANGELES LAKERS","INDIANA PACERS",8.5,108,115,-7,"V"
"1158","2016-11-02","LOS ANGELES LAKERS","ATLANTA HAWKS",12,123,116,7,"V"
"1159","2016-11-04","LOS ANGELES LAKERS","GOLDEN STATE WARRIORS",11,117,97,20,"H"
"1160","2016-11-06","LOS ANGELES LAKERS","PHOENIX SUNS",-3.5,119,108,11,"H"
"1161","2016-11-08","LOS ANGELES LAKERS","DALLAS MAVERICKS",-4.5,97,109,-12,"H"
"1162","2016-11-10","LOS ANGELES LAKERS","SACRAMENTO KINGS",5.5,101,91,10,"V"
"1163","2016-11-12","LOS ANGELES LAKERS","NEW ORLEANS PELICANS",1,126,99,27,"V"
"1164","2016-11-13","LOS ANGELES LAKERS","MINNESOTA TIMBERWOLVES",3,99,125,-26,"V"
"1165","2016-11-15","LOS ANGELES LAKERS","BROOKLYN NETS",-7,125,118,7,"H"
"1166","2016-11-18","LOS ANGELES LAKERS","SAN ANTONIO SPURS",6.5,107,116,-9,"H"
"1167","2016-11-20","LOS ANGELES LAKERS","CHICAGO BULLS",-2.5,110,118,-8,"H"
"1168","2016-11-22","LOS ANGELES LAKERS","OKLAHOMA CITY THUNDER",2.5,111,109,2,"H"
"1169","2016-11-23","LOS ANGELES LAKERS","GOLDEN STATE WARRIORS",17.5,106,149,-43,"V"
"1170","2016-11-25","LOS ANGELES LAKERS","GOLDEN STATE WARRIORS",13.5,85,109,-24,"H"
"1171","2016-11-27","LOS ANGELES LAKERS","ATLANTA HAWKS",5,109,94,15,"H"
"1172","2016-11-29","LOS ANGELES LAKERS","NEW ORLEANS PELICANS",5.5,88,105,-17,"V"
"1173","2016-11-30","LOS ANGELES LAKERS","CHICAGO BULLS",10.5,96,90,6,"V"
"1174","2016-12-02","LOS ANGELES LAKERS","TORONTO RAPTORS",9.5,80,113,-33,"V"
"1175","2016-12-03","LOS ANGELES LAKERS","MEMPHIS GRIZZLIES",2.5,100,103,-3,"V"
"1176","2016-12-05","LOS ANGELES LAKERS","UTAH JAZZ",4,101,107,-6,"H"
"1177","2016-12-07","LOS ANGELES LAKERS","HOUSTON ROCKETS",13.5,95,134,-39,"V"
"1178","2016-12-09","LOS ANGELES LAKERS","PHOENIX SUNS",-2,115,119,-4,"H"
"1179","2016-12-11","LOS ANGELES LAKERS","NEW YORK KNICKS",2.5,112,118,-6,"H"
"1180","2016-12-12","LOS ANGELES LAKERS","SACRAMENTO KINGS",8.5,92,116,-24,"V"
"1181","2016-12-14","LOS ANGELES LAKERS","BROOKLYN NETS",-1,97,107,-10,"V"
"1182","2016-12-16","LOS ANGELES LAKERS","PHILADELPHIA 76ERS",1,100,89,11,"V"
"1183","2016-12-17","LOS ANGELES LAKERS","CLEVELAND CAVALIERS",15.5,108,119,-11,"V"
"1184","2016-12-20","LOS ANGELES LAKERS","CHARLOTTE HORNETS",8.5,113,117,-4,"V"
"1185","2016-12-22","LOS ANGELES LAKERS","MIAMI HEAT",5,107,115,-8,"V"
"1186","2016-12-23","LOS ANGELES LAKERS","ORLANDO MAGIC",5,90,109,-19,"V"
"1187","2016-12-25","LOS ANGELES LAKERS","LOS ANGELES CLIPPERS",3.5,111,102,9,"H"
"1188","2016-12-27","LOS ANGELES LAKERS","UTAH JAZZ",5.5,100,102,-2,"H"
"1189","2016-12-29","LOS ANGELES LAKERS","DALLAS MAVERICKS",-3.5,89,101,-12,"H"
"1190","2017-01-01","LOS ANGELES LAKERS","TORONTO RAPTORS",8.5,114,123,-9,"H"
"1191","2017-01-03","LOS ANGELES LAKERS","MEMPHIS GRIZZLIES",4,116,102,14,"H"
"1192","2017-01-05","LOS ANGELES LAKERS","PORTLAND TRAIL BLAZERS",7,109,118,-9,"V"
"1193","2017-01-06","LOS ANGELES LAKERS","MIAMI HEAT",-2.5,127,100,27,"H"
"1194","2017-01-08","LOS ANGELES LAKERS","ORLANDO MAGIC",-2.5,111,95,16,"H"
"1195","2017-01-10","LOS ANGELES LAKERS","PORTLAND TRAIL BLAZERS",2,87,108,-21,"H"
"1196","2017-01-12","LOS ANGELES LAKERS","SAN ANTONIO SPURS",14,94,134,-40,"V"
"1197","2017-01-14","LOS ANGELES LAKERS","LOS ANGELES CLIPPERS",11.5,97,113,-16,"V"
"1198","2017-01-15","LOS ANGELES LAKERS","DETROIT PISTONS",2,97,102,-5,"H"
