"","X.3","X.2","Rk","G","Date","X","Opp","W.L","Tm","Opp.1","TeamFG","TeamFGA","TeamFG.","Team3P","Team3PA","Team3P.","TeamFT","TeamFTA","TeamFT.","TeamORB","TeamTRB","TeamAST","TeamSTL","TeamBLK","TeamTOV","TeamPF","X.1","OppoFG","OppoFGA","OppoFG.","Oppo3P","Oppo3PA","Oppo3P.","OppoFT","OppoFTA","OppoFT.","OppoORB","OppoTRB","OppoAST","OppoSTL","OppoBLK","OppoTOV","OppoPF","Tm1","TPdiff","TRBdiff","FTdiff","ASTdiff","BLKdiff","TOVdiff"
"632",754,754,50,50,"2017-02-03","","MINNESOTA TIMBERWOLVES","W",116,108,44,98,0.449,11,26,0.423,17,22,0.773,18,49,24,7,4,10,14,NA,44,89,0.494,5,17,0.294,15,19,0.789,11,40,25,5,6,13,19,"DETROIT PISTONS",6,9,2,-1,-2,-3
"633",753,753,49,49,"2017-02-01","","NEW ORLEANS PELICANS","W",118,98,48,88,0.545,10,26,0.385,12,17,0.706,5,42,28,9,0,10,13,NA,41,82,0.5,5,21,0.238,11,14,0.786,3,35,21,6,5,14,15,"DETROIT PISTONS",5,7,1,7,-5,-4
"634",765,765,61,61,"2017-03-01","@","NEW ORLEANS PELICANS","L",86,109,40,103,0.388,3,23,0.13,3,17,0.176,23,50,13,11,3,7,17,NA,39,78,0.5,9,25,0.36,22,23,0.957,8,53,18,6,4,14,15,"DETROIT PISTONS",-6,-3,-19,-5,-1,-7
"635",708,708,4,4,"2016-11-01","","NEW YORK KNICKS","W",102,89,41,89,0.461,8,13,0.615,12,21,0.571,10,48,19,7,5,10,16,NA,35,86,0.407,7,22,0.318,12,15,0.8,8,43,18,6,9,11,20,"DETROIT PISTONS",1,5,0,1,-4,-1
"636",716,716,12,12,"2016-11-16","@","NEW YORK KNICKS","L",102,105,42,85,0.494,8,23,0.348,10,12,0.833,8,40,19,6,1,10,14,NA,42,93,0.452,9,25,0.36,12,19,0.632,19,52,24,8,9,9,11,"DETROIT PISTONS",-1,-12,-2,-5,-8,1
"637",770,770,66,66,"2017-03-11","","NEW YORK KNICKS","W",112,92,46,96,0.479,9,27,0.333,11,19,0.579,14,51,27,14,6,7,15,NA,36,82,0.439,13,30,0.433,7,11,0.636,8,44,26,4,7,18,18,"DETROIT PISTONS",-4,7,4,1,-1,-11
"638",778,778,74,74,"2017-03-27","@","NEW YORK KNICKS","L",95,109,36,84,0.429,9,23,0.391,14,21,0.667,12,42,18,4,3,18,16,NA,45,84,0.536,7,21,0.333,12,13,0.923,4,37,26,13,5,12,16,"DETROIT PISTONS",2,5,2,-8,-2,6
"639",715,715,11,11,"2016-11-14","","OKLAHOMA CITY THUNDER","W",104,88,43,92,0.467,5,16,0.313,13,16,0.813,4,47,25,4,9,9,14,NA,33,88,0.375,5,27,0.185,17,22,0.773,13,51,16,3,6,15,21,"DETROIT PISTONS",0,-4,-4,9,3,-6
"640",722,722,18,18,"2016-11-26","@","OKLAHOMA CITY THUNDER","L",88,106,37,82,0.451,1,19,0.053,13,17,0.765,6,32,11,7,1,8,20,NA,42,83,0.506,8,23,0.348,14,26,0.538,10,43,23,4,3,10,16,"DETROIT PISTONS",-7,-11,-1,-12,-2,-2
"641",706,706,2,2,"2016-10-28","","ORLANDO MAGIC","W",108,82,48,95,0.505,7,19,0.368,5,6,0.833,9,53,27,8,4,12,11,NA,33,95,0.347,8,26,0.308,8,12,0.667,14,44,20,8,3,9,13,"DETROIT PISTONS",-1,9,-3,7,1,3
"642",726,726,22,22,"2016-12-04","","ORLANDO MAGIC","L",92,98,38,86,0.442,10,27,0.37,6,13,0.462,10,44,16,8,3,12,12,NA,42,79,0.532,7,23,0.304,7,14,0.5,4,39,23,8,7,10,11,"DETROIT PISTONS",3,5,-1,-7,-4,2
"643",777,777,73,73,"2017-03-24","@","ORLANDO MAGIC","L",87,115,34,96,0.354,2,22,0.091,17,20,0.85,12,50,21,3,3,8,17,NA,47,91,0.516,12,26,0.462,9,13,0.692,6,47,36,4,6,10,17,"DETROIT PISTONS",-10,3,8,-15,-3,-2
"644",786,786,82,82,"2017-04-12","@","ORLANDO MAGIC","L",109,113,41,106,0.387,11,36,0.306,16,28,0.571,17,53,20,6,3,8,15,NA,42,87,0.483,13,25,0.52,16,17,0.941,6,51,27,7,6,11,22,"DETROIT PISTONS",-2,2,0,-7,-3,-3
"645",730,730,26,26,"2016-12-11","","PHILADELPHIA 76ERS","L",79,97,32,82,0.39,5,19,0.263,10,14,0.714,10,34,15,15,2,15,18,NA,38,68,0.559,7,17,0.412,14,17,0.824,5,42,24,11,4,20,13,"DETROIT PISTONS",-2,-8,-4,-9,-2,-5
"646",756,756,52,52,"2017-02-06","","PHILADELPHIA 76ERS","W",113,96,46,99,0.465,5,22,0.227,16,17,0.941,19,60,22,8,4,12,19,NA,36,85,0.424,5,28,0.179,19,28,0.679,11,41,19,8,0,13,17,"DETROIT PISTONS",0,19,-3,3,4,-1
"647",766,766,62,62,"2017-03-04","@","PHILADELPHIA 76ERS","W",136,106,54,95,0.568,10,23,0.435,18,21,0.857,10,44,26,11,10,7,9,NA,43,88,0.489,14,34,0.412,6,7,0.857,6,36,30,5,2,19,18,"DETROIT PISTONS",-4,8,12,-4,8,-12
"648",712,712,8,8,"2016-11-09","@","PHOENIX SUNS","L",100,107,32,89,0.36,9,22,0.409,27,32,0.844,9,41,20,11,5,11,24,NA,38,84,0.452,8,22,0.364,23,30,0.767,10,49,20,7,6,17,20,"DETROIT PISTONS",1,-8,4,0,-1,-6
"649",774,774,70,70,"2017-03-19","","PHOENIX SUNS","W",112,95,40,92,0.435,12,25,0.48,20,30,0.667,12,63,26,2,4,12,21,NA,35,99,0.354,6,22,0.273,19,30,0.633,11,47,16,10,4,4,21,"DETROIT PISTONS",6,16,1,10,0,8
"650",743,743,39,39,"2017-01-08","@","PORTLAND TRAIL BLAZERS","W",125,124,54,105,0.514,8,25,0.32,9,12,0.75,6,41,19,14,3,9,16,NA,51,98,0.52,15,35,0.429,7,12,0.583,7,42,36,5,5,16,11,"DETROIT PISTONS",-7,-1,2,-17,-2,-7
"651",764,764,60,60,"2017-02-28","","PORTLAND TRAIL BLAZERS","W",120,113,45,104,0.433,7,25,0.28,23,31,0.742,16,48,23,13,2,7,19,NA,44,84,0.524,10,25,0.4,15,22,0.682,8,50,25,5,5,24,25,"DETROIT PISTONS",-3,-2,8,-2,-3,-17
"652",744,744,40,40,"2017-01-10","@","SACRAMENTO KINGS","L",94,100,36,82,0.439,12,27,0.444,10,16,0.625,8,35,14,12,9,12,24,NA,32,73,0.438,13,23,0.565,23,29,0.793,12,45,21,6,3,16,17,"DETROIT PISTONS",-1,-10,-13,-7,6,-4
"653",750,750,46,46,"2017-01-23","","SACRAMENTO KINGS","L",104,109,41,82,0.5,10,28,0.357,12,17,0.706,6,38,27,8,1,15,21,NA,40,82,0.488,9,21,0.429,20,26,0.769,10,43,25,10,3,14,15,"DETROIT PISTONS",1,-5,-8,2,-2,1
"654",713,713,9,9,"2016-11-11","@","SAN ANTONIO SPURS","L",86,96,32,76,0.421,5,25,0.2,17,21,0.81,9,42,14,2,4,11,14,NA,36,81,0.444,9,20,0.45,15,19,0.789,10,45,24,8,2,8,13,"DETROIT PISTONS",-4,-3,2,-10,2,3
"655",758,758,54,54,"2017-02-10","","SAN ANTONIO SPURS","L",92,103,39,92,0.424,5,17,0.294,9,13,0.692,7,35,22,8,3,10,15,NA,41,82,0.5,9,19,0.474,12,15,0.8,11,52,27,4,5,18,18,"DETROIT PISTONS",-4,-17,-3,-5,-2,-8
"656",705,705,1,1,"2016-10-26","@","TORONTO RAPTORS","L",91,109,35,84,0.417,4,22,0.182,17,22,0.773,8,40,17,8,0,13,24,NA,41,86,0.477,3,18,0.167,24,29,0.828,14,51,17,8,0,11,22,"DETROIT PISTONS",1,-11,-7,0,0,2
"657",759,759,55,55,"2017-02-12","@","TORONTO RAPTORS","W",102,101,36,84,0.429,8,31,0.258,22,29,0.759,11,41,12,8,5,7,18,NA,38,75,0.507,8,16,0.5,17,25,0.68,6,38,18,4,5,9,18,"DETROIT PISTONS",0,3,5,-6,0,-2
"658",773,773,69,69,"2017-03-17","","TORONTO RAPTORS","L",75,87,29,83,0.349,3,20,0.15,14,21,0.667,12,49,14,5,5,12,17,NA,30,78,0.385,9,27,0.333,18,20,0.9,8,53,19,5,2,12,21,"DETROIT PISTONS",-6,-4,-4,-5,3,0
"659",782,782,78,78,"2017-04-05","","TORONTO RAPTORS","L",102,105,42,81,0.519,7,21,0.333,11,18,0.611,12,45,22,5,4,14,21,NA,41,87,0.471,10,30,0.333,13,15,0.867,7,36,29,7,2,11,14,"DETROIT PISTONS",-3,9,-2,-7,2,3
"660",746,746,42,42,"2017-01-13","@","UTAH JAZZ","L",77,110,30,76,0.395,6,17,0.353,11,16,0.688,3,35,15,5,4,13,16,NA,43,80,0.538,16,31,0.516,8,13,0.615,7,47,22,10,6,12,14,"DETROIT PISTONS",-10,-12,3,-7,-2,1
"661",772,772,68,68,"2017-03-15","","UTAH JAZZ","L",83,97,36,86,0.419,3,13,0.231,8,12,0.667,8,39,14,6,4,7,18,NA,36,77,0.468,13,28,0.464,12,16,0.75,6,43,28,6,5,15,15,"DETROIT PISTONS",-10,-4,-4,-14,-1,-8
"662",732,732,28,28,"2016-12-16","@","WASHINGTON WIZARDS","L",108,122,42,86,0.488,10,28,0.357,14,21,0.667,10,40,22,3,1,9,19,NA,44,77,0.571,12,25,0.48,22,27,0.815,3,36,30,6,1,5,23,"DETROIT PISTONS",-2,4,-8,-8,0,4
"663",749,749,45,45,"2017-01-21","","WASHINGTON WIZARDS","W",113,112,43,87,0.494,11,28,0.393,16,22,0.727,13,49,25,9,4,20,27,NA,39,91,0.429,8,26,0.308,26,33,0.788,13,47,23,12,3,11,22,"DETROIT PISTONS",3,2,-10,2,1,9
"664",785,785,81,81,"2017-04-10","","WASHINGTON WIZARDS","L",101,105,43,94,0.457,10,26,0.385,5,5,1,6,36,22,9,2,10,18,NA,42,83,0.506,7,19,0.368,14,16,0.875,9,48,27,8,5,17,13,"DETROIT PISTONS",3,-12,-9,-5,-3,-7
"665",805,805,19,19,"2016-12-01","","HOUSTON ROCKETS","L",127,132,43,104,0.413,12,44,0.273,29,37,0.784,13,54,31,12,7,17,27,NA,48,108,0.444,14,44,0.318,22,30,0.733,15,56,26,11,4,19,28,"GOLDEN STATE WARRIORS",-2,-2,7,5,3,-2
"666",829,829,43,43,"2017-01-20","@","HOUSTON ROCKETS","W",125,108,47,89,0.528,15,38,0.395,16,21,0.762,8,41,30,8,7,14,18,NA,43,96,0.448,7,35,0.2,15,18,0.833,13,41,26,8,3,14,17,"GOLDEN STATE WARRIORS",8,0,1,4,4,0
"667",860,860,74,74,"2017-03-28","@","HOUSTON ROCKETS","W",113,106,45,88,0.511,11,41,0.268,12,16,0.75,8,44,33,9,7,16,29,NA,33,85,0.388,5,31,0.161,35,39,0.897,10,38,20,9,2,14,14,"GOLDEN STATE WARRIORS",6,6,-23,13,5,2
"668",862,862,76,76,"2017-03-31","","HOUSTON ROCKETS","W",107,98,43,95,0.453,11,32,0.344,10,14,0.714,13,43,27,10,14,10,20,NA,34,91,0.374,12,37,0.324,18,23,0.783,18,48,20,6,3,13,12,"GOLDEN STATE WARRIORS",-1,-5,-8,7,11,-3
"669",800,800,14,14,"2016-11-21","@","INDIANA PACERS","W",120,83,40,90,0.444,13,36,0.361,27,32,0.844,12,60,31,9,10,12,17,NA,33,103,0.32,6,23,0.261,11,12,0.917,15,49,13,5,4,11,23,"GOLDEN STATE WARRIORS",7,11,16,18,6,1
"670",807,807,21,21,"2016-12-05","","INDIANA PACERS","W",142,106,54,104,0.519,14,37,0.378,20,26,0.769,16,54,45,12,13,11,22,NA,35,85,0.412,3,15,0.2,33,35,0.943,9,40,20,10,5,14,21,"GOLDEN STATE WARRIORS",11,14,-13,25,8,-3
"671",808,808,22,22,"2016-12-07","@","LOS ANGELES CLIPPERS","W",115,98,42,89,0.472,7,31,0.226,24,29,0.828,12,46,32,11,5,10,24,NA,36,92,0.391,8,26,0.308,18,24,0.75,17,47,15,3,2,13,24,"GOLDEN STATE WARRIORS",-1,-1,6,17,3,-3
"672",833,833,47,47,"2017-01-28","","LOS ANGELES CLIPPERS","W",144,98,57,92,0.62,17,34,0.5,13,16,0.813,9,48,35,9,7,11,17,NA,36,82,0.439,12,28,0.429,14,22,0.636,8,32,24,7,2,14,18,"GOLDEN STATE WARRIORS",5,16,-1,11,5,-3
"673",836,836,50,50,"2017-02-02","@","LOS ANGELES CLIPPERS","W",133,120,52,99,0.525,14,34,0.412,15,18,0.833,15,46,38,10,2,11,26,NA,40,80,0.5,10,25,0.4,30,39,0.769,9,37,24,7,7,15,18,"GOLDEN STATE WARRIORS",4,9,-15,14,-5,-4
"674",843,843,57,57,"2017-02-23","","LOS ANGELES CLIPPERS","W",123,113,43,81,0.531,13,25,0.52,24,26,0.923,10,53,31,11,11,21,27,NA,38,93,0.409,11,28,0.393,26,37,0.703,10,38,23,11,0,14,16,"GOLDEN STATE WARRIORS",2,15,-2,8,11,7
"675",792,792,6,6,"2016-11-04","@","LOS ANGELES LAKERS","L",97,117,39,86,0.453,5,32,0.156,14,20,0.7,9,40,26,13,3,20,13,NA,45,95,0.474,8,30,0.267,19,21,0.905,16,51,26,9,5,16,19,"GOLDEN STATE WARRIORS",-3,-11,-5,0,-2,4
"676",801,801,15,15,"2016-11-23","","LOS ANGELES LAKERS","W",149,106,53,86,0.616,19,36,0.528,24,35,0.686,6,48,47,7,5,10,20,NA,40,93,0.43,8,20,0.4,18,22,0.818,7,37,22,5,1,11,25,"GOLDEN STATE WARRIORS",11,11,6,25,4,-1
"677",802,802,16,16,"2016-11-25","@","LOS ANGELES LAKERS","W",109,85,43,83,0.518,11,28,0.393,12,17,0.706,4,44,31,10,10,17,21,NA,32,90,0.356,5,22,0.227,16,23,0.696,14,45,20,12,3,18,16,"GOLDEN STATE WARRIORS",6,-1,-4,11,7,-1
"678",868,868,82,82,"2017-04-12","","LOS ANGELES LAKERS","W",109,94,41,90,0.456,12,36,0.333,15,22,0.682,14,54,26,14,8,20,17,NA,41,93,0.441,4,17,0.235,8,14,0.571,11,40,23,13,2,18,22,"GOLDEN STATE WARRIORS",8,14,7,3,6,2
"679",810,810,24,24,"2016-12-10","@","MEMPHIS GRIZZLIES","L",89,110,34,77,0.442,9,27,0.333,12,20,0.6,10,42,15,6,8,23,23,NA,38,87,0.437,8,26,0.308,26,29,0.897,11,47,23,10,5,10,19,"GOLDEN STATE WARRIORS",1,-5,-14,-8,3,13
"680",823,823,37,37,"2017-01-06","","MEMPHIS GRIZZLIES","L",119,128,41,83,0.494,8,30,0.267,29,39,0.744,7,44,23,7,5,16,21,NA,50,103,0.485,13,33,0.394,15,19,0.789,14,47,29,13,0,12,28,"GOLDEN STATE WARRIORS",-5,-3,14,-6,5,4
"681",839,839,53,53,"2017-02-10","@","MEMPHIS GRIZZLIES","W",122,107,39,77,0.506,15,33,0.455,29,38,0.763,5,34,31,14,13,12,26,NA,34,87,0.391,9,26,0.346,30,37,0.811,18,47,20,6,4,18,28,"GOLDEN STATE WARRIORS",6,-13,-1,11,9,-6
"682",859,859,73,73,"2017-03-26","","MEMPHIS GRIZZLIES","W",106,94,39,71,0.549,17,31,0.548,11,15,0.733,7,37,30,9,4,18,15,NA,38,85,0.447,8,29,0.276,10,15,0.667,13,37,21,11,0,13,13,"GOLDEN STATE WARRIORS",9,0,1,9,4,5
"683",825,825,39,39,"2017-01-10","","MIAMI HEAT","W",107,95,39,86,0.453,11,27,0.407,18,22,0.818,5,48,28,6,7,11,16,NA,38,90,0.422,6,30,0.2,13,17,0.765,6,46,25,6,4,11,22,"GOLDEN STATE WARRIORS",5,2,5,3,3,0
"684",831,831,45,45,"2017-01-23","@","MIAMI HEAT","L",102,105,41,88,0.466,8,30,0.267,12,20,0.6,7,43,27,9,4,14,20,NA,38,86,0.442,13,30,0.433,16,27,0.593,11,45,20,9,4,13,19,"GOLDEN STATE WARRIORS",-5,-2,-4,7,0,1
"685",799,799,13,13,"2016-11-19","@","MILWAUKEE BUCKS","W",124,121,42,95,0.442,14,38,0.368,26,32,0.813,18,45,30,8,5,12,25,NA,46,89,0.517,10,20,0.5,19,25,0.76,10,41,27,7,1,13,23,"GOLDEN STATE WARRIORS",4,4,7,3,4,-1
"686",855,855,69,69,"2017-03-18","","MILWAUKEE BUCKS","W",117,92,45,75,0.6,12,23,0.522,15,19,0.789,6,44,30,5,6,12,16,NA,36,89,0.404,9,27,0.333,11,14,0.786,12,35,19,8,7,11,17,"GOLDEN STATE WARRIORS",3,9,4,11,-1,1
"687",803,803,17,17,"2016-11-26","","MINNESOTA TIMBERWOLVES","W",115,102,45,81,0.556,11,22,0.5,14,17,0.824,12,45,25,9,8,18,14,NA,41,89,0.461,10,35,0.286,10,12,0.833,8,32,22,8,3,13,15,"GOLDEN STATE WARRIORS",1,13,4,3,5,5
"688",811,811,25,25,"2016-12-11","@","MINNESOTA TIMBERWOLVES","W",116,108,38,83,0.458,13,32,0.406,27,30,0.9,6,37,30,9,4,8,24,NA,36,81,0.444,9,24,0.375,27,36,0.75,16,51,17,3,2,14,21,"GOLDEN STATE WARRIORS",4,-14,0,13,2,-6
"689",851,851,65,65,"2017-03-10","@","MINNESOTA TIMBERWOLVES","L",102,103,41,88,0.466,7,24,0.292,13,17,0.765,12,43,25,9,5,12,21,NA,39,88,0.443,4,14,0.286,21,27,0.778,14,46,21,6,3,11,18,"GOLDEN STATE WARRIORS",3,-3,-8,4,2,1
"690",864,864,78,78,"2017-04-04","","MINNESOTA TIMBERWOLVES","W",121,107,44,84,0.524,14,32,0.438,19,24,0.792,8,40,33,9,7,13,19,NA,41,96,0.427,4,19,0.211,21,26,0.808,19,50,22,9,3,13,19,"GOLDEN STATE WARRIORS",10,-10,-2,11,4,0
"691",788,788,2,2,"2016-10-28","@","NEW ORLEANS PELICANS","W",122,114,44,91,0.484,9,28,0.321,25,28,0.893,9,49,32,8,2,14,22,NA,47,100,0.47,5,22,0.227,15,23,0.652,12,49,29,8,5,13,24,"GOLDEN STATE WARRIORS",4,0,10,3,-3,1
"692",793,793,7,7,"2016-11-07","","NEW ORLEANS PELICANS","W",116,106,45,90,0.5,16,35,0.457,10,12,0.833,10,38,35,14,4,15,17,NA,39,80,0.488,7,21,0.333,21,27,0.778,11,43,26,8,1,19,16,"GOLDEN STATE WARRIORS",9,-5,-11,9,3,-4
"693",812,812,26,26,"2016-12-13","@","NEW ORLEANS PELICANS","W",113,109,42,95,0.442,14,34,0.412,15,19,0.789,9,45,30,6,5,12,12,NA,39,82,0.476,14,35,0.4,17,21,0.81,6,45,26,12,11,17,18,"GOLDEN STATE WARRIORS",0,0,-2,4,-6,-5
"694",866,866,80,80,"2017-04-08","","NEW ORLEANS PELICANS","W",123,101,49,96,0.51,10,33,0.303,15,16,0.938,14,53,37,2,4,9,15,NA,42,86,0.488,5,21,0.238,12,19,0.632,6,34,24,3,1,8,15,"GOLDEN STATE WARRIORS",5,19,3,13,3,1
"695",813,813,27,27,"2016-12-15","","NEW YORK KNICKS","W",103,90,45,96,0.469,9,32,0.281,4,8,0.5,15,57,41,7,10,17,17,NA,38,93,0.409,5,21,0.238,9,19,0.474,14,49,19,10,5,11,10,"GOLDEN STATE WARRIORS",4,8,-5,22,5,6
"696",848,848,62,62,"2017-03-05","@","NEW YORK KNICKS","W",112,105,40,88,0.455,13,35,0.371,19,23,0.826,11,35,21,11,3,8,18,NA,39,83,0.47,7,22,0.318,20,25,0.8,12,47,18,5,6,15,20,"GOLDEN STATE WARRIORS",6,-12,-1,3,-3,-7
"697",791,791,5,5,"2016-11-03","","OKLAHOMA CITY THUNDER","W",122,96,46,89,0.517,14,30,0.467,16,20,0.8,15,46,27,9,14,15,18,NA,35,87,0.402,10,27,0.37,16,28,0.571,13,41,20,8,6,16,20,"GOLDEN STATE WARRIORS",4,5,0,7,8,-1
"698",828,828,42,42,"2017-01-18","","OKLAHOMA CITY THUNDER","W",121,100,46,85,0.541,10,21,0.476,19,27,0.704,11,46,35,11,8,18,16,NA,38,90,0.422,8,28,0.286,16,19,0.842,13,36,23,11,6,18,22,"GOLDEN STATE WARRIORS",2,10,3,12,2,0
"699",840,840,54,54,"2017-02-11","@","OKLAHOMA CITY THUNDER","W",130,114,46,87,0.529,13,31,0.419,25,35,0.714,10,40,28,10,3,11,22,NA,40,83,0.482,6,24,0.25,28,36,0.778,12,43,20,7,8,19,23,"GOLDEN STATE WARRIORS",7,-3,-3,8,-5,-8
"700",856,856,70,70,"2017-03-20","@","OKLAHOMA CITY THUNDER","W",111,95,40,83,0.482,15,33,0.455,16,21,0.762,9,46,28,8,8,16,22,NA,37,87,0.425,4,21,0.19,17,31,0.548,12,40,18,10,2,11,19,"GOLDEN STATE WARRIORS",11,6,-1,10,6,5
"701",830,830,44,44,"2017-01-22","@","ORLANDO MAGIC","W",118,98,42,89,0.472,19,42,0.452,15,19,0.789,13,52,27,8,4,18,15,NA,42,96,0.438,7,28,0.25,7,16,0.438,12,41,25,9,7,12,21,"GOLDEN STATE WARRIORS",12,11,8,2,-3,6
"702",854,854,68,68,"2017-03-16","","ORLANDO MAGIC","W",122,92,50,87,0.575,10,26,0.385,12,23,0.522,7,47,36,14,9,12,18,NA,35,94,0.372,7,27,0.259,15,21,0.714,16,49,15,7,4,19,21,"GOLDEN STATE WARRIORS",3,-2,-3,21,5,-7
"703",845,845,59,59,"2017-02-27","@","PHILADELPHIA 76ERS","W",119,108,40,89,0.449,6,29,0.207,33,39,0.846,16,45,31,14,4,13,18,NA,37,82,0.451,10,34,0.294,24,27,0.889,12,42,24,11,3,22,25,"GOLDEN STATE WARRIORS",-4,3,9,7,1,-9
"704",853,853,67,67,"2017-03-14","","PHILADELPHIA 76ERS","W",106,104,32,88,0.364,14,32,0.438,28,35,0.8,13,43,24,12,11,18,24,NA,39,89,0.438,8,27,0.296,18,27,0.667,13,52,28,10,10,21,26,"GOLDEN STATE WARRIORS",6,-9,10,-4,1,-3
"705",789,789,3,3,"2016-10-30","@","PHOENIX SUNS","W",106,100,35,83,0.422,8,29,0.276,28,33,0.848,7,43,27,6,5,15,23,NA,37,90,0.411,8,23,0.348,18,25,0.72,11,50,19,10,6,11,26,"GOLDEN STATE WARRIORS",0,-7,10,8,-1,4
"706",796,796,10,10,"2016-11-13","","PHOENIX SUNS","W",133,120,45,87,0.517,16,33,0.485,27,31,0.871,8,43,32,8,7,16,20,NA,46,90,0.511,8,24,0.333,20,26,0.769,8,38,27,10,3,13,29,"GOLDEN STATE WARRIORS",8,5,7,5,4,3
"707",806,806,20,20,"2016-12-03","","PHOENIX SUNS","W",138,109,49,78,0.628,14,21,0.667,26,34,0.765,6,38,37,9,5,17,19,NA,41,91,0.451,11,32,0.344,16,21,0.762,14,36,24,8,2,14,29,"GOLDEN STATE WARRIORS",3,2,10,13,3,3
"708",865,865,79,79,"2017-04-05","@","PHOENIX SUNS","W",120,111,45,89,0.506,13,30,0.433,17,24,0.708,7,39,25,13,9,15,19,NA,43,103,0.417,7,27,0.259,18,26,0.692,20,55,26,13,2,16,22,"GOLDEN STATE WARRIORS",6,-16,-1,-1,7,-1
"709",790,790,4,4,"2016-11-01","@","PORTLAND TRAIL BLAZERS","W",127,104,50,89,0.562,10,26,0.385,17,23,0.739,7,45,36,14,4,16,19,NA,37,86,0.43,14,39,0.359,16,21,0.762,6,32,23,12,4,18,17,"GOLDEN STATE WARRIORS",-4,13,1,13,0,-2
"710",814,814,28,28,"2016-12-17","","PORTLAND TRAIL BLAZERS","W",135,90,51,87,0.586,14,28,0.5,19,26,0.731,9,56,36,7,5,15,16,NA,34,86,0.395,8,28,0.286,14,20,0.7,7,31,16,7,4,11,19,"GOLDEN STATE WARRIORS",6,25,5,20,1,4
"711",822,822,36,36,"2017-01-04","","PORTLAND TRAIL BLAZERS","W",125,117,44,87,0.506,13,36,0.361,24,29,0.828,8,39,31,14,9,15,20,NA,40,89,0.449,12,26,0.462,25,28,0.893,11,44,23,8,5,17,26,"GOLDEN STATE WARRIORS",1,-5,-1,8,4,-2
"712",834,834,48,48,"2017-01-29","@","PORTLAND TRAIL BLAZERS","W",113,111,36,79,0.456,8,26,0.308,33,39,0.846,8,39,28,13,6,18,18,NA,46,93,0.495,10,27,0.37,9,12,0.75,9,42,26,11,2,18,24,"GOLDEN STATE WARRIORS",-2,-3,24,2,4,0
"713",869,869,1,1,"2017-04-16","","PORTLAND TRAIL BLAZERS","W",121,109,43,81,0.531,11,27,0.407,24,28,0.857,9,45,26,7,10,16,24,NA,40,93,0.43,11,30,0.367,18,22,0.818,11,38,15,8,3,14,25,"GOLDEN STATE WARRIORS",0,7,6,11,7,2
"714",870,870,2,2,"2017-04-19","","PORTLAND TRAIL BLAZERS","W",110,81,40,91,0.44,10,32,0.313,20,24,0.833,11,54,31,8,11,17,17,NA,30,90,0.333,7,34,0.206,14,19,0.737,11,47,17,9,7,18,19,"GOLDEN STATE WARRIORS",3,7,6,14,4,-1
"715",871,871,3,3,"2017-04-22","@","PORTLAND TRAIL BLAZERS","W",119,113,40,91,0.44,12,36,0.333,27,35,0.771,6,42,25,11,11,7,19,NA,39,90,0.433,13,33,0.394,22,27,0.815,11,52,17,5,6,16,23,"GOLDEN STATE WARRIORS",-1,-10,5,8,5,-9
"716",872,872,4,4,"2017-04-24","@","PORTLAND TRAIL BLAZERS","W",128,103,46,86,0.535,17,29,0.586,19,27,0.704,6,45,27,7,9,10,15,NA,33,85,0.388,13,39,0.333,24,29,0.828,7,39,14,7,3,11,20,"GOLDEN STATE WARRIORS",4,6,-5,13,6,-1
"717",824,824,38,38,"2017-01-08","@","SACRAMENTO KINGS","W",117,106,45,89,0.506,10,29,0.345,17,20,0.85,13,46,33,11,6,17,22,NA,36,74,0.486,11,28,0.393,23,29,0.793,1,31,21,13,5,18,17,"GOLDEN STATE WARRIORS",-1,15,-6,12,1,-1
"718",837,837,51,51,"2017-02-04","@","SACRAMENTO KINGS","L",106,109,36,87,0.414,15,44,0.341,19,24,0.792,7,40,22,10,10,17,17,NA,43,88,0.489,7,23,0.304,16,19,0.842,8,46,25,11,4,16,18,"GOLDEN STATE WARRIORS",8,-6,3,-3,6,1
"719",842,842,56,56,"2017-02-15","","SACRAMENTO KINGS","W",109,86,41,84,0.488,13,36,0.361,14,21,0.667,6,46,32,10,10,8,16,NA,33,89,0.371,7,24,0.292,13,17,0.765,12,50,23,4,6,18,17,"GOLDEN STATE WARRIORS",6,-4,1,9,4,-10
"720",858,858,72,72,"2017-03-24","","SACRAMENTO KINGS","W",114,100,44,89,0.494,10,31,0.323,16,18,0.889,13,44,37,14,8,12,15,NA,40,83,0.482,10,21,0.476,10,13,0.769,6,37,27,7,4,19,16,"GOLDEN STATE WARRIORS",0,7,6,10,4,-7
"721",787,787,1,1,"2016-10-25","","SAN ANTONIO SPURS","L",100,129,40,85,0.471,7,33,0.212,13,18,0.722,8,35,24,11,6,16,19,NA,47,98,0.48,12,24,0.5,23,26,0.885,21,55,25,13,3,13,19,"GOLDEN STATE WARRIORS",-5,-20,-10,-1,3,3
"722",852,852,66,66,"2017-03-11","@","SAN ANTONIO SPURS","L",85,107,33,92,0.359,5,17,0.294,14,23,0.609,20,49,19,10,4,15,16,NA,40,77,0.519,12,27,0.444,15,18,0.833,7,46,27,6,7,18,18,"GOLDEN STATE WARRIORS",-7,3,-1,-8,-3,-3
