"","X.3","X.2","Rk","G","Date","X","Opp","W.L","Tm","Opp.1","TeamFG","TeamFGA","TeamFG.","Team3P","Team3PA","Team3P.","TeamFT","TeamFTA","TeamFT.","TeamORB","TeamTRB","TeamAST","TeamSTL","TeamBLK","TeamTOV","TeamPF","X.1","OppoFG","OppoFGA","OppoFG.","Oppo3P","Oppo3PA","Oppo3P.","OppoFT","OppoFTA","OppoFT.","OppoORB","OppoTRB","OppoAST","OppoSTL","OppoBLK","OppoTOV","OppoPF","Tm1","TPdiff","TRBdiff","FTdiff","ASTdiff","BLKdiff","TOVdiff"
"221",191,191,3,3,"2016-10-29","@","MILWAUKEE BUCKS","L",108,110,37,84,0.44,11,34,0.324,23,28,0.821,11,45,23,12,6,18,22,NA,41,88,0.466,8,22,0.364,20,24,0.833,8,44,25,14,5,14,23,"BROOKLYN NETS",3,1,3,-2,1,4
"222",206,206,18,18,"2016-12-01","","MILWAUKEE BUCKS","L",93,111,34,89,0.382,12,40,0.3,13,16,0.813,12,40,20,9,9,17,22,NA,36,80,0.45,15,34,0.441,24,29,0.828,14,48,23,8,10,18,18,"BROOKLYN NETS",-3,-8,-11,-3,-1,-1
"223",207,207,19,19,"2016-12-03","@","MILWAUKEE BUCKS","L",103,112,34,91,0.374,11,41,0.268,24,33,0.727,10,46,21,6,5,14,26,NA,40,85,0.471,6,24,0.25,26,36,0.722,7,46,25,9,10,11,24,"BROOKLYN NETS",5,0,-2,-4,-5,3
"224",244,244,56,56,"2017-02-15","","MILWAUKEE BUCKS","L",125,129,46,88,0.523,14,36,0.389,19,23,0.826,9,42,30,7,8,17,21,NA,50,88,0.568,7,15,0.467,22,32,0.688,7,39,27,16,3,10,19,"BROOKLYN NETS",7,3,-3,3,5,7
"225",195,195,7,7,"2016-11-08","","MINNESOTA TIMBERWOLVES","W",119,110,42,76,0.553,12,33,0.364,23,26,0.885,5,43,20,5,5,20,19,NA,39,92,0.424,12,28,0.429,20,28,0.714,15,41,20,11,3,16,21,"BROOKLYN NETS",0,2,3,0,2,4
"226",235,235,47,47,"2017-01-28","@","MINNESOTA TIMBERWOLVES","L",109,129,41,85,0.482,7,21,0.333,20,25,0.8,5,40,20,6,6,14,18,NA,47,93,0.505,9,20,0.45,26,32,0.813,13,49,27,8,8,11,21,"BROOKLYN NETS",-2,-9,-6,-7,-2,3
"227",226,226,38,38,"2017-01-12","","NEW ORLEANS PELICANS","L",95,104,40,97,0.412,9,42,0.214,6,11,0.545,7,50,22,10,6,16,20,NA,38,90,0.422,11,32,0.344,17,25,0.68,9,50,16,12,4,16,16,"BROOKLYN NETS",-2,0,-11,6,2,0
"228",230,230,42,42,"2017-01-20","@","NEW ORLEANS PELICANS","W",143,114,48,83,0.578,15,30,0.5,32,35,0.914,9,52,24,5,6,16,20,NA,43,105,0.41,11,34,0.324,17,23,0.739,18,47,21,8,8,9,24,"BROOKLYN NETS",4,5,15,3,-2,7
"229",196,196,8,8,"2016-11-09","@","NEW YORK KNICKS","L",96,110,33,79,0.418,11,33,0.333,19,27,0.704,7,40,19,9,4,18,20,NA,44,92,0.478,10,30,0.333,12,17,0.706,9,50,25,11,5,14,21,"BROOKLYN NETS",1,-10,7,-6,-1,4
"230",237,237,49,49,"2017-02-01","","NEW YORK KNICKS","L",90,95,37,88,0.42,5,25,0.2,11,16,0.688,12,49,17,4,7,20,24,NA,35,99,0.354,6,27,0.222,19,31,0.613,21,58,23,16,7,13,18,"BROOKLYN NETS",-1,-9,-8,-6,0,7
"231",253,253,65,65,"2017-03-12","","NEW YORK KNICKS","W",120,112,40,87,0.46,19,38,0.5,21,29,0.724,13,55,23,7,3,12,23,NA,39,94,0.415,8,23,0.348,26,32,0.813,11,43,22,5,8,9,20,"BROOKLYN NETS",11,12,-5,1,-5,3
"232",255,255,67,67,"2017-03-16","@","NEW YORK KNICKS","W",121,110,41,86,0.477,10,32,0.313,29,35,0.829,13,51,19,5,2,13,23,NA,41,88,0.466,3,18,0.167,25,26,0.962,5,34,20,6,4,7,26,"BROOKLYN NETS",7,17,4,-1,-2,6
"233",200,200,12,12,"2016-11-18","@","OKLAHOMA CITY THUNDER","L",105,124,35,83,0.422,11,29,0.379,24,30,0.8,7,30,19,6,2,16,19,NA,49,89,0.551,7,26,0.269,19,24,0.792,10,46,23,9,5,16,24,"BROOKLYN NETS",4,-16,5,-4,-3,0
"234",254,254,66,66,"2017-03-14","","OKLAHOMA CITY THUNDER","L",104,122,33,71,0.465,12,24,0.5,26,30,0.867,4,32,20,6,6,18,23,NA,44,89,0.494,10,22,0.455,24,34,0.706,13,44,30,13,6,13,27,"BROOKLYN NETS",2,-12,2,-10,0,5
"235",213,213,25,25,"2016-12-16","@","ORLANDO MAGIC","L",111,118,39,83,0.47,11,27,0.407,22,26,0.846,6,45,21,5,6,17,32,NA,39,97,0.402,7,29,0.241,33,42,0.786,13,49,22,8,11,7,17,"BROOKLYN NETS",4,-4,-11,-1,-5,10
"236",264,264,76,76,"2017-04-01","","ORLANDO MAGIC","W",121,111,50,94,0.532,8,31,0.258,13,16,0.813,9,44,26,8,5,11,15,NA,45,91,0.495,10,25,0.4,11,15,0.733,11,42,26,9,2,14,15,"BROOKLYN NETS",-2,2,2,0,3,-3
"237",267,267,79,79,"2017-04-06","@","ORLANDO MAGIC","L",107,115,40,87,0.46,11,30,0.367,16,22,0.727,7,39,21,7,6,14,19,NA,42,90,0.467,9,25,0.36,22,26,0.846,9,48,24,9,6,13,20,"BROOKLYN NETS",2,-9,-6,-3,0,1
"238",214,214,26,26,"2016-12-18","@","PHILADELPHIA 76ERS","L",107,108,36,81,0.444,12,34,0.353,23,31,0.742,7,43,26,8,5,16,20,NA,38,88,0.432,12,28,0.429,20,23,0.87,13,47,23,5,5,17,18,"BROOKLYN NETS",0,-4,3,3,0,-1
"239",224,224,36,36,"2017-01-08","","PHILADELPHIA 76ERS","L",95,105,36,78,0.462,10,27,0.37,13,17,0.765,4,40,21,6,8,22,23,NA,37,94,0.394,8,27,0.296,23,27,0.852,6,46,19,11,5,13,17,"BROOKLYN NETS",2,-6,-10,2,3,9
"240",262,262,74,74,"2017-03-28","","PHILADELPHIA 76ERS","L",101,106,38,94,0.404,9,32,0.281,16,24,0.667,13,50,22,11,5,13,19,NA,39,91,0.429,10,33,0.303,18,21,0.857,12,53,21,7,9,16,23,"BROOKLYN NETS",-1,-3,-2,1,-4,-3
"241",266,266,78,78,"2017-04-04","@","PHILADELPHIA 76ERS","W",141,118,48,75,0.64,16,31,0.516,29,33,0.879,1,36,36,9,5,17,18,NA,43,97,0.443,12,38,0.316,20,27,0.741,14,36,32,7,4,11,22,"BROOKLYN NETS",4,0,9,4,1,6
"242",197,197,9,9,"2016-11-12","@","PHOENIX SUNS","W",122,104,40,84,0.476,16,37,0.432,26,30,0.867,6,55,22,6,10,17,19,NA,40,107,0.374,8,33,0.242,16,21,0.762,17,55,23,9,3,12,20,"BROOKLYN NETS",8,0,10,-1,7,5
"243",259,259,71,71,"2017-03-23","","PHOENIX SUNS","W",126,98,43,95,0.453,8,29,0.276,32,42,0.762,17,61,25,11,5,17,26,NA,34,93,0.366,7,25,0.28,23,34,0.676,15,50,16,14,3,19,30,"BROOKLYN NETS",1,11,9,9,2,-2
"244",201,201,13,13,"2016-11-20","","PORTLAND TRAIL BLAZERS","L",109,129,37,93,0.398,10,35,0.286,25,31,0.806,11,36,22,5,3,9,20,NA,49,85,0.576,15,36,0.417,16,21,0.762,8,50,23,4,7,15,30,"BROOKLYN NETS",-5,-14,9,-1,-4,-6
"245",249,249,61,61,"2017-03-04","@","PORTLAND TRAIL BLAZERS","L",116,130,45,86,0.523,14,30,0.467,12,17,0.706,8,31,24,7,6,13,22,NA,49,86,0.57,16,25,0.64,16,22,0.727,6,37,29,9,6,12,13,"BROOKLYN NETS",-2,-6,-4,-5,0,1
"246",204,204,16,16,"2016-11-27","","SACRAMENTO KINGS","L",105,122,38,87,0.437,16,40,0.4,13,14,0.929,9,42,19,7,1,15,21,NA,46,86,0.535,13,23,0.565,17,22,0.773,9,45,24,11,3,13,12,"BROOKLYN NETS",3,-3,-4,-5,-2,2
"247",247,247,59,59,"2017-03-01","@","SACRAMENTO KINGS","W",109,100,34,74,0.459,11,28,0.393,30,36,0.833,10,43,16,8,2,18,25,NA,35,81,0.432,11,22,0.5,19,22,0.864,10,38,12,8,3,15,28,"BROOKLYN NETS",0,5,11,4,-1,3
"248",210,210,22,22,"2016-12-10","@","SAN ANTONIO SPURS","L",101,130,36,87,0.414,7,27,0.259,22,25,0.88,11,47,21,6,2,16,16,NA,50,94,0.532,14,26,0.538,16,18,0.889,8,49,38,11,7,10,18,"BROOKLYN NETS",-7,-2,6,-17,-5,6
"249",232,232,44,44,"2017-01-23","","SAN ANTONIO SPURS","L",86,112,32,81,0.395,5,25,0.2,17,18,0.944,5,38,14,2,5,16,18,NA,45,95,0.474,9,22,0.409,13,16,0.813,13,50,22,7,5,8,17,"BROOKLYN NETS",-4,-12,4,-8,0,8
"250",215,215,27,27,"2016-12-20","@","TORONTO RAPTORS","L",104,116,36,91,0.396,10,35,0.286,22,28,0.786,14,52,20,9,5,16,23,NA,42,91,0.462,8,18,0.444,24,31,0.774,12,48,19,13,9,13,21,"BROOKLYN NETS",2,4,-2,1,-4,3
"251",227,227,39,39,"2017-01-13","@","TORONTO RAPTORS","L",113,132,40,86,0.465,17,36,0.472,16,20,0.8,4,35,26,5,1,11,16,NA,52,97,0.536,11,28,0.393,17,21,0.81,13,49,21,7,9,8,17,"BROOKLYN NETS",6,-14,-1,5,-8,3
"252",229,229,41,41,"2017-01-17","","TORONTO RAPTORS","L",109,119,40,89,0.449,7,26,0.269,22,24,0.917,11,41,20,7,6,13,19,NA,48,92,0.522,10,19,0.526,13,16,0.813,10,44,18,8,6,9,19,"BROOKLYN NETS",-3,-3,9,2,0,4
"253",239,239,51,51,"2017-02-05","","TORONTO RAPTORS","L",95,103,32,76,0.421,13,34,0.382,18,21,0.857,7,42,19,8,7,21,19,NA,40,87,0.46,5,19,0.263,18,20,0.9,8,45,21,8,4,11,18,"BROOKLYN NETS",8,-3,0,-2,3,10
"254",221,221,33,33,"2017-01-02","","UTAH JAZZ","L",89,101,33,78,0.423,6,27,0.222,17,23,0.739,8,44,13,5,5,15,20,NA,39,93,0.419,7,24,0.292,16,20,0.8,12,46,11,9,5,9,19,"BROOKLYN NETS",-1,-2,1,2,0,6
"255",248,248,60,60,"2017-03-03","@","UTAH JAZZ","L",97,112,36,89,0.404,7,30,0.233,18,24,0.75,9,42,12,6,3,12,24,NA,38,74,0.514,12,26,0.462,24,34,0.706,5,45,25,7,5,13,25,"BROOKLYN NETS",-5,-3,-6,-13,-2,-1
"256",208,208,20,20,"2016-12-05","","WASHINGTON WIZARDS","L",113,118,40,81,0.494,11,27,0.407,22,30,0.733,13,50,25,5,3,21,15,NA,45,92,0.489,14,34,0.412,14,18,0.778,8,35,26,17,5,10,22,"BROOKLYN NETS",-3,15,8,-1,-2,11
"257",220,220,32,32,"2016-12-30","@","WASHINGTON WIZARDS","L",95,118,32,74,0.432,10,25,0.4,21,25,0.84,6,32,18,9,0,21,16,NA,47,83,0.566,11,22,0.5,13,14,0.929,8,44,28,12,7,19,21,"BROOKLYN NETS",-1,-12,8,-10,-7,2
"258",241,241,53,53,"2017-02-08","","WASHINGTON WIZARDS","L",110,114,38,91,0.418,9,33,0.273,25,36,0.694,15,55,20,6,5,16,24,NA,40,97,0.412,9,25,0.36,25,33,0.758,17,54,21,9,5,12,26,"BROOKLYN NETS",0,1,0,-1,0,4
"259",260,260,72,72,"2017-03-24","@","WASHINGTON WIZARDS","L",108,129,43,82,0.524,3,15,0.2,19,26,0.731,6,38,24,5,4,14,22,NA,49,97,0.505,10,26,0.385,21,22,0.955,11,46,29,9,5,10,19,"BROOKLYN NETS",-7,-8,-2,-5,-1,4
"260",300,300,30,30,"2016-12-23","","CHICAGO BULLS","W",103,91,37,84,0.44,5,18,0.278,24,28,0.857,12,48,25,6,13,10,8,NA,38,96,0.396,7,22,0.318,8,10,0.8,17,52,20,5,6,9,20,"CHARLOTTE HORNETS",-2,-4,16,5,7,1
"261",305,305,35,35,"2017-01-02","@","CHICAGO BULLS","L",111,118,41,83,0.494,9,19,0.474,20,22,0.909,7,34,24,7,3,14,19,NA,42,90,0.467,7,23,0.304,27,29,0.931,15,45,23,10,9,10,17,"CHARLOTTE HORNETS",2,-11,-7,1,-6,4
"262",337,337,67,67,"2017-03-13","","CHICAGO BULLS","L",109,115,43,93,0.462,7,29,0.241,16,19,0.842,11,44,25,4,3,6,18,NA,41,92,0.446,14,40,0.35,19,22,0.864,12,50,29,6,5,10,20,"CHARLOTTE HORNETS",-7,-6,-3,-4,-2,-4
"263",279,279,9,9,"2016-11-13","@","CLEVELAND CAVALIERS","L",93,100,36,95,0.379,11,29,0.379,10,12,0.833,10,45,23,7,3,5,19,NA,39,92,0.424,14,38,0.368,8,15,0.533,12,53,25,3,8,9,13,"CHARLOTTE HORNETS",-3,-8,2,-2,-5,-4
"264",294,294,24,24,"2016-12-10","@","CLEVELAND CAVALIERS","L",105,116,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24,NA,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,"CHARLOTTE HORNETS",-3,-1,-2,-1,-2,-3
"265",304,304,34,34,"2016-12-31","","CLEVELAND CAVALIERS","L",109,121,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19,NA,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17,"CHARLOTTE HORNETS",-5,4,-1,7,6,5
"266",342,342,72,72,"2017-03-24","","CLEVELAND CAVALIERS","L",105,112,38,90,0.422,10,38,0.263,19,24,0.792,14,42,18,6,4,9,17,NA,41,74,0.554,9,25,0.36,21,24,0.875,3,38,26,6,5,12,22,"CHARLOTTE HORNETS",1,4,-2,-8,-1,-3
"267",289,289,19,19,"2016-12-01","","DALLAS MAVERICKS","W",97,87,35,74,0.473,5,18,0.278,22,31,0.71,4,39,24,5,6,10,18,NA,32,86,0.372,9,31,0.29,14,18,0.778,9,41,18,6,2,11,25,"CHARLOTTE HORNETS",-4,-2,8,6,4,-1
"268",291,291,21,21,"2016-12-05","@","DALLAS MAVERICKS","W",109,101,40,79,0.506,3,18,0.167,26,28,0.929,9,53,21,2,5,12,19,NA,37,89,0.416,13,36,0.361,14,18,0.778,9,35,23,4,2,7,19,"CHARLOTTE HORNETS",-10,18,12,-2,3,5
"269",332,332,62,62,"2017-03-04","@","DENVER NUGGETS","W",112,102,41,90,0.456,16,27,0.593,14,17,0.824,13,43,25,8,6,5,18,NA,36,80,0.45,9,30,0.3,21,25,0.84,11,45,21,5,3,13,20,"CHARLOTTE HORNETS",7,-2,-7,4,3,-8
"270",346,346,76,76,"2017-03-31","","DENVER NUGGETS","W",122,114,40,86,0.465,17,36,0.472,25,30,0.833,10,43,26,10,11,6,17,NA,45,90,0.5,16,33,0.485,8,11,0.727,10,49,32,4,1,13,19,"CHARLOTTE HORNETS",1,-6,17,-6,10,-7
"271",288,288,18,18,"2016-11-29","","DETROIT PISTONS","L",89,112,31,78,0.397,9,27,0.333,18,21,0.857,5,40,21,7,5,13,16,NA,45,92,0.489,12,28,0.429,10,11,0.909,9,44,21,7,4,11,19,"CHARLOTTE HORNETS",-3,-4,8,0,1,2
"272",292,292,22,22,"2016-12-07","","DETROIT PISTONS","W",87,77,30,88,0.341,6,21,0.286,21,29,0.724,5,51,13,7,2,5,11,NA,34,89,0.382,4,27,0.148,5,8,0.625,7,57,21,3,8,12,18,"CHARLOTTE HORNETS",2,-6,16,-8,-6,-7
"273",307,307,37,37,"2017-01-05","@","DETROIT PISTONS","L",114,115,37,91,0.407,10,26,0.385,30,34,0.882,8,49,20,4,5,5,23,NA,39,97,0.402,10,28,0.357,27,32,0.844,16,56,24,2,6,7,23,"CHARLOTTE HORNETS",0,-7,3,-4,-1,-2
"274",327,327,57,57,"2017-02-23","@","DETROIT PISTONS","L",108,114,38,92,0.413,7,30,0.233,25,26,0.962,5,50,19,5,7,7,15,NA,44,107,0.411,15,37,0.405,11,12,0.917,10,57,29,5,2,8,17,"CHARLOTTE HORNETS",-8,-7,14,-10,5,-1
"275",316,316,46,46,"2017-01-25","","GOLDEN STATE WARRIORS","L",103,113,38,92,0.413,7,23,0.304,20,21,0.952,12,43,26,6,6,14,18,NA,39,82,0.476,11,28,0.393,24,27,0.889,5,41,23,7,14,12,19,"CHARLOTTE HORNETS",-4,2,-4,3,-8,2
"276",320,320,50,50,"2017-02-01","@","GOLDEN STATE WARRIORS","L",111,126,39,88,0.443,9,31,0.29,24,26,0.923,6,45,33,4,3,10,14,NA,47,96,0.49,21,48,0.438,11,14,0.786,9,47,35,9,13,10,18,"CHARLOTTE HORNETS",-12,-2,13,-2,-10,0
"277",309,309,39,39,"2017-01-10","@","HOUSTON ROCKETS","L",114,121,44,92,0.478,19,43,0.442,7,9,0.778,5,43,30,3,4,11,21,NA,40,82,0.488,17,39,0.436,24,33,0.727,6,44,25,8,5,10,17,"CHARLOTTE HORNETS",2,-1,-17,5,-1,1
"278",323,323,53,53,"2017-02-09","","HOUSTON ROCKETS","L",95,107,37,85,0.435,8,26,0.308,13,14,0.929,10,47,26,8,5,21,17,NA,39,87,0.448,13,40,0.325,16,20,0.8,9,42,22,13,5,17,19,"CHARLOTTE HORNETS",-5,5,-3,4,0,4
"279",276,276,6,6,"2016-11-07","","INDIANA PACERS","W",122,100,41,84,0.488,12,32,0.375,28,32,0.875,3,43,30,12,4,11,15,NA,40,94,0.426,9,33,0.273,11,15,0.733,12,52,23,8,4,18,25,"CHARLOTTE HORNETS",3,-9,17,7,0,-7
"280",295,295,25,25,"2016-12-12","@","INDIANA PACERS","L",94,110,28,84,0.333,10,26,0.385,28,32,0.875,9,46,16,8,4,13,15,NA,43,88,0.489,17,36,0.472,7,10,0.7,5,42,24,4,11,11,21,"CHARLOTTE HORNETS",-7,4,21,-8,-7,2
"281",333,333,63,63,"2017-03-06","","INDIANA PACERS","W",100,88,35,86,0.407,11,31,0.355,19,21,0.905,13,50,21,10,2,10,8,NA,37,81,0.457,12,30,0.4,2,3,0.667,6,41,29,3,5,15,17,"CHARLOTTE HORNETS",-1,9,17,-8,-3,-5
"282",338,338,68,68,"2017-03-15","@","INDIANA PACERS","L",77,98,32,80,0.4,3,23,0.13,10,13,0.769,3,30,15,9,4,10,13,NA,39,73,0.534,12,28,0.429,8,9,0.889,3,42,26,8,6,14,15,"CHARLOTTE HORNETS",-9,-12,2,-11,-2,-4
"283",324,324,54,54,"2017-02-11","","LOS ANGELES CLIPPERS","L",102,107,37,85,0.435,13,37,0.351,15,20,0.75,8,40,24,6,4,8,20,NA,40,85,0.471,14,34,0.412,13,20,0.65,10,50,26,3,6,13,21,"CHARLOTTE HORNETS",-1,-10,2,-2,-2,-5
"284",329,329,59,59,"2017-02-26","@","LOS ANGELES CLIPPERS","L",121,124,38,80,0.475,18,40,0.45,27,30,0.9,5,43,16,1,1,16,32,NA,45,97,0.464,10,32,0.313,24,34,0.706,15,47,27,14,3,9,25,"CHARLOTTE HORNETS",8,-4,3,-11,-2,7
"285",299,299,29,29,"2016-12-20","","LOS ANGELES LAKERS","W",117,113,43,94,0.457,11,25,0.44,20,24,0.833,16,44,30,5,2,10,13,NA,44,90,0.489,16,33,0.485,9,11,0.818,10,40,29,5,12,12,20,"CHARLOTTE HORNETS",-5,4,11,1,-10,-2
"286",330,330,60,60,"2017-02-28","@","LOS ANGELES LAKERS","W",109,104,38,85,0.447,16,39,0.41,17,24,0.708,11,45,25,3,5,12,11,NA,41,84,0.488,12,32,0.375,10,13,0.769,6,39,22,9,5,14,23,"CHARLOTTE HORNETS",4,6,7,3,0,-2
"287",283,283,13,13,"2016-11-21","","MEMPHIS GRIZZLIES","L",90,105,30,73,0.411,9,31,0.29,21,33,0.636,8,39,20,6,9,10,13,NA,40,84,0.476,12,26,0.462,13,17,0.765,6,40,24,7,8,10,24,"CHARLOTTE HORNETS",-3,-1,8,-4,1,0
"288",287,287,17,17,"2016-11-28","@","MEMPHIS GRIZZLIES","W",104,85,36,82,0.439,9,26,0.346,23,31,0.742,9,47,24,3,4,13,14,NA,36,89,0.404,7,29,0.241,6,13,0.462,8,42,21,10,4,12,25,"CHARLOTTE HORNETS",2,5,17,3,0,1
"289",272,272,2,2,"2016-10-28","@","MIAMI HEAT","W",97,91,35,92,0.38,7,22,0.318,20,24,0.833,13,49,20,10,9,8,20,NA,32,86,0.372,14,34,0.412,13,20,0.65,11,52,19,2,4,19,23,"CHARLOTTE HORNETS",-7,-3,7,1,5,-11
"290",303,303,33,33,"2016-12-29","","MIAMI HEAT","W",91,82,36,93,0.387,5,26,0.192,14,18,0.778,11,54,18,9,8,8,11,NA,33,82,0.402,10,28,0.357,6,13,0.462,4,46,26,6,10,16,19,"CHARLOTTE HORNETS",-5,8,8,-8,-2,-8
"291",334,334,64,64,"2017-03-08","@","MIAMI HEAT","L",101,108,37,80,0.463,7,21,0.333,20,21,0.952,6,39,14,7,8,12,17,NA,37,85,0.435,17,41,0.415,17,24,0.708,13,46,22,8,7,12,18,"CHARLOTTE HORNETS",-10,-7,3,-8,1,0
"292",349,349,79,79,"2017-04-05","","MIAMI HEAT","L",99,112,35,78,0.449,8,25,0.32,21,24,0.875,4,36,19,2,7,6,15,NA,40,84,0.476,21,40,0.525,11,12,0.917,7,40,23,5,7,6,16,"CHARLOTTE HORNETS",-13,-4,10,-4,0,0
"293",271,271,1,1,"2016-10-26","@","MILWAUKEE BUCKS","W",107,96,40,89,0.449,7,23,0.304,20,24,0.833,11,51,27,5,10,10,22,NA,39,92,0.424,3,16,0.188,15,20,0.75,10,46,23,4,5,8,22,"CHARLOTTE HORNETS",4,5,5,4,5,2
"294",344,344,74,74,"2017-03-28","","MILWAUKEE BUCKS","L",108,118,39,80,0.488,7,28,0.25,23,29,0.793,5,31,25,7,1,2,12,NA,46,74,0.622,14,30,0.467,12,17,0.706,3,42,31,1,3,14,26,"CHARLOTTE HORNETS",-7,-11,11,-6,-2,-12
"295",351,351,81,81,"2017-04-10","@","MILWAUKEE BUCKS","L",79,89,33,81,0.407,5,18,0.278,8,13,0.615,7,39,21,11,5,9,10,NA,35,78,0.449,16,27,0.593,3,5,0.6,8,46,28,4,3,16,14,"CHARLOTTE HORNETS",-11,-7,5,-7,2,-7
"296",280,280,10,10,"2016-11-15","@","MINNESOTA TIMBERWOLVES","W",115,108,43,80,0.538,11,24,0.458,18,22,0.818,4,37,25,10,6,13,17,NA,38,89,0.427,15,35,0.429,17,21,0.81,14,43,25,4,5,18,19,"CHARLOTTE HORNETS",-4,-6,1,0,1,-5
"297",290,290,20,20,"2016-12-03","","MINNESOTA TIMBERWOLVES","L",120,125,44,101,0.436,14,36,0.389,18,26,0.692,13,50,30,6,8,14,16,NA,48,106,0.453,10,27,0.37,19,22,0.864,14,51,32,10,10,10,19,"CHARLOTTE HORNETS",4,-1,-1,-2,-2,4
"298",282,282,12,12,"2016-11-19","@","NEW ORLEANS PELICANS","L",116,121,40,97,0.412,15,43,0.349,21,28,0.75,8,52,29,7,5,14,21,NA,43,98,0.439,14,36,0.389,21,25,0.84,10,53,27,9,6,11,23,"CHARLOTTE HORNETS",1,-1,0,2,-1,3
"299",336,336,66,66,"2017-03-11","","NEW ORLEANS PELICANS","L",122,125,46,102,0.451,13,46,0.283,17,20,0.85,11,50,32,5,1,9,14,NA,50,99,0.505,14,34,0.412,11,16,0.688,9,47,33,4,4,10,16,"CHARLOTTE HORNETS",-1,3,6,-1,-3,-1
"300",285,285,15,15,"2016-11-25","@","NEW YORK KNICKS","L",111,113,43,93,0.462,8,29,0.276,17,27,0.63,10,46,25,6,4,13,14,NA,45,97,0.464,11,28,0.393,12,13,0.923,13,55,26,9,8,16,21,"CHARLOTTE HORNETS",-3,-9,5,-1,-4,-3
"301",286,286,16,16,"2016-11-26","","NEW YORK KNICKS","W",107,102,35,80,0.438,8,22,0.364,29,42,0.69,10,52,16,3,9,10,14,NA,37,99,0.374,12,32,0.375,16,20,0.8,11,47,26,9,6,8,27,"CHARLOTTE HORNETS",-4,5,13,-10,3,2
"302",317,317,47,47,"2017-01-27","@","NEW YORK KNICKS","L",107,110,40,90,0.444,13,37,0.351,14,15,0.933,9,47,18,5,4,13,16,NA,46,96,0.479,9,27,0.333,9,13,0.692,11,48,22,8,9,10,18,"CHARLOTTE HORNETS",4,-1,5,-4,-5,3
"303",306,306,36,36,"2017-01-04","","OKLAHOMA CITY THUNDER","W",123,112,37,80,0.463,9,24,0.375,40,49,0.816,10,43,25,8,10,11,21,NA,42,96,0.438,9,30,0.3,19,23,0.826,14,51,22,6,3,14,31,"CHARLOTTE HORNETS",0,-8,21,3,7,-3
"304",347,347,77,77,"2017-04-02","@","OKLAHOMA CITY THUNDER","W",113,101,37,77,0.481,11,30,0.367,28,32,0.875,3,37,20,18,5,16,13,NA,39,84,0.464,12,31,0.387,11,12,0.917,7,42,19,10,5,24,20,"CHARLOTTE HORNETS",-1,-5,17,1,0,-8
"305",293,293,23,23,"2016-12-09","","ORLANDO MAGIC","W",109,88,41,85,0.482,9,22,0.409,18,23,0.783,13,59,23,4,5,12,13,NA,34,91,0.374,9,34,0.265,11,14,0.786,9,40,22,6,2,8,17,"CHARLOTTE HORNETS",0,19,7,1,3,4
"306",302,302,32,32,"2016-12-28","@","ORLANDO MAGIC","W",120,101,46,84,0.548,10,24,0.417,18,19,0.947,10,46,25,7,3,13,13,NA,42,86,0.488,9,34,0.265,8,10,0.8,9,33,25,7,7,13,15,"CHARLOTTE HORNETS",1,13,10,0,-4,0
"307",335,335,65,65,"2017-03-10","","ORLANDO MAGIC","W",121,81,47,79,0.595,10,21,0.476,17,20,0.85,6,43,34,6,5,7,17,NA,31,76,0.408,5,27,0.185,14,22,0.636,8,31,19,4,2,10,24,"CHARLOTTE HORNETS",5,12,3,15,3,-3
"308",341,341,71,71,"2017-03-22","@","ORLANDO MAGIC","W",109,102,42,90,0.467,9,27,0.333,16,18,0.889,12,43,24,9,3,10,12,NA,40,88,0.455,14,40,0.35,8,10,0.8,13,43,26,5,3,14,19,"CHARLOTTE HORNETS",-5,0,8,-2,0,-4
"309",274,274,4,4,"2016-11-02","","PHILADELPHIA 76ERS","W",109,93,39,79,0.494,13,34,0.382,18,26,0.692,9,44,25,8,3,15,17,NA,34,86,0.395,12,38,0.316,13,15,0.867,8,37,23,8,2,17,24,"CHARLOTTE HORNETS",1,7,5,2,1,-2
"310",310,310,40,40,"2017-01-13","@","PHILADELPHIA 76ERS","L",93,102,28,85,0.329,6,23,0.261,31,32,0.969,16,41,11,12,2,19,19,NA,36,76,0.474,14,38,0.368,16,20,0.8,10,38,26,12,9,20,27,"CHARLOTTE HORNETS",-8,3,15,-15,-7,-1
"311",325,325,55,55,"2017-02-13","","PHILADELPHIA 76ERS","L",99,105,34,78,0.436,11,31,0.355,20,26,0.769,3,33,19,11,5,15,17,NA,41,86,0.477,12,33,0.364,11,17,0.647,9,51,24,9,5,18,21,"CHARLOTTE HORNETS",-1,-18,9,-5,0,-3
"312",331,331,61,61,"2017-03-02","@","PHOENIX SUNS","L",103,120,35,89,0.393,10,34,0.294,23,28,0.821,9,34,19,14,1,16,20,NA,46,77,0.597,7,19,0.368,21,25,0.84,4,42,30,8,7,18,23,"CHARLOTTE HORNETS",3,-8,2,-11,-6,-2
