,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
1335,12,12,2016/11/19,@,WAS,W,114,111,43,85,0.506,13,27,0.481,15,26,0.577,17,47,21,6,7,16,21,NA,42,89,0.472,11,27,0.407,16,22,0.727,13,40,22,9,2,11,22,MIA
1336,13,13,2016/11/21,@,PHI,L,94,101,34,88,0.386,7,31,0.226,19,28,0.679,21,50,17,7,6,13,22,NA,37,78,0.474,11,26,0.423,16,20,0.8,7,40,21,8,5,14,25,MIA
1337,14,14,2016/11/23,@,DET,L,84,107,27,75,0.36,7,26,0.269,23,30,0.767,7,37,19,5,4,14,22,NA,40,81,0.494,6,19,0.316,21,25,0.84,10,49,22,8,7,13,19,MIA
1338,15,15,2016/11/25,@,MEM,W,90,81,33,85,0.388,12,31,0.387,12,18,0.667,10,44,17,8,8,8,21,NA,29,82,0.354,4,19,0.211,19,23,0.826,16,51,14,3,14,17,16,MIA
1339,16,16,2016/11/26,,MEM,L,107,110,40,81,0.494,11,31,0.355,16,24,0.667,8,39,18,3,6,9,21,NA,37,73,0.507,9,25,0.36,27,33,0.818,2,34,23,5,5,6,19,MIA
1340,17,17,2016/11/28,,BOS,L,104,112,38,80,0.475,6,30,0.2,22,32,0.688,7,41,24,6,2,13,25,NA,40,83,0.482,11,27,0.407,21,26,0.808,6,40,26,4,3,9,27,MIA
1341,18,18,2016/11/30,@,DEN,W,106,98,41,93,0.441,9,24,0.375,15,26,0.577,11,48,26,14,7,6,25,NA,38,91,0.418,7,22,0.318,15,24,0.625,14,55,28,3,7,19,21,MIA
1342,19,19,2016/12/1,@,UTA,W,111,110,44,86,0.512,8,19,0.421,15,19,0.789,13,40,16,7,2,6,15,NA,40,73,0.548,17,30,0.567,13,17,0.765,5,31,24,5,8,11,14,MIA
1343,20,20,2016/12/3,@,POR,L,92,99,38,86,0.442,6,22,0.273,10,15,0.667,8,46,23,6,6,13,14,NA,36,89,0.404,9,24,0.375,18,24,0.75,12,47,19,6,9,8,17,MIA
1344,21,21,2016/12/6,,NYK,L,103,114,38,89,0.427,11,25,0.44,16,27,0.593,16,46,21,8,4,10,16,NA,48,98,0.49,7,25,0.28,11,16,0.688,18,53,22,6,6,10,18,MIA
1345,22,22,2016/12/7,@,ATL,L,95,103,34,80,0.425,11,27,0.407,16,20,0.8,8,33,20,6,6,16,16,NA,43,88,0.489,4,19,0.211,13,15,0.867,14,47,27,9,9,14,20,MIA
1346,23,23,2016/12/9,@,CLE,L,84,114,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18,NA,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,MIA
1347,24,24,2016/12/10,@,CHI,L,100,105,42,91,0.462,5,20,0.25,11,18,0.611,14,43,25,5,5,12,22,NA,38,84,0.452,1,8,0.125,28,31,0.903,12,47,17,8,6,11,15,MIA
1348,25,25,2016/12/12,,WAS,W,112,101,45,88,0.511,9,26,0.346,13,19,0.684,11,47,25,6,3,11,18,NA,39,84,0.464,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22,MIA
1349,26,26,2016/12/14,,IND,W,95,89,37,82,0.451,7,25,0.28,14,25,0.56,14,58,23,4,6,15,16,NA,33,89,0.371,9,27,0.333,14,17,0.824,6,38,14,8,5,8,21,MIA
1350,27,27,2016/12/16,,LAC,L,98,102,38,93,0.409,6,27,0.222,16,25,0.64,10,47,20,5,5,4,23,NA,36,83,0.434,7,25,0.28,23,29,0.793,7,50,17,1,3,10,20,MIA
1351,28,28,2016/12/18,,BOS,L,95,105,36,69,0.522,9,24,0.375,14,25,0.56,6,41,23,7,5,23,20,NA,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16,MIA
1352,29,29,2016/12/20,,ORL,L,130,136,50,108,0.463,12,30,0.4,18,26,0.692,9,48,22,4,6,10,30,NA,52,105,0.495,11,22,0.5,21,31,0.677,6,47,24,3,5,11,25,MIA
1353,30,30,2016/12/22,,LAL,W,115,107,45,84,0.536,11,22,0.5,14,21,0.667,10,47,25,7,6,12,15,NA,40,90,0.444,14,38,0.368,13,15,0.867,9,40,18,7,2,13,14,MIA
1354,31,31,2016/12/23,@,NOP,L,87,91,36,87,0.414,8,20,0.4,7,13,0.538,11,59,19,4,4,14,20,NA,33,89,0.371,11,28,0.393,14,21,0.667,11,51,17,9,7,9,20,MIA
1355,32,32,2016/12/27,,OKC,L,94,106,36,82,0.439,7,22,0.318,15,21,0.714,9,32,14,10,4,12,23,NA,42,82,0.512,5,19,0.263,17,25,0.68,14,46,21,3,4,17,21,MIA
1356,33,33,2016/12/29,@,CHO,L,82,91,33,82,0.402,10,28,0.357,6,13,0.462,4,46,26,6,10,16,19,NA,36,93,0.387,5,26,0.192,14,18,0.778,11,54,18,9,8,8,11,MIA
1357,34,34,2016/12/30,@,BOS,L,114,117,48,90,0.533,11,28,0.393,7,10,0.7,9,39,35,7,8,12,20,NA,38,74,0.514,17,32,0.531,24,29,0.828,5,30,28,6,2,13,11,MIA
1358,35,35,2017/1/1,,DET,L,98,107,35,77,0.455,14,26,0.538,14,18,0.778,3,34,25,6,4,10,22,NA,42,86,0.488,9,22,0.409,14,22,0.636,10,48,16,7,5,12,18,MIA
1359,36,36,2017/1/3,@,PHO,L,90,99,36,91,0.396,6,23,0.261,12,16,0.75,15,43,18,8,4,12,23,NA,36,77,0.468,9,23,0.391,18,22,0.818,13,49,21,7,7,18,23,MIA
1360,37,37,2017/1/4,@,SAC,W,107,102,35,72,0.486,12,28,0.429,25,29,0.862,7,39,24,8,9,18,20,NA,40,78,0.513,8,20,0.4,14,17,0.824,4,26,26,8,3,16,28,MIA
1361,38,38,2017/1/6,@,LAL,L,100,127,38,92,0.413,8,32,0.25,16,27,0.593,11,41,17,5,7,10,23,NA,48,96,0.5,10,28,0.357,21,29,0.724,18,62,22,6,2,11,22,MIA
1362,39,39,2017/1/8,@,LAC,L,86,98,31,84,0.369,7,27,0.259,17,21,0.81,11,50,14,6,5,15,21,NA,36,86,0.419,9,30,0.3,17,25,0.68,9,51,27,8,3,11,20,MIA
1363,40,40,2017/1/10,@,GSW,L,95,107,38,90,0.422,6,30,0.2,13,17,0.765,6,46,25,6,4,11,22,NA,39,86,0.453,11,27,0.407,18,22,0.818,5,48,28,6,7,11,16,MIA
1364,41,41,2017/1/13,@,MIL,L,108,116,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21,NA,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,MIA
1365,42,42,2017/1/17,,HOU,W,109,103,42,90,0.467,9,29,0.31,16,24,0.667,11,52,21,11,1,15,24,NA,36,90,0.4,9,39,0.231,22,28,0.786,11,49,21,8,3,17,16,MIA
1366,43,43,2017/1/19,,DAL,W,99,95,35,73,0.479,9,20,0.45,20,29,0.69,6,40,16,4,1,13,15,NA,37,82,0.451,14,36,0.389,7,11,0.636,5,33,17,4,3,9,20,MIA
1367,44,44,2017/1/21,,MIL,W,109,97,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24,NA,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,MIA
1368,45,45,2017/1/23,,GSW,W,105,102,38,86,0.442,13,30,0.433,16,27,0.593,11,45,20,9,4,13,19,NA,41,88,0.466,8,30,0.267,12,20,0.6,7,43,27,9,4,14,20,MIA
1369,46,46,2017/1/25,@,BRK,W,109,106,40,83,0.482,11,23,0.478,18,25,0.72,6,40,23,7,6,10,25,NA,35,80,0.438,13,35,0.371,23,26,0.885,4,33,20,3,4,15,25,MIA
1370,47,47,2017/1/27,@,CHI,W,100,88,41,89,0.461,9,24,0.375,9,11,0.818,7,40,25,14,2,10,17,NA,33,78,0.423,3,13,0.231,19,25,0.76,9,43,19,7,9,21,12,MIA
1371,48,48,2017/1/28,,DET,W,116,103,42,80,0.525,14,28,0.5,18,23,0.783,9,38,18,6,6,11,19,NA,46,89,0.517,4,12,0.333,7,12,0.583,13,42,11,6,3,12,16,MIA
1372,49,49,2017/1/30,,BRK,W,104,96,39,82,0.476,11,26,0.423,15,23,0.652,5,34,22,9,8,11,18,NA,37,87,0.425,4,26,0.154,18,22,0.818,15,53,16,7,4,16,23,MIA
1373,50,50,2017/2/1,,ATL,W,116,93,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,NA,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14,MIA
1374,51,51,2017/2/4,,PHI,W,125,102,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,NA,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21,MIA
1375,52,52,2017/2/6,@,MIN,W,115,113,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21,NA,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15,MIA
1376,53,53,2017/2/8,@,MIL,W,106,88,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21,NA,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,MIA
1377,54,54,2017/2/10,@,BRK,W,108,99,41,92,0.446,7,23,0.304,19,21,0.905,13,46,16,11,7,14,21,NA,35,81,0.432,8,20,0.4,21,28,0.75,15,48,19,4,6,22,18,MIA
1378,55,55,2017/2/11,@,PHI,L,109,117,39,85,0.459,7,24,0.292,24,28,0.857,11,49,15,4,4,19,27,NA,39,86,0.453,9,25,0.36,30,38,0.789,11,38,27,15,8,10,21,MIA
1379,56,56,2017/2/13,,ORL,L,107,116,39,83,0.47,6,22,0.273,23,27,0.852,6,37,14,7,7,14,25,NA,44,90,0.489,8,14,0.571,20,29,0.69,15,52,18,9,3,14,22,MIA
1380,57,57,2017/2/15,@,HOU,W,117,109,44,84,0.524,13,35,0.371,16,24,0.667,12,46,27,3,7,11,20,NA,36,87,0.414,13,40,0.325,24,31,0.774,15,41,22,6,1,8,23,MIA
1381,58,58,2017/2/24,@,ATL,W,108,90,40,99,0.404,17,37,0.459,11,13,0.846,15,54,30,7,5,12,27,NA,30,79,0.38,6,20,0.3,24,36,0.667,8,45,14,7,6,10,12,MIA
1382,59,59,2017/2/25,,IND,W,113,95,38,78,0.487,13,31,0.419,24,31,0.774,11,43,23,9,5,16,19,NA,34,85,0.4,4,12,0.333,23,26,0.885,13,43,21,8,4,15,24,MIA
1383,60,60,2017/2/27,@,DAL,L,89,96,37,83,0.446,9,26,0.346,6,13,0.462,13,45,21,11,4,13,18,NA,33,76,0.434,9,18,0.5,21,23,0.913,11,42,18,5,2,13,13,MIA
1384,61,61,2017/3/1,,PHI,W,125,98,49,90,0.544,13,30,0.433,14,21,0.667,8,42,24,9,12,13,18,NA,37,85,0.435,6,17,0.353,18,22,0.818,10,40,16,7,4,19,22,MIA
1385,62,62,2017/3/3,@,ORL,L,99,110,35,91,0.385,8,28,0.286,21,25,0.84,13,46,20,7,5,9,16,NA,45,90,0.5,5,17,0.294,15,19,0.789,8,47,27,7,6,9,13,MIA
1386,63,63,2017/3/4,,CLE,W,120,92,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19,NA,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16,MIA
1387,64,64,2017/3/6,@,CLE,W,106,98,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19,NA,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15,MIA
1388,65,65,2017/3/8,,CHO,W,108,101,37,85,0.435,17,41,0.415,17,24,0.708,13,46,22,8,7,12,18,NA,37,80,0.463,7,21,0.333,20,21,0.952,6,39,14,7,8,12,17,MIA
1389,66,66,2017/3/11,,TOR,W,104,89,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19,NA,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20,MIA
1390,67,67,2017/3/12,@,IND,L,98,102,39,94,0.415,9,32,0.281,11,16,0.688,19,54,18,4,4,8,22,NA,35,82,0.427,5,15,0.333,27,32,0.844,11,46,12,2,4,9,15,MIA
1391,68,68,2017/3/15,,NOP,W,120,112,44,87,0.506,16,35,0.457,16,19,0.842,12,45,23,9,3,15,22,NA,42,88,0.477,9,22,0.409,19,28,0.679,8,38,21,9,5,13,13,MIA
1392,69,69,2017/3/17,,MIN,W,123,105,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16,NA,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21,MIA
1393,70,70,2017/3/19,,POR,L,104,115,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22,NA,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20,MIA
1394,71,71,2017/3/21,,PHO,W,112,97,42,96,0.438,11,27,0.407,17,23,0.739,17,49,17,13,5,14,25,NA,36,82,0.439,4,16,0.25,21,29,0.724,10,41,14,5,5,24,23,MIA
1395,72,72,2017/3/23,,TOR,L,84,101,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23,NA,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21,MIA
1396,73,73,2017/3/26,@,BOS,L,108,112,41,91,0.451,7,29,0.241,19,24,0.792,16,40,19,9,5,15,22,NA,41,77,0.532,8,24,0.333,22,25,0.88,8,35,32,8,3,16,19,MIA
1397,74,74,2017/3/28,@,DET,W,97,96,36,79,0.456,5,21,0.238,20,28,0.714,11,44,18,5,4,12,18,NA,36,85,0.424,8,27,0.296,16,21,0.762,16,51,20,7,5,12,23,MIA
1398,75,75,2017/3/29,@,NYK,W,105,88,40,84,0.476,12,25,0.48,13,17,0.765,8,40,18,11,7,10,23,NA,33,89,0.371,5,25,0.2,17,21,0.81,17,52,19,2,6,14,16,MIA
1399,76,76,2017/3/31,,NYK,L,94,98,34,83,0.41,8,33,0.242,18,25,0.72,11,41,17,5,4,13,17,NA,38,80,0.475,6,16,0.375,16,17,0.941,8,39,25,9,5,14,18,MIA
1400,77,77,2017/4/2,,DEN,L,113,116,42,87,0.483,13,27,0.481,16,21,0.762,7,41,26,3,9,10,22,NA,44,87,0.506,5,20,0.25,23,27,0.852,6,40,25,9,6,8,14,MIA
1401,78,78,2017/4/5,@,CHO,W,112,99,40,84,0.476,21,40,0.525,11,12,0.917,7,40,23,5,7,6,16,NA,35,78,0.449,8,25,0.32,21,24,0.875,4,36,19,2,7,6,15,MIA
1402,79,79,2017/4/7,@,TOR,L,94,96,33,83,0.398,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21,NA,35,85,0.412,9,20,0.45,17,24,0.708,12,44,14,10,4,15,24,MIA
1403,80,80,2017/4/8,@,WAS,W,106,103,37,80,0.463,7,18,0.389,25,36,0.694,8,36,23,13,7,13,19,NA,39,81,0.481,8,22,0.364,17,22,0.773,12,44,21,7,6,19,24,MIA
1404,81,81,2017/4/10,,CLE,W,124,121,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26,NA,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25,MIA
1405,82,82,2017/4/12,,WAS,W,110,102,46,88,0.523,8,24,0.333,10,12,0.833,14,51,19,2,4,17,13,NA,42,87,0.483,7,26,0.269,11,14,0.786,8,34,18,9,0,10,13,MIA
1406,1,1,2016/10/26,,CHO,L,96,107,39,92,0.424,3,16,0.188,15,20,0.75,10,46,23,4,5,8,22,NA,40,89,0.449,7,23,0.304,20,24,0.833,11,51,27,5,10,10,22,MIL
1407,2,2,2016/10/29,,BRK,W,110,108,41,88,0.466,8,22,0.364,20,24,0.833,8,44,25,14,5,14,23,NA,37,84,0.44,11,34,0.324,23,28,0.821,11,45,23,12,6,18,22,MIL
1408,3,3,2016/10/30,@,DET,L,83,98,34,87,0.391,4,17,0.235,11,14,0.786,10,40,22,10,4,12,16,NA,39,88,0.443,5,20,0.25,15,20,0.75,16,58,23,8,4,15,14,MIL
1409,4,4,2016/11/1,@,NOP,W,117,113,44,91,0.484,10,32,0.313,19,21,0.905,11,49,30,9,5,15,25,NA,36,82,0.439,9,26,0.346,32,41,0.78,9,42,23,13,5,13,17,MIL
1410,5,5,2016/11/3,,IND,W,125,107,47,82,0.573,12,27,0.444,19,24,0.792,12,41,32,10,6,21,23,NA,38,81,0.469,10,23,0.435,21,27,0.778,10,32,29,14,4,21,23,MIL
1411,6,6,2016/11/5,,SAC,W,117,91,41,82,0.5,14,33,0.424,21,25,0.84,17,53,28,12,10,15,22,NA,33,84,0.393,10,28,0.357,15,19,0.789,13,36,27,8,3,14,19,MIL
1412,7,7,2016/11/6,@,DAL,L,75,86,30,82,0.366,6,29,0.207,9,12,0.75,9,51,14,11,2,27,26,NA,33,88,0.375,9,38,0.237,11,12,0.917,10,46,14,12,2,15,20,MIL
1413,8,8,2016/11/10,,NOP,L,106,112,40,91,0.44,6,18,0.333,20,25,0.8,11,48,23,4,5,11,20,NA,39,89,0.438,9,25,0.36,25,27,0.926,11,47,22,9,7,10,19,MIL
1414,9,9,2016/11/12,,MEM,W,106,96,36,68,0.529,7,18,0.389,27,36,0.75,5,35,20,9,5,12,20,NA,35,78,0.449,6,30,0.2,20,21,0.952,3,32,20,8,4,13,26,MIL
1415,10,10,2016/11/16,@,ATL,L,100,107,39,98,0.398,8,32,0.25,14,18,0.778,15,47,25,9,2,14,25,NA,35,72,0.486,10,32,0.313,27,31,0.871,3,39,29,6,8,16,17,MIL
1416,11,11,2016/11/17,@,MIA,L,73,96,28,85,0.329,7,23,0.304,10,13,0.769,12,48,20,4,8,13,20,NA,39,97,0.402,7,30,0.233,11,21,0.524,17,59,19,5,8,7,18,MIL
1417,12,12,2016/11/19,,GSW,L,121,124,46,89,0.517,10,20,0.5,19,25,0.76,10,41,27,7,1,13,23,NA,42,95,0.442,14,38,0.368,26,32,0.813,18,45,30,8,5,12,25,MIL
1418,13,13,2016/11/21,,ORL,W,93,89,35,86,0.407,8,29,0.276,15,21,0.714,7,37,25,16,9,13,22,NA,32,77,0.416,7,25,0.28,18,24,0.75,10,54,21,8,5,24,18,MIL
1419,14,14,2016/11/25,,TOR,L,99,105,40,79,0.506,12,29,0.414,7,12,0.583,7,38,26,4,2,11,19,NA,38,82,0.463,14,32,0.438,15,19,0.789,11,38,18,3,5,9,17,MIL
1420,15,15,2016/11/27,@,ORL,W,104,96,41,86,0.477,8,24,0.333,14,20,0.7,10,53,24,6,6,11,16,NA,38,92,0.413,7,28,0.25,13,17,0.765,10,46,24,6,5,7,17,MIL
1421,16,16,2016/11/29,,CLE,W,118,101,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22,NA,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19,MIL
1422,17,17,2016/12/1,@,BRK,W,111,93,36,80,0.45,15,34,0.441,24,29,0.828,14,48,23,8,10,18,18,NA,34,89,0.382,12,40,0.3,13,16,0.813,12,40,20,9,9,17,22,MIL
1423,18,18,2016/12/3,,BRK,W,112,103,40,85,0.471,6,24,0.25,26,36,0.722,7,46,25,9,10,11,24,NA,34,91,0.374,11,41,0.268,24,33,0.727,10,46,21,6,5,14,26,MIL
1424,19,19,2016/12/5,,SAS,L,96,97,30,73,0.411,6,24,0.25,30,34,0.882,7,43,16,4,7,14,16,NA,40,93,0.43,8,28,0.286,9,14,0.643,12,46,26,6,5,14,22,MIL
1425,20,20,2016/12/7,,POR,W,115,107,40,77,0.519,10,24,0.417,25,37,0.676,5,41,19,8,7,10,13,NA,37,85,0.435,17,40,0.425,16,19,0.842,10,44,25,7,4,15,22,MIL
1426,21,21,2016/12/9,,ATL,L,110,114,44,94,0.468,12,28,0.429,10,14,0.714,9,43,26,11,5,15,25,NA,40,84,0.476,12,34,0.353,22,29,0.759,9,46,32,7,8,17,11,MIL
1427,22,22,2016/12/10,@,WAS,L,105,110,40,79,0.506,13,25,0.52,12,15,0.8,7,40,22,1,3,20,21,NA,40,88,0.455,8,21,0.381,22,28,0.786,12,40,29,10,3,9,17,MIL
1428,23,23,2016/12/12,@,TOR,L,100,122,42,89,0.472,4,24,0.167,12,17,0.706,12,37,27,8,3,11,20,NA,42,81,0.519,14,25,0.56,24,28,0.857,14,46,26,7,2,14,18,MIL
1429,24,24,2016/12/15,,CHI,W,108,97,45,95,0.474,11,20,0.55,7,13,0.538,13,42,32,8,5,8,20,NA,35,74,0.473,5,20,0.25,22,29,0.759,6,41,23,5,3,16,16,MIL
1430,25,25,2016/12/16,@,CHI,W,95,69,38,82,0.463,10,25,0.4,9,13,0.692,11,53,26,7,4,11,14,NA,28,92,0.304,5,21,0.238,8,15,0.533,19,50,17,7,2,12,14,MIL
1431,26,26,2016/12/20,,CLE,L,108,114,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21,NA,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21,MIL
1432,27,27,2016/12/21,@,CLE,L,102,113,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21,NA,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,MIL
1433,28,28,2016/12/23,,WAS,W,123,96,45,80,0.563,9,25,0.36,24,27,0.889,8,41,29,8,6,11,16,NA,37,79,0.468,7,24,0.292,15,18,0.833,5,30,24,2,2,14,21,MIL
1434,29,29,2016/12/26,@,WAS,L,102,107,40,87,0.46,6,20,0.3,16,23,0.696,12,42,27,8,2,13,19,NA,40,79,0.506,12,29,0.414,15,20,0.75,7,40,29,7,6,16,16,MIL
1435,30,30,2016/12/28,@,DET,W,119,94,48,84,0.571,11,22,0.5,12,16,0.75,3,38,36,8,5,7,14,NA,39,88,0.443,6,24,0.25,10,16,0.625,11,44,28,4,1,10,12,MIL
1436,31,31,2016/12/30,@,MIN,L,99,116,40,74,0.541,8,18,0.444,11,17,0.647,7,29,22,4,4,14,19,NA,43,77,0.558,13,25,0.52,17,21,0.81,8,34,30,8,5,11,17,MIL
1437,32,32,2016/12/31,@,CHI,W,116,96,43,76,0.566,9,15,0.6,21,27,0.778,8,42,29,7,8,12,19,NA,33,83,0.398,10,27,0.37,20,28,0.714,14,37,23,9,5,11,21,MIL
1438,33,33,2017/1/2,,OKC,W,98,94,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,NA,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20,MIL
1439,34,34,2017/1/4,@,NYK,W,105,104,37,78,0.474,9,28,0.321,22,31,0.71,7,42,20,7,5,13,15,NA,42,94,0.447,13,28,0.464,7,12,0.583,15,46,26,9,3,13,19,MIL
1440,35,35,2017/1/6,,NYK,L,111,116,39,78,0.5,12,22,0.545,21,28,0.75,6,35,24,9,11,14,19,NA,41,83,0.494,13,23,0.565,21,27,0.778,11,40,29,5,6,14,21,MIL
1441,36,36,2017/1/8,,WAS,L,101,107,37,80,0.463,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20,NA,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22,MIL
1442,37,37,2017/1/10,@,SAS,W,109,107,44,84,0.524,10,19,0.526,11,13,0.846,11,38,32,8,6,12,18,NA,42,88,0.477,12,30,0.4,11,14,0.786,13,41,22,5,7,14,10,MIL
1443,38,38,2017/1/13,,MIA,W,116,108,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,NA,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21,MIL
1444,39,39,2017/1/15,@,ATL,L,98,111,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,NA,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20,MIL
1445,40,40,2017/1/16,,PHI,L,104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,NA,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23,MIL
1446,41,41,2017/1/18,@,HOU,L,92,111,37,93,0.398,7,28,0.25,11,14,0.786,15,50,26,8,8,18,14,NA,43,95,0.453,14,44,0.318,11,15,0.733,13,46,25,9,12,10,17,MIL
1447,42,42,2017/1/20,@,ORL,L,96,112,34,83,0.41,10,25,0.4,18,26,0.692,10,40,21,6,3,12,25,NA,40,87,0.46,8,28,0.286,24,31,0.774,14,53,25,9,6,9,24,MIL
1448,43,43,2017/1/21,@,MIA,L,97,109,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,NA,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24,MIL
1449,44,44,2017/1/23,,HOU,W,127,114,47,80,0.588,11,23,0.478,22,27,0.815,7,37,31,17,6,19,20,NA,39,77,0.506,14,35,0.4,22,28,0.786,5,28,26,11,4,21,22,MIL
1450,45,45,2017/1/25,,PHI,L,109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,NA,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21,MIL
1451,46,46,2017/1/27,@,TOR,L,86,102,31,80,0.388,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22,NA,37,84,0.44,10,25,0.4,18,23,0.783,12,47,20,9,10,14,19,MIL
1452,47,47,2017/1/28,,BOS,L,108,112,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,NA,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23,MIL
1453,48,48,2017/2/1,@,UTA,L,88,104,32,73,0.438,9,23,0.391,15,25,0.6,9,39,19,10,7,17,21,NA,36,78,0.462,11,29,0.379,21,27,0.778,11,46,22,11,2,15,23,MIL
1454,49,49,2017/2/3,@,DEN,L,117,121,45,83,0.542,9,24,0.375,18,23,0.783,6,38,26,9,13,18,26,NA,40,89,0.449,9,28,0.321,32,44,0.727,18,48,31,8,5,14,13,MIL
1455,50,50,2017/2/4,@,PHO,W,137,112,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,NA,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28,MIL
1456,51,51,2017/2/8,,MIA,L,88,106,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,NA,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21,MIL
1457,52,52,2017/2/10,,LAL,L,114,122,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,NA,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24,MIL
1458,53,53,2017/2/11,@,IND,W,116,100,35,73,0.479,17,31,0.548,29,37,0.784,8,37,28,7,6,6,18,NA,35,73,0.479,10,22,0.455,20,24,0.833,8,36,19,2,6,14,25,MIL
1459,54,54,2017/2/13,,DET,W,102,89,40,79,0.506,6,21,0.286,16,16,1,5,33,26,9,2,11,17,NA,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18,MIL
1460,55,55,2017/2/15,@,BRK,W,129,125,50,88,0.568,7,15,0.467,22,32,0.688,7,39,27,16,3,10,19,NA,46,88,0.523,14,36,0.389,19,23,0.826,9,42,30,7,8,17,21,MIL
