Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2012-10-31,,DEN,W,84,75,30,85,.353,7,25,.280,17,21,.810,14,47,18,13,11,15,14,,33,88,.375,4,18,.222,5,11,.455,16,54,19,9,5,20,22
2,2,2012-11-04,@,NYK,L,84,100,34,79,.430,8,17,.471,8,10,.800,10,41,14,8,2,18,18,,39,77,.506,11,27,.407,11,18,.611,8,39,18,12,5,14,10
3,3,2012-11-05,,NYK,L,88,110,29,86,.337,8,22,.364,22,26,.846,19,54,19,3,2,13,19,,39,84,.464,13,32,.406,19,19,1.000,9,44,24,7,5,7,17
4,4,2012-11-07,@,NOH,W,77,62,35,84,.417,4,22,.182,3,5,.600,9,43,19,5,6,15,16,,23,69,.333,4,19,.211,12,16,.750,11,47,18,8,9,20,12
5,5,2012-11-09,@,BOS,W,106,100,40,82,.488,7,13,.538,19,23,.826,8,38,27,12,7,16,22,,37,76,.487,4,10,.400,22,31,.710,7,31,31,7,3,14,19
6,6,2012-11-10,@,TOR,W,93,83,34,73,.466,6,14,.429,19,25,.760,9,46,21,8,4,15,19,,30,79,.380,12,26,.462,11,16,.688,7,35,20,6,4,12,21
7,7,2012-11-12,,MIL,L,96,105,37,85,.435,10,24,.417,12,16,.750,4,31,22,13,3,15,14,,41,80,.513,7,20,.350,16,18,.889,6,48,25,8,7,23,19
8,8,2012-11-14,,DET,L,76,94,25,84,.298,5,16,.313,21,32,.656,11,38,15,10,4,4,21,,35,73,.479,3,7,.429,21,31,.677,12,57,27,3,7,17,25
9,9,2012-11-16,,UTA,W,99,93,40,87,.460,10,18,.556,9,10,.900,11,43,20,5,7,10,19,,36,81,.444,7,22,.318,14,18,.778,10,40,23,8,6,11,15
10,10,2012-11-18,,CLE,W,86,79,34,80,.425,9,20,.450,9,12,.750,9,41,27,8,9,11,15,,30,84,.357,5,20,.250,14,15,.933,18,48,14,6,4,15,16
11,11,2012-11-20,,TOR,W,106,98,40,85,.471,9,24,.375,17,19,.895,9,41,25,6,10,8,23,,37,82,.451,4,16,.250,20,29,.690,12,48,28,2,5,11,20
12,12,2012-11-21,@,CLE,L,83,92,31,86,.360,4,17,.235,17,22,.773,11,39,18,12,11,7,16,,35,86,.407,13,23,.565,9,14,.643,15,55,17,3,6,16,14
13,13,2012-11-24,,OKC,L,109,116,45,91,.495,7,20,.350,12,17,.706,12,43,31,7,4,15,28,,39,88,.443,6,21,.286,32,37,.865,18,42,21,11,5,12,20
14,14,2012-11-25,,PHO,W,104,101,39,81,.481,9,19,.474,17,23,.739,6,33,23,4,4,8,18,,39,83,.470,4,11,.364,19,20,.950,9,41,24,3,5,12,23
15,15,2012-11-27,,DAL,W,100,98,35,75,.467,6,14,.429,24,32,.750,13,40,22,9,3,17,25,,37,81,.457,5,19,.263,19,22,.864,9,37,23,11,1,15,22
16,16,2012-11-30,@,CHA,W,104,98,44,86,.512,8,17,.471,8,10,.800,13,39,26,5,6,10,18,,39,83,.470,8,17,.471,12,18,.667,13,41,25,5,6,10,10
17,17,2012-12-01,@,CHI,L,88,93,36,82,.439,3,12,.250,13,18,.722,11,37,17,10,5,11,19,,38,81,.469,4,7,.571,13,21,.619,12,50,28,4,6,13,16
18,18,2012-12-04,,MIN,L,88,105,35,83,.422,5,20,.250,13,23,.565,13,40,24,9,2,13,15,,41,77,.532,13,25,.520,10,17,.588,7,47,28,6,2,15,18
19,19,2012-12-07,,BOS,W,95,94,37,99,.374,2,11,.182,19,26,.731,17,54,19,12,4,9,26,,35,81,.432,6,22,.273,18,25,.720,7,53,24,6,7,18,23
20,20,2012-12-08,@,BOS,L,79,92,31,79,.392,4,17,.235,13,16,.813,12,36,16,4,3,8,19,,40,75,.533,4,14,.286,8,12,.667,7,32,25,6,2,11,19
21,21,2012-12-10,,DET,W,104,97,44,82,.537,4,11,.364,12,23,.522,13,45,23,8,7,11,25,,32,81,.395,5,18,.278,28,33,.848,14,40,18,7,5,13,20
22,22,2012-12-12,,CHI,L,89,96,41,91,.451,2,14,.143,5,11,.455,14,44,19,5,8,13,24,,34,78,.436,4,11,.364,24,26,.923,9,39,24,7,3,11,14
23,23,2012-12-14,@,IND,L,85,95,35,81,.432,3,12,.250,12,16,.750,9,36,20,5,4,12,20,,35,77,.455,8,14,.571,17,27,.630,14,48,19,4,10,16,21
24,24,2012-12-16,,LAL,L,98,111,41,83,.494,10,25,.400,6,11,.545,10,37,23,6,7,17,17,,39,80,.488,14,34,.412,19,24,.792,11,41,22,13,4,14,9
25,25,2012-12-18,@,DAL,L,100,107,37,86,.430,13,35,.371,13,15,.867,14,40,23,6,2,13,21,,39,72,.542,4,11,.364,25,29,.862,6,35,19,9,4,11,13
26,26,2012-12-19,@,HOU,L,103,125,40,89,.449,6,17,.353,17,24,.708,14,39,21,6,3,11,21,,42,75,.560,11,27,.407,30,36,.833,7,41,29,4,3,10,20
27,27,2012-12-21,,ATL,W,99,80,44,86,.512,8,19,.421,3,7,.429,15,45,31,9,4,12,11,,31,79,.392,9,25,.360,9,12,.750,13,37,20,7,3,17,15
28,28,2012-12-23,@,BRK,L,92,95,38,88,.432,8,18,.444,8,10,.800,14,49,19,4,2,9,22,,33,74,.446,8,22,.364,21,30,.700,11,43,18,7,3,9,11
29,29,2012-12-26,@,MEM,W,99,89,37,71,.521,9,16,.563,16,23,.696,8,38,23,9,12,16,15,,35,90,.389,5,15,.333,14,17,.824,15,37,22,10,4,13,18
30,30,2012-12-28,@,GSW,L,89,96,35,87,.402,5,20,.250,14,23,.609,9,43,25,14,3,9,19,,34,80,.425,7,17,.412,21,26,.808,9,52,20,5,3,18,19
31,31,2012-12-29,@,POR,L,85,89,36,85,.424,4,17,.235,9,11,.818,14,45,19,5,3,13,14,,34,76,.447,8,23,.348,13,16,.813,6,39,19,8,6,11,14
32,32,2013-01-01,@,LAL,W,103,99,41,86,.477,8,22,.364,13,20,.650,6,51,27,6,7,10,22,,37,94,.394,3,22,.136,22,33,.667,14,52,17,5,6,7,17
33,33,2013-01-02,@,PHO,L,89,95,37,84,.440,5,14,.357,10,12,.833,10,44,21,7,3,16,18,,39,85,.459,3,13,.231,14,20,.700,12,45,24,11,7,13,16
34,34,2013-01-04,@,OKC,L,85,109,34,84,.405,11,24,.458,6,8,.750,12,40,21,8,4,20,19,,39,75,.520,10,17,.588,21,27,.778,10,47,18,13,3,18,12
35,35,2013-01-05,@,SAS,L,86,109,35,84,.417,3,17,.176,13,20,.650,5,41,19,10,7,14,17,,41,85,.482,8,25,.320,19,23,.826,8,50,24,11,5,15,17
36,36,2013-01-08,,BRK,L,89,109,38,79,.481,7,17,.412,6,10,.600,7,32,24,3,3,13,16,,40,83,.482,10,24,.417,19,22,.864,15,50,27,9,2,15,15
37,37,2013-01-09,@,TOR,L,72,90,29,74,.392,2,10,.200,12,19,.632,9,37,15,3,6,13,14,,39,80,.488,1,11,.091,11,13,.846,10,46,26,9,3,11,16
38,38,2013-01-12,,HOU,W,107,100,43,87,.494,6,18,.333,15,19,.789,8,43,26,8,5,11,18,,37,84,.440,8,32,.250,18,22,.818,9,42,21,6,0,16,18
39,39,2013-01-15,,NOH,L,99,111,39,82,.476,11,21,.524,10,13,.769,10,32,28,5,2,13,21,,44,83,.530,10,18,.556,13,18,.722,15,48,22,6,6,14,18
40,40,2013-01-18,,TOR,W,108,101,47,91,.516,4,19,.211,10,14,.714,10,39,30,6,6,11,19,,40,88,.455,11,25,.440,10,13,.769,10,42,29,6,5,18,19
41,41,2013-01-21,,SAS,L,85,90,37,84,.440,4,14,.286,7,11,.636,7,42,25,6,6,16,16,,34,81,.420,3,18,.167,19,26,.731,9,47,22,8,3,14,12
42,42,2013-01-22,@,MIL,L,102,110,42,95,.442,8,16,.500,10,13,.769,19,46,29,6,3,16,22,,41,79,.519,7,16,.438,21,33,.636,12,38,24,10,5,12,13
43,43,2013-01-26,,NYK,W,97,80,38,75,.507,6,19,.316,15,22,.682,4,34,16,6,5,11,22,,28,81,.346,4,27,.148,20,23,.870,15,47,17,6,4,16,17
44,44,2013-01-28,,MEM,L,100,103,45,83,.542,4,9,.444,6,9,.667,6,27,25,8,4,9,14,,40,73,.548,8,13,.615,15,19,.789,9,38,26,6,4,17,15
45,45,2013-01-30,,WAS,W,92,84,40,95,.421,6,13,.462,6,10,.600,11,43,27,9,6,9,17,,30,75,.400,7,22,.318,17,21,.810,8,46,22,5,6,18,15
46,46,2013-02-01,,SAC,W,89,80,36,76,.474,3,14,.214,14,19,.737,9,47,20,6,4,18,18,,30,79,.380,1,10,.100,19,25,.760,9,35,21,12,4,13,15
47,47,2013-02-04,,ORL,W,78,61,36,79,.456,3,20,.150,3,5,.600,7,46,26,8,7,11,10,,27,80,.338,1,12,.083,6,8,.750,10,46,20,5,2,12,5
48,48,2013-02-06,,IND,L,69,88,31,89,.348,2,8,.250,5,7,.714,16,51,20,8,8,15,17,,32,81,.395,5,17,.294,19,25,.760,16,54,20,10,4,9,8
49,49,2013-02-09,,CHA,W,87,76,39,93,.419,2,16,.125,7,10,.700,16,60,24,2,2,11,19,,27,88,.307,2,16,.125,20,23,.870,12,40,20,5,3,7,17
50,50,2013-02-11,,LAC,L,90,107,35,84,.417,9,18,.500,11,16,.688,16,37,27,8,0,13,18,,44,75,.587,8,19,.421,11,22,.500,11,43,29,8,7,13,16
51,51,2013-02-13,@,MIL,L,92,94,34,76,.447,4,13,.308,20,24,.833,11,41,18,5,4,14,22,,37,88,.420,4,18,.222,16,21,.762,16,41,21,9,10,13,21
52,52,2013-02-20,@,MIN,L,87,94,31,81,.383,4,13,.308,21,32,.656,10,39,18,8,5,10,30,,28,70,.400,5,13,.385,33,44,.750,10,51,21,9,5,15,23
53,53,2013-02-23,,MIA,L,90,114,35,78,.449,11,28,.393,9,10,.900,7,32,25,1,3,12,15,,45,77,.584,9,21,.429,15,18,.833,5,37,27,9,2,6,10
54,54,2013-02-24,@,NYK,L,93,99,36,85,.424,4,13,.308,17,20,.850,11,44,18,8,2,12,22,,32,75,.427,8,33,.242,27,35,.771,11,48,17,7,3,12,18
