Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,,MIA,L,96,108,34,89,.382,6,18,.333,22,28,.786,15,45,20,5,4,11,15,,47,97,.485,4,16,.250,10,16,.625,16,52,27,5,7,10,22
2,2,2016-10-28,@,DET,L,82,108,33,95,.347,8,26,.308,8,12,.667,14,44,20,8,3,9,13,,48,95,.505,7,19,.368,5,6,.833,9,53,27,8,4,12,11
3,3,2016-10-29,@,CLE,L,99,105,38,84,.452,8,28,.286,15,26,.577,13,50,21,6,5,20,23,,36,88,.409,11,37,.297,22,30,.733,13,40,17,8,6,9,27
4,4,2016-11-01,@,PHI,W,103,101,42,93,.452,6,25,.240,13,17,.765,12,39,29,7,6,10,15,,40,81,.494,9,20,.450,12,16,.750,7,42,28,5,8,15,20
5,5,2016-11-03,,SAC,W,102,94,38,84,.452,10,30,.333,16,23,.696,13,44,24,5,4,14,14,,38,80,.475,7,18,.389,11,17,.647,11,39,17,8,1,14,23
6,6,2016-11-05,,WAS,W,88,86,31,78,.397,9,28,.321,17,27,.630,10,43,21,4,6,8,16,,34,86,.395,6,17,.353,12,17,.706,14,49,11,4,5,10,23
7,7,2016-11-07,@,CHI,L,80,112,33,85,.388,9,30,.300,5,6,.833,6,39,28,6,6,14,23,,42,89,.472,3,19,.158,25,31,.806,15,56,26,7,4,8,11
8,8,2016-11-09,,MIN,L,107,123,38,85,.447,8,24,.333,23,30,.767,12,39,20,2,5,9,19,,45,87,.517,13,23,.565,20,26,.769,10,45,27,8,5,6,23
9,9,2016-11-11,,UTA,L,74,87,26,78,.333,8,20,.400,14,19,.737,8,43,13,11,6,12,18,,33,81,.407,7,28,.250,14,16,.875,12,52,19,9,7,15,18
10,10,2016-11-13,@,OKC,W,119,117,46,86,.535,11,24,.458,16,20,.800,8,38,24,4,7,9,20,,47,92,.511,7,25,.280,16,26,.615,12,42,22,4,6,10,19
11,11,2016-11-14,@,IND,L,69,88,27,84,.321,5,25,.200,10,13,.769,9,52,12,3,5,14,17,,35,90,.389,8,25,.320,10,10,1.000,7,49,22,9,9,9,14
12,12,2016-11-16,,NOP,W,89,82,34,88,.386,10,27,.370,11,19,.579,13,50,17,7,7,12,15,,30,82,.366,7,21,.333,15,19,.789,9,48,19,5,9,17,16
13,13,2016-11-19,,DAL,W,95,87,34,78,.436,8,21,.381,19,22,.864,10,50,17,6,8,19,21,,26,77,.338,13,28,.464,22,27,.815,5,34,13,8,5,13,16
14,14,2016-11-21,@,MIL,L,89,93,32,77,.416,7,25,.280,18,24,.750,10,54,21,8,5,24,18,,35,86,.407,8,29,.276,15,21,.714,7,37,25,16,9,13,22
