Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2012-10-31,,GSW,L,85,87,32,80,.400,4,21,.190,17,22,.773,11,44,16,10,12,18,23,,33,86,.384,5,17,.294,16,23,.696,17,49,19,9,3,18,20
2,2,2012-11-02,,DET,W,92,89,40,92,.435,2,11,.182,10,14,.714,15,52,15,6,5,12,20,,37,90,.411,4,13,.308,11,19,.579,10,39,20,2,5,9,19
3,3,2012-11-04,@,ORL,L,94,115,39,91,.429,5,19,.263,11,18,.611,17,45,19,3,10,16,17,,45,92,.489,9,11,.818,16,19,.842,13,46,26,7,1,10,17
4,4,2012-11-05,@,MIA,L,99,124,35,88,.398,7,21,.333,22,29,.759,10,38,22,11,7,11,19,,47,86,.547,15,26,.577,15,19,.789,7,49,33,7,4,15,22
5,5,2012-11-07,@,CHA,W,117,110,43,93,.462,12,27,.444,19,28,.679,22,50,29,8,11,12,24,,38,87,.437,10,22,.455,24,27,.889,15,39,26,4,12,12,20
6,6,2012-11-09,,CLE,W,107,105,38,81,.469,6,17,.353,25,33,.758,12,42,21,12,6,17,19,,37,77,.481,9,21,.429,22,27,.815,9,39,19,11,4,20,25
7,7,2012-11-10,@,UTA,L,81,94,32,87,.368,4,16,.250,13,17,.765,10,37,15,12,4,10,25,,38,78,.487,2,14,.143,16,24,.667,10,52,22,3,7,18,18
8,8,2012-11-12,,DEN,W,110,100,43,94,.457,7,12,.583,17,21,.810,15,40,29,6,4,6,19,,41,76,.539,7,16,.438,11,18,.611,9,43,26,2,10,15,21
9,9,2012-11-14,,CHI,L,106,112,42,105,.400,6,21,.286,16,17,.941,20,51,19,6,6,12,27,,44,88,.500,6,12,.500,18,25,.720,15,46,26,7,5,15,21
10,10,2012-11-16,@,LAL,L,102,114,45,92,.489,5,14,.357,7,15,.467,12,38,27,8,8,15,25,,42,89,.472,8,21,.381,22,28,.786,17,48,25,7,9,11,15
11,11,2012-11-17,,MIA,L,88,97,34,79,.430,5,18,.278,15,21,.714,9,38,16,13,3,16,18,,38,71,.535,8,19,.421,13,19,.684,4,36,20,10,3,19,21
12,12,2012-11-21,,POR,W,114,87,46,77,.597,7,17,.412,15,18,.833,7,35,22,12,3,13,18,,31,77,.403,5,19,.263,20,26,.769,13,32,14,7,2,20,21
13,13,2012-11-23,,NOH,W,111,108,44,90,.489,11,25,.440,12,19,.632,10,35,28,10,5,10,19,,40,78,.513,13,26,.500,15,18,.833,6,41,27,8,6,18,24
14,14,2012-11-25,@,PHI,L,101,104,39,83,.470,4,11,.364,19,20,.950,9,41,24,3,5,12,23,,39,81,.481,9,19,.474,17,23,.739,6,33,23,4,4,8,18
15,15,2012-11-27,@,CLE,W,91,78,37,79,.468,6,17,.353,11,18,.611,7,39,22,10,8,15,19,,30,84,.357,2,15,.133,16,22,.727,14,45,21,9,4,18,21
