Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,,DET,W,109,91,41,86,.477,3,18,.167,24,29,.828,14,51,17,8,0,11,22,,35,84,.417,4,22,.182,17,22,.773,8,40,17,8,0,13,24
2,2,2016-10-28,,CLE,L,91,94,35,90,.389,4,16,.250,17,18,.944,18,51,12,9,3,18,20,,33,79,.418,12,32,.375,16,22,.727,9,40,20,8,3,17,15
3,3,2016-10-31,,DEN,W,105,102,41,88,.466,4,16,.250,19,25,.760,11,43,16,7,9,7,28,,33,81,.407,9,22,.409,27,35,.771,11,46,14,2,9,8,18
4,4,2016-11-02,@,WAS,W,113,103,43,77,.558,10,25,.400,17,25,.680,4,31,21,16,2,13,24,,42,72,.583,3,10,.300,16,24,.667,6,36,21,8,5,20,20
5,5,2016-11-04,,MIA,W,96,87,37,84,.440,6,25,.240,16,18,.889,13,50,14,7,5,15,16,,34,88,.386,9,28,.321,10,15,.667,12,43,19,10,5,13,22
6,6,2016-11-06,,SAC,L,91,96,30,84,.357,7,30,.233,24,31,.774,13,43,22,6,5,6,26,,34,78,.436,5,16,.313,23,31,.742,13,47,21,4,5,9,22
7,7,2016-11-09,@,OKC,W,112,102,43,83,.518,11,26,.423,15,22,.682,7,35,25,10,6,11,24,,31,74,.419,12,34,.353,28,31,.903,11,39,18,6,5,19,21
8,8,2016-11-11,@,CHO,W,113,111,43,90,.478,6,22,.273,21,22,.955,8,45,18,8,5,5,21,,38,93,.409,17,41,.415,18,24,.750,18,57,22,1,4,11,16
9,9,2016-11-12,,NYK,W,118,107,39,83,.470,7,22,.318,33,38,.868,11,44,18,10,6,11,20,,44,97,.454,7,23,.304,12,16,.750,17,49,19,3,2,16,23
10,10,2016-11-15,@,CLE,L,117,121,46,96,.479,13,29,.448,12,18,.667,12,40,24,11,5,8,25,,44,83,.530,13,33,.394,20,28,.714,10,46,26,4,7,17,18
11,11,2016-11-16,,GSW,L,121,127,37,82,.451,10,25,.400,37,41,.902,13,46,16,8,1,14,22,,44,87,.506,13,36,.361,26,28,.929,7,35,33,9,7,12,25
12,12,2016-11-18,@,DEN,W,113,111,43,94,.457,8,23,.348,19,31,.613,6,44,23,8,2,11,25,,39,83,.470,4,25,.160,29,39,.744,9,59,29,7,4,19,26
13,13,2016-11-20,@,SAC,L,99,102,34,85,.400,9,24,.375,22,24,.917,16,48,16,7,6,15,21,,36,81,.444,11,27,.407,19,25,.760,4,37,26,8,8,13,18
14,14,2016-11-21,@,LAC,L,115,123,40,80,.500,8,19,.421,27,32,.844,4,32,19,10,2,11,31,,39,74,.527,10,25,.400,35,42,.833,6,42,23,5,4,14,24
15,15,2016-11-23,@,HOU,W,115,102,43,88,.489,12,23,.522,17,21,.810,15,38,28,14,7,14,15,,38,78,.487,14,42,.333,12,12,1.000,11,39,29,6,7,26,22
16,16,2016-11-25,@,MIL,W,105,99,38,82,.463,14,32,.438,15,19,.789,11,38,18,3,5,9,17,,40,79,.506,12,29,.414,7,12,.583,7,38,26,4,2,11,19
17,17,2016-11-28,,PHI,W,122,95,42,77,.545,13,19,.684,25,31,.806,8,42,22,11,8,12,14,,36,86,.419,14,34,.412,9,13,.692,12,38,27,9,4,14,21
18,18,2016-11-30,,MEM,W,120,105,38,69,.551,16,32,.500,28,33,.848,10,43,23,7,4,18,25,,36,82,.439,11,27,.407,22,26,.846,12,30,16,13,1,14,25
19,19,2016-12-02,,LAL,W,113,80,45,83,.542,12,29,.414,11,13,.846,7,44,25,8,5,10,18,,32,93,.344,6,26,.231,10,17,.588,19,46,16,6,2,16,18
20,20,2016-12-03,,ATL,W,128,84,53,92,.576,13,24,.542,9,11,.818,12,48,28,14,7,12,17,,35,88,.398,7,28,.250,7,14,.500,13,38,21,7,5,18,13
21,21,2016-12-05,,CLE,L,112,116,38,88,.432,13,32,.406,23,27,.852,10,33,22,8,5,7,22,,40,84,.476,14,32,.438,22,27,.815,13,48,21,4,3,14,21
22,22,2016-12-08,,MIN,W,124,110,43,87,.494,12,27,.444,26,33,.788,16,42,25,5,5,8,19,,45,88,.511,9,28,.321,11,15,.733,16,43,19,3,1,13,26
23,23,2016-12-09,@,BOS,W,101,94,34,82,.415,9,20,.450,24,27,.889,8,50,12,9,2,11,22,,31,83,.373,17,42,.405,15,22,.682,8,46,24,5,4,13,18
24,24,2016-12-12,,MIL,W,122,100,42,81,.519,14,25,.560,24,28,.857,14,46,26,7,2,14,18,,42,89,.472,4,24,.167,12,17,.706,12,37,27,8,3,11,20
25,25,2016-12-14,@,PHI,W,123,114,41,87,.471,10,29,.345,31,36,.861,15,39,21,9,3,9,20,,43,86,.500,9,29,.310,19,25,.760,14,43,29,5,4,14,27
26,26,2016-12-16,,ATL,L,121,125,47,86,.547,10,21,.476,17,26,.654,8,28,20,7,5,9,27,,46,86,.535,11,25,.440,22,32,.688,15,44,26,6,6,14,22
27,27,2016-12-18,@,ORL,W,109,79,43,87,.494,7,27,.259,16,21,.762,10,47,20,10,7,10,16,,34,83,.410,3,21,.143,8,9,.889,10,42,13,5,3,19,17
28,28,2016-12-20,,BRK,W,116,104,42,91,.462,8,18,.444,24,31,.774,12,48,19,13,9,13,21,,36,91,.396,10,35,.286,22,28,.786,14,52,20,9,5,16,23
29,29,2016-12-23,@,UTA,W,104,98,43,81,.531,8,21,.381,10,15,.667,5,36,12,12,4,10,19,,35,79,.443,10,27,.370,18,21,.857,9,40,21,7,2,16,16
30,30,2016-12-26,@,POR,W,95,91,32,95,.337,12,34,.353,19,24,.792,14,52,17,11,4,12,12,,35,83,.422,8,23,.348,13,18,.722,11,54,22,8,4,18,22
31,31,2016-12-28,@,GSW,L,111,121,40,103,.388,13,35,.371,18,22,.818,19,45,24,13,6,7,18,,46,81,.568,14,23,.609,15,18,.833,9,51,33,4,9,20,16
