Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,,DAL,W,130,121,47,93,.505,10,19,.526,26,34,.765,8,52,30,11,6,16,23,,45,104,.433,18,48,.375,13,18,.722,10,49,26,8,8,15,27
2,2,2016-10-28,@,BRK,L,94,103,37,98,.378,7,24,.292,13,20,.650,14,49,22,7,6,13,22,,38,87,.437,10,33,.303,17,20,.850,12,52,20,6,4,16,23
3,3,2016-10-29,@,CHI,L,101,118,43,88,.489,7,18,.389,8,9,.889,8,33,34,8,7,13,16,,45,86,.523,9,21,.429,19,21,.905,13,47,34,8,6,12,14
4,4,2016-11-01,,LAL,W,115,108,41,87,.471,10,28,.357,23,29,.793,11,43,19,10,8,15,20,,40,89,.449,6,28,.214,22,25,.880,11,44,14,8,2,19,25
5,5,2016-11-03,@,MIL,L,107,125,38,81,.469,10,23,.435,21,27,.778,10,32,29,14,4,21,23,,47,82,.573,12,27,.444,19,24,.792,12,41,32,10,6,21,23
6,6,2016-11-05,,CHI,W,111,94,46,86,.535,12,26,.462,7,12,.583,8,36,27,8,9,11,20,,34,79,.430,6,18,.333,20,25,.800,13,40,17,8,5,16,13
7,7,2016-11-07,@,CHO,L,100,122,40,94,.426,9,33,.273,11,15,.733,12,52,23,8,4,18,25,,41,84,.488,12,32,.375,28,32,.875,3,43,30,12,4,11,15
8,8,2016-11-09,,PHI,W,122,115,49,90,.544,9,19,.474,15,20,.750,7,43,25,9,6,16,17,,46,95,.484,14,36,.389,9,19,.474,10,43,23,11,6,17,21
9,9,2016-11-11,@,PHI,L,105,109,39,88,.443,5,19,.263,22,23,.957,4,40,23,14,3,13,28,,36,86,.419,11,32,.344,26,31,.839,13,54,24,7,6,19,21
10,10,2016-11-12,,BOS,L,99,105,36,86,.419,6,27,.222,21,28,.750,11,40,17,9,9,13,22,,35,80,.438,8,25,.320,27,33,.818,15,47,22,7,7,13,21
11,11,2016-11-14,,ORL,W,88,69,35,90,.389,8,25,.320,10,10,1.000,7,49,22,9,9,9,14,,27,84,.321,5,25,.200,10,13,.769,9,52,12,3,5,14,17
12,12,2016-11-16,,CLE,W,103,93,43,86,.500,10,28,.357,7,11,.636,5,40,22,8,12,10,16,,35,86,.407,11,30,.367,12,20,.600,11,51,19,3,5,18,16
13,13,2016-11-18,,PHO,L,96,116,36,76,.474,1,7,.143,23,29,.793,10,35,18,5,8,18,19,,46,97,.474,9,26,.346,15,18,.833,18,46,21,14,7,11,28
14,14,2016-11-20,@,OKC,W,115,111,40,89,.449,11,22,.500,24,31,.774,15,51,23,13,2,22,20,,44,101,.436,10,36,.278,13,18,.722,15,49,28,10,7,20,23
15,15,2016-11-21,,GSW,L,83,120,33,103,.320,6,23,.261,11,12,.917,15,49,13,5,4,11,23,,40,90,.444,13,36,.361,27,32,.844,12,60,31,9,10,12,17
16,16,2016-11-23,,ATL,L,85,96,34,84,.405,7,27,.259,10,14,.714,7,37,16,15,5,18,20,,36,85,.424,5,20,.250,19,22,.864,17,56,17,11,7,21,18
17,17,2016-11-25,,BRK,W,118,97,48,87,.552,11,26,.423,11,16,.688,9,47,25,11,5,14,19,,36,79,.456,11,34,.324,14,23,.609,9,38,24,8,4,19,17
18,18,2016-11-27,,LAC,W,91,70,40,92,.435,5,19,.263,6,7,.857,13,52,26,8,4,13,21,,22,70,.314,4,24,.167,22,27,.815,6,40,11,9,4,20,13
19,19,2016-11-30,@,POR,L,109,131,36,72,.500,6,14,.429,31,35,.886,4,32,19,3,4,15,14,,51,94,.543,12,32,.375,17,19,.895,14,40,29,13,2,6,23
20,20,2016-12-04,@,LAC,W,111,102,39,79,.494,5,14,.357,28,35,.800,5,36,21,9,2,9,24,,36,81,.444,10,30,.333,20,28,.714,16,51,19,5,7,20,24
21,21,2016-12-05,@,GSW,L,106,142,35,85,.412,3,15,.200,33,35,.943,9,40,20,10,5,14,21,,54,104,.519,14,37,.378,20,26,.769,16,54,45,12,13,11,22
22,22,2016-12-07,@,PHO,W,109,94,35,78,.449,7,23,.304,32,41,.780,12,49,16,11,3,18,16,,34,85,.400,9,33,.273,17,18,.944,9,40,17,14,4,19,31
23,23,2016-12-09,@,DAL,L,103,111,32,69,.464,14,25,.560,25,26,.962,4,38,21,5,4,13,18,,39,80,.488,15,32,.469,18,24,.750,5,33,23,8,1,8,19
