Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,@,PHO,W,113,94,44,86,.512,6,21,.286,19,26,.731,10,41,24,5,5,13,20,,36,77,.468,4,16,.250,18,27,.667,10,41,20,6,3,18,29
2,2,2016-10-27,,SAS,L,94,102,28,70,.400,6,20,.300,32,38,.842,6,40,22,7,0,15,21,,36,79,.456,6,18,.333,24,27,.889,9,40,23,10,8,9,26
3,3,2016-10-29,,MIN,W,106,103,39,85,.459,9,26,.346,19,25,.760,11,31,24,6,5,13,24,,37,70,.529,7,22,.318,22,31,.710,7,36,19,6,5,11,25
4,4,2016-10-31,@,ATL,L,95,106,36,75,.480,10,23,.435,13,19,.684,6,38,26,10,6,19,34,,33,79,.418,11,30,.367,29,47,.617,17,43,24,11,6,13,20
5,5,2016-11-01,@,MIA,L,96,108,34,89,.382,5,23,.217,23,27,.852,9,53,12,4,4,15,23,,37,86,.430,13,29,.448,21,29,.724,6,45,24,10,9,15,21
6,6,2016-11-03,@,ORL,L,94,102,38,80,.475,7,18,.389,11,17,.647,11,39,17,8,1,14,23,,38,84,.452,10,30,.333,16,23,.696,13,44,24,5,4,14,14
7,7,2016-11-05,@,MIL,L,91,117,33,84,.393,10,28,.357,15,19,.789,13,36,27,8,3,14,19,,41,82,.500,14,33,.424,21,25,.840,17,53,28,12,10,15,22
8,8,2016-11-06,@,TOR,W,96,91,34,78,.436,5,16,.313,23,31,.742,13,47,21,4,5,9,22,,30,84,.357,7,30,.233,24,31,.774,13,43,22,6,5,6,26
9,9,2016-11-08,,NOP,W,102,94,39,81,.481,8,25,.320,16,20,.800,5,39,24,7,5,10,21,,38,84,.452,5,21,.238,13,18,.722,7,40,23,5,9,10,23
10,10,2016-11-10,,LAL,L,91,101,34,85,.400,8,21,.381,15,20,.750,11,43,18,13,3,15,19,,38,74,.514,9,27,.333,16,22,.727,4,42,18,8,2,21,19
11,11,2016-11-11,@,POR,L,120,122,43,88,.489,6,21,.286,28,35,.800,13,48,18,7,3,15,21,,45,86,.523,13,33,.394,19,27,.704,7,36,29,8,4,11,24
12,12,2016-11-16,,SAS,L,105,110,36,76,.474,9,20,.450,24,31,.774,10,46,21,5,3,16,17,,43,88,.489,11,30,.367,13,17,.765,9,37,29,11,7,11,21
13,13,2016-11-18,,LAC,L,115,121,38,86,.442,10,26,.385,29,35,.829,9,37,21,7,4,14,24,,40,76,.526,13,29,.448,28,34,.824,5,37,27,7,6,14,24
14,14,2016-11-20,,TOR,W,102,99,36,81,.444,11,27,.407,19,25,.760,4,37,26,8,8,13,18,,34,85,.400,9,24,.375,22,24,.917,16,48,16,7,6,15,21
15,15,2016-11-23,,OKC,W,116,101,44,94,.468,12,28,.429,16,17,.941,11,46,26,4,1,11,23,,32,76,.421,7,25,.280,30,38,.789,5,38,18,7,7,9,21
16,16,2016-11-25,,HOU,L,104,117,39,80,.488,9,32,.281,17,21,.810,4,37,24,7,6,14,18,,40,85,.471,21,50,.420,16,20,.800,8,42,27,8,2,14,19
17,17,2016-11-27,@,BRK,W,122,105,46,86,.535,13,23,.565,17,22,.773,9,45,24,11,3,13,12,,38,87,.437,16,40,.400,13,14,.929,9,42,19,7,1,15,21
18,18,2016-11-28,@,WAS,L,95,101,38,93,.409,3,21,.143,16,26,.615,13,44,20,15,4,20,24,,35,85,.412,10,25,.400,21,26,.808,11,49,22,11,7,23,23
19,19,2016-12-02,@,BOS,L,92,97,33,88,.375,6,26,.231,20,25,.800,14,51,22,9,10,14,16,,36,88,.409,11,28,.393,14,15,.933,11,45,25,10,9,13,22
20,20,2016-12-04,@,NYK,L,98,106,31,97,.320,9,28,.321,27,31,.871,18,51,18,13,5,11,17,,39,88,.443,11,29,.379,17,24,.708,14,58,20,5,10,18,25
21,21,2016-12-07,@,DAL,W,120,89,47,84,.560,10,22,.455,16,21,.762,6,40,28,10,3,14,23,,32,78,.410,10,30,.333,15,20,.750,9,40,17,7,5,20,22
22,22,2016-12-09,,NYK,L,100,103,35,87,.402,7,28,.250,23,27,.852,6,39,24,10,1,7,20,,36,84,.429,10,29,.345,21,25,.840,12,54,22,3,6,16,25
23,23,2016-12-10,@,UTA,L,84,104,34,90,.378,9,26,.346,7,13,.538,12,34,17,10,4,10,14,,37,77,.481,13,29,.448,17,18,.944,13,54,23,9,10,22,16
24,24,2016-12-12,,LAL,W,116,92,47,84,.560,10,23,.435,12,21,.571,13,47,23,16,6,21,20,,33,84,.393,10,23,.435,16,21,.762,17,39,18,12,3,19,16
