Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2014-10-29,,BRK,W,121,105,49,88,.557,8,22,.364,15,23,.652,9,35,28,11,5,12,25,,39,80,.488,7,19,.368,20,26,.769,9,39,20,6,7,20,21
2,2,2014-11-01,@,HOU,L,90,104,37,98,.378,1,25,.040,15,18,.833,14,44,20,10,8,10,26,,32,76,.421,12,34,.353,28,40,.700,10,49,20,9,8,17,24
3,3,2014-11-03,@,DAL,L,113,118,45,102,.441,11,31,.355,12,16,.750,22,49,29,9,6,17,21,,44,82,.537,14,25,.560,16,20,.800,7,36,24,5,9,17,17
4,4,2014-11-05,,TOR,L,107,110,40,78,.513,10,26,.385,17,18,.944,17,55,22,5,3,27,25,,42,87,.483,7,16,.438,19,23,.826,6,24,18,11,4,7,18
5,5,2014-11-07,,IND,W,101,98,39,85,.459,9,27,.333,14,16,.875,9,38,26,6,3,12,19,,40,88,.455,5,19,.263,13,13,1.000,14,42,18,2,6,13,17
6,6,2014-11-08,@,CHI,W,106,101,42,81,.519,7,19,.368,15,20,.750,7,45,25,6,3,12,17,,42,92,.457,8,18,.444,9,15,.600,11,38,26,5,2,8,16
7,7,2014-11-12,,OKC,L,94,109,37,83,.446,9,33,.273,11,13,.846,7,35,28,5,3,8,20,,40,82,.488,10,24,.417,19,22,.864,8,41,23,1,3,8,13
8,8,2014-11-14,,CLE,L,121,122,48,88,.545,6,20,.300,19,23,.826,8,39,32,7,1,14,26,,43,85,.506,8,23,.348,28,37,.757,8,40,22,5,5,11,21
9,9,2014-11-17,,PHO,L,114,118,45,87,.517,4,10,.400,20,31,.645,11,44,28,10,4,18,19,,48,93,.516,9,21,.429,13,16,.813,8,40,30,11,2,18,23
10,10,2014-11-19,@,PHI,W,101,90,41,83,.494,6,20,.300,13,21,.619,7,44,32,11,4,15,19,,34,86,.395,7,21,.333,15,21,.714,9,44,22,10,2,15,20
11,11,2014-11-21,@,MEM,L,100,117,38,88,.432,9,27,.333,15,21,.714,9,38,22,7,7,12,14,,48,91,.527,8,16,.500,13,14,.929,9,50,31,4,4,14,16
12,12,2014-11-23,,POR,L,88,94,37,95,.389,5,23,.217,9,12,.750,12,46,17,12,1,8,15,,37,86,.430,7,19,.368,13,15,.867,10,55,20,7,3,16,13
13,13,2014-11-28,,CHI,L,102,109,37,92,.402,6,22,.273,22,29,.759,12,42,20,7,2,13,30,,37,90,.411,5,17,.294,30,37,.811,18,52,18,5,13,13,21
