Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-25,@,GSW,W,129,100,47,98,.480,12,24,.500,23,26,.885,21,55,25,13,3,13,19,,40,85,.471,7,33,.212,13,18,.722,8,35,24,11,6,16,19
2,2,2016-10-27,@,SAC,W,102,94,36,79,.456,6,18,.333,24,27,.889,9,40,23,10,8,9,26,,28,70,.400,6,20,.300,32,38,.842,6,40,22,7,0,15,21
3,3,2016-10-29,,NOP,W,98,79,35,83,.422,10,24,.417,18,23,.783,6,50,21,6,7,9,15,,32,86,.372,4,22,.182,11,15,.733,7,45,14,6,5,9,19
4,4,2016-10-30,@,MIA,W,106,99,37,82,.451,10,18,.556,22,26,.846,14,44,20,4,5,15,26,,37,80,.463,7,20,.350,18,26,.692,6,36,19,7,6,12,24
5,5,2016-11-01,,UTA,L,91,106,33,76,.434,6,20,.300,19,21,.905,4,34,19,6,5,9,15,,38,76,.500,15,31,.484,15,18,.833,2,39,22,5,8,10,20
6,6,2016-11-04,@,UTA,W,100,86,37,83,.446,6,20,.300,20,22,.909,9,49,17,9,8,11,25,,30,80,.375,11,26,.423,15,24,.625,9,42,15,7,4,12,19
7,7,2016-11-05,,LAC,L,92,116,30,74,.405,10,25,.400,22,25,.880,7,40,19,5,5,15,18,,47,91,.516,9,23,.391,13,14,.929,7,41,24,8,6,8,19
8,8,2016-11-09,,HOU,L,99,101,33,84,.393,7,23,.304,26,30,.867,10,39,22,14,5,10,15,,37,78,.474,10,30,.333,17,22,.773,8,45,25,7,4,19,24
9,9,2016-11-11,,DET,W,96,86,36,81,.444,9,20,.450,15,19,.789,10,45,24,8,2,8,13,,32,76,.421,5,25,.200,17,21,.810,9,42,14,2,4,11,14
10,10,2016-11-12,@,HOU,W,106,100,41,76,.539,5,18,.278,19,24,.792,2,35,21,6,11,10,19,,34,89,.382,15,47,.319,17,21,.810,16,46,22,6,4,14,19
11,11,2016-11-14,,MIA,W,94,90,33,82,.402,8,15,.533,20,27,.741,14,52,24,4,7,17,15,,37,84,.440,4,15,.267,12,21,.571,10,41,22,14,8,13,23
12,12,2016-11-16,@,SAC,W,110,105,43,88,.489,11,30,.367,13,17,.765,9,37,29,11,7,11,21,,36,76,.474,9,20,.450,24,31,.774,10,46,21,5,3,16,17
13,13,2016-11-18,@,LAL,W,116,107,44,78,.564,10,24,.417,18,19,.947,3,34,30,8,6,12,18,,39,87,.448,12,25,.480,17,21,.810,15,45,24,6,1,13,21
14,14,2016-11-21,,DAL,W,96,91,35,75,.467,8,20,.400,18,25,.720,8,39,24,9,1,13,18,,35,74,.473,8,27,.296,13,20,.650,10,40,16,10,3,17,23
15,15,2016-11-23,@,CHO,W,119,114,44,86,.512,13,31,.419,18,20,.900,8,34,28,9,8,9,18,,45,89,.506,11,20,.550,13,18,.722,12,44,30,3,3,15,16
16,16,2016-11-25,@,BOS,W,109,103,38,81,.469,11,24,.458,22,25,.880,13,45,24,4,8,16,12,,42,91,.462,12,34,.353,7,9,.778,8,36,32,8,4,10,21
17,17,2016-11-26,@,WAS,W,112,100,40,75,.533,9,24,.375,23,29,.793,6,38,22,7,6,14,17,,42,88,.477,6,22,.273,10,14,.714,12,40,21,11,1,12,26
18,18,2016-11-29,,ORL,L,83,95,28,76,.368,5,20,.250,22,26,.846,10,45,19,9,4,18,17,,39,86,.453,6,15,.400,11,12,.917,9,40,25,12,4,13,21
19,19,2016-11-30,@,DAL,W,94,87,33,71,.465,11,19,.579,17,24,.708,7,42,16,7,6,11,11,,33,77,.429,10,30,.333,11,14,.786,8,37,16,5,3,11,18
20,20,2016-12-02,,WAS,W,107,105,39,80,.488,8,20,.400,21,33,.636,12,37,27,11,4,15,17,,41,81,.506,7,11,.636,16,18,.889,9,43,25,13,3,18,26
21,21,2016-12-05,@,MIL,W,97,96,40,93,.430,8,28,.286,9,14,.643,12,46,26,6,5,14,22,,30,73,.411,6,24,.250,30,34,.882,7,43,16,4,7,14,16
22,22,2016-12-06,@,MIN,W,105,91,39,74,.527,11,24,.458,16,19,.842,3,35,21,8,3,11,20,,36,82,.439,7,20,.350,12,18,.667,11,41,19,4,2,15,20
23,23,2016-12-08,@,CHI,L,91,95,39,97,.402,9,28,.321,4,5,.800,11,43,21,12,8,12,18,,35,80,.438,4,17,.235,21,27,.778,11,51,24,7,5,20,13
24,24,2016-12-10,,BRK,W,130,101,50,94,.532,14,26,.538,16,18,.889,8,49,38,11,7,10,18,,36,87,.414,7,27,.259,22,25,.880,11,47,21,6,2,16,16
25,25,2016-12-14,,BOS,W,108,101,44,80,.550,8,22,.364,12,14,.857,5,38,33,9,3,16,17,,37,84,.440,10,31,.323,17,20,.850,8,35,25,12,3,12,13
26,26,2016-12-15,@,PHO,W,107,92,39,74,.527,5,16,.313,24,26,.923,9,50,19,6,2,20,20,,34,85,.400,10,27,.370,14,18,.778,11,35,15,9,3,13,25
27,27,2016-12-18,,NOP,W,113,100,42,86,.488,11,22,.500,18,22,.818,12,49,31,6,6,13,15,,41,89,.461,10,26,.385,8,14,.571,8,37,29,8,6,10,17
28,28,2016-12-20,@,HOU,W,102,100,36,77,.468,12,23,.522,18,25,.720,10,43,21,13,5,19,17,,35,92,.380,6,38,.158,24,27,.889,20,51,22,10,5,16,17
29,29,2016-12-22,@,LAC,L,101,106,37,92,.402,6,19,.316,21,25,.840,18,55,19,8,7,12,23,,39,83,.470,11,28,.393,17,22,.773,6,40,18,8,6,12,22
30,30,2016-12-23,@,POR,W,110,90,39,78,.500,12,20,.600,20,21,.952,13,45,19,9,3,12,17,,35,79,.443,12,30,.400,8,16,.500,10,33,21,8,2,15,19
31,31,2016-12-25,,CHI,W,119,100,48,85,.565,9,18,.500,14,19,.737,11,43,30,7,3,13,19,,39,86,.453,7,18,.389,15,20,.750,14,38,20,9,1,14,19
32,32,2016-12-28,,PHO,W,119,98,47,87,.540,5,17,.294,20,25,.800,16,46,20,11,7,16,20,,36,74,.486,7,16,.438,19,24,.792,7,33,20,11,4,21,25
33,33,2016-12-30,,POR,W,110,94,39,78,.500,11,22,.500,21,25,.840,11,48,22,7,5,16,18,,35,77,.455,6,20,.300,18,21,.857,2,25,19,10,3,11,23
34,34,2017-01-01,@,ATL,L,112,114,42,90,.467,9,27,.333,19,22,.864,9,47,27,5,6,12,21,,42,92,.457,14,28,.500,16,27,.593,11,46,25,6,6,11,21
35,35,2017-01-03,,TOR,W,110,82,43,78,.551,13,24,.542,11,15,.733,6,43,32,7,15,15,18,,31,83,.373,4,18,.222,16,22,.727,14,43,8,8,4,12,17
36,36,2017-01-05,@,DEN,W,127,99,51,90,.567,12,24,.500,13,17,.765,7,41,34,5,8,7,15,,39,86,.453,7,25,.280,14,17,.824,11,38,25,7,3,13,17
37,37,2017-01-07,,CHO,W,102,85,36,89,.404,13,34,.382,17,20,.850,9,43,29,9,8,7,21,,30,75,.400,4,21,.190,21,25,.840,8,48,18,5,4,15,14
38,38,2017-01-10,,MIL,L,107,109,42,88,.477,12,30,.400,11,14,.786,13,41,22,5,7,14,10,,44,84,.524,10,19,.526,11,13,.846,11,38,32,8,6,12,18
