Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2013-10-29,,CHI,W,107,95,37,72,.514,11,20,.550,22,29,.759,5,40,26,10,7,18,21,,35,83,.422,7,26,.269,18,23,.783,11,41,23,11,4,18,27
2,2,2013-10-30,@,PHI,L,110,114,42,85,.494,16,40,.400,10,13,.769,7,31,30,7,0,19,25,,43,80,.538,8,21,.381,20,24,.833,8,40,24,16,1,18,21
3,3,2013-11-01,@,BRK,L,100,101,32,67,.478,7,14,.500,29,36,.806,4,30,24,10,2,15,29,,33,68,.485,8,16,.500,27,39,.692,7,40,21,5,5,18,29
4,4,2013-11-03,,WAS,W,103,93,37,70,.529,11,27,.407,18,27,.667,8,32,32,9,6,16,18,,35,82,.427,12,30,.400,11,16,.688,17,41,22,8,2,20,26
5,5,2013-11-05,@,TOR,W,104,95,41,83,.494,10,23,.435,12,14,.857,10,38,31,7,4,11,27,,31,72,.431,6,21,.286,27,33,.818,13,40,15,4,1,15,21
6,6,2013-11-07,,LAC,W,102,97,38,71,.535,5,16,.313,21,33,.636,8,30,27,6,3,16,23,,36,73,.493,8,24,.333,17,21,.810,9,38,22,8,1,17,30
7,7,2013-11-09,,BOS,L,110,111,41,71,.577,5,10,.500,23,34,.676,4,31,26,4,7,10,13,,46,89,.517,10,21,.476,9,12,.750,11,39,24,4,5,12,25
8,8,2013-11-12,,MIL,W,118,95,46,79,.582,12,23,.522,14,24,.583,5,40,29,9,7,13,17,,33,79,.418,11,30,.367,18,21,.857,8,34,19,10,1,18,15
9,9,2013-11-15,,DAL,W,110,104,40,74,.541,5,13,.385,25,30,.833,4,34,17,19,5,16,15,,37,74,.500,12,28,.429,18,21,.857,6,34,22,11,6,24,20
10,10,2013-11-16,@,CHA,W,97,81,35,69,.507,6,15,.400,21,23,.913,6,43,18,5,8,15,22,,29,83,.349,8,27,.296,15,20,.750,10,36,20,5,3,8,20
11,11,2013-11-19,,ATL,W,104,88,41,81,.506,10,21,.476,12,19,.632,10,37,26,13,4,15,17,,33,74,.446,11,24,.458,11,15,.733,13,39,22,8,3,24,21
12,12,2013-11-20,@,ORL,W,120,92,38,74,.514,15,24,.625,29,32,.906,12,40,27,12,6,21,15,,29,71,.408,15,29,.517,19,21,.905,7,25,19,13,5,24,23
13,13,2013-11-23,,ORL,W,101,99,37,78,.474,6,25,.240,21,26,.808,4,33,19,6,3,12,19,,34,73,.466,10,23,.435,21,29,.724,10,41,19,8,3,16,23
14,14,2013-11-25,,PHO,W,107,92,39,79,.494,7,22,.318,22,24,.917,7,38,20,9,4,14,17,,33,83,.398,8,32,.250,18,24,.750,14,45,17,10,1,15,18
15,15,2013-11-27,@,CLE,W,95,84,35,72,.486,4,19,.211,21,25,.840,2,41,23,11,7,14,19,,29,83,.349,10,28,.357,16,24,.667,12,47,19,7,2,18,18
16,16,2013-11-29,@,TOR,W,90,83,36,76,.474,9,22,.409,9,13,.692,3,36,24,10,4,19,30,,28,73,.384,8,30,.267,19,32,.594,10,43,16,8,5,17,18
17,17,2013-12-01,,CHA,W,99,98,36,69,.522,8,18,.444,19,25,.760,4,34,19,8,9,14,19,,35,76,.461,4,15,.267,24,28,.857,6,39,16,8,2,14,20
18,18,2013-12-03,,DET,L,97,107,36,82,.439,9,28,.321,16,23,.696,13,34,19,12,3,19,18,,41,80,.513,7,16,.438,18,26,.692,13,46,21,11,5,18,19
19,19,2013-12-05,@,CHI,L,87,107,32,77,.416,6,22,.273,17,24,.708,6,27,16,9,5,9,25,,37,74,.500,10,19,.526,23,32,.719,13,49,24,3,2,15,20
20,20,2013-12-07,@,MIN,W,103,82,43,78,.551,4,18,.222,13,19,.684,7,44,23,11,8,20,28,,24,82,.293,5,22,.227,29,39,.744,17,45,13,11,1,18,15
21,21,2013-12-08,@,DET,W,110,95,40,72,.556,11,28,.393,19,21,.905,5,34,26,8,3,17,18,,36,85,.424,7,20,.350,16,22,.727,16,43,17,10,2,17,21
22,22,2013-12-10,@,IND,L,84,90,33,77,.429,4,21,.190,14,20,.700,6,33,20,13,6,12,21,,34,67,.507,5,15,.333,17,25,.680,9,43,22,7,2,21,21
23,23,2013-12-14,,CLE,W,114,107,42,76,.553,8,21,.381,22,30,.733,9,40,24,10,9,14,21,,39,84,.464,10,29,.345,19,25,.760,12,39,18,7,1,15,20
24,24,2013-12-16,,UTA,W,117,94,45,71,.634,6,15,.400,21,26,.808,6,41,28,10,8,14,14,,39,84,.464,5,18,.278,11,17,.647,11,33,17,7,2,14,20
25,25,2013-12-18,,IND,W,97,94,37,77,.481,5,21,.238,18,22,.818,5,37,21,11,0,12,20,,32,73,.438,5,14,.357,25,28,.893,6,36,13,9,2,14,21
26,26,2013-12-20,,SAC,W,122,103,51,83,.614,10,23,.435,10,14,.714,7,39,32,15,3,17,16,,43,74,.581,7,22,.318,10,24,.417,7,32,25,14,1,20,16
27,27,2013-12-23,,ATL,W,121,119,46,91,.505,10,29,.345,19,29,.655,13,44,20,8,6,13,19,,44,91,.484,17,34,.500,14,19,.737,13,46,29,7,4,18,26
28,28,2013-12-25,@,LAL,W,101,95,41,80,.513,9,27,.333,10,17,.588,7,43,29,9,2,12,20,,33,79,.418,14,36,.389,15,26,.577,12,47,15,8,4,17,19
29,29,2013-12-27,@,SAC,L,103,108,38,86,.442,11,32,.344,16,21,.762,4,35,23,9,5,16,23,,41,83,.494,5,20,.250,21,25,.840,10,51,23,5,4,22,21
30,30,2013-12-28,@,POR,W,108,107,45,88,.511,8,14,.571,10,11,.909,7,36,24,13,1,12,13,,39,77,.506,11,26,.423,18,21,.857,7,41,32,6,6,17,12
31,31,2013-12-30,@,DEN,W,97,94,34,67,.507,11,23,.478,18,28,.643,5,31,23,7,4,13,13,,38,81,.469,8,20,.400,10,11,.909,8,37,23,6,2,13,21
32,32,2014-01-02,,GSW,L,114,123,40,78,.513,8,18,.444,26,31,.839,5,31,20,10,2,15,19,,46,82,.561,15,29,.517,16,19,.842,6,40,29,9,1,18,24
33,33,2014-01-04,@,ORL,W,110,94,40,74,.541,6,16,.375,24,31,.774,7,40,23,9,2,15,16,,33,80,.413,8,26,.308,20,24,.833,12,41,16,6,3,15,24
34,34,2014-01-05,,TOR,W,102,97,38,81,.469,3,11,.273,23,27,.852,14,42,17,8,2,10,24,,39,77,.506,7,22,.318,12,21,.571,7,34,24,5,7,13,23
35,35,2014-01-07,,NOP,W,107,88,40,78,.513,9,27,.333,18,23,.783,9,39,24,6,2,12,18,,36,77,.468,3,9,.333,13,17,.765,12,41,18,9,4,16,22
36,36,2014-01-09,@,NYK,L,92,102,37,68,.544,7,21,.333,11,21,.524,4,32,20,7,4,15,13,,44,82,.537,9,24,.375,5,10,.500,10,43,25,8,1,10,19
37,37,2014-01-10,@,BRK,L,95,104,34,80,.425,6,23,.261,21,27,.778,11,39,19,5,2,14,24,,40,86,.465,7,20,.350,17,21,.810,13,49,21,7,4,13,22
38,38,2014-01-15,@,WAS,L,97,114,37,84,.440,7,25,.280,16,17,.941,9,35,22,6,1,12,19,,41,75,.547,10,22,.455,22,26,.846,7,41,30,7,7,12,19
39,39,2014-01-17,@,PHI,W,101,86,38,80,.475,8,23,.348,17,20,.850,12,38,30,13,12,17,25,,31,84,.369,2,20,.100,22,37,.595,19,45,16,11,4,23,18
40,40,2014-01-18,@,CHA,W,104,96,39,79,.494,7,21,.333,19,29,.655,8,43,16,5,5,12,23,,36,75,.480,7,17,.412,17,23,.739,4,34,31,6,6,13,23
41,41,2014-01-20,@,ATL,L,114,121,38,78,.487,15,33,.455,23,28,.821,8,37,28,9,2,17,26,,42,81,.519,12,31,.387,25,27,.926,7,38,33,8,1,13,26
42,42,2014-01-21,,BOS,W,93,86,38,74,.514,5,20,.250,12,16,.750,7,33,22,7,5,14,18,,33,84,.393,5,27,.185,15,18,.833,17,46,17,8,3,16,19
43,43,2014-01-23,,LAL,W,109,102,45,78,.577,8,20,.400,11,23,.478,12,48,25,7,4,18,23,,40,88,.455,9,25,.360,13,21,.619,13,35,21,12,1,11,17
44,44,2014-01-26,,SAS,W,113,101,43,74,.581,8,19,.421,19,20,.950,7,37,28,6,5,14,22,,38,76,.500,6,22,.273,19,23,.826,6,28,24,8,4,12,17
45,45,2014-01-29,,OKC,L,95,112,37,72,.514,3,19,.158,18,22,.818,10,37,20,4,2,20,15,,41,80,.513,16,27,.593,14,19,.737,11,34,23,13,2,12,16
46,46,2014-02-01,@,NYK,W,106,91,41,76,.539,8,23,.348,16,24,.667,7,34,18,10,3,13,20,,33,67,.493,11,26,.423,14,23,.609,9,33,14,7,4,17,22
47,47,2014-02-03,,DET,W,102,96,39,85,.459,7,20,.350,17,21,.810,13,44,24,13,6,20,22,,34,83,.410,6,18,.333,22,29,.759,19,51,19,11,4,21,20
48,48,2014-02-05,@,LAC,W,116,112,41,78,.526,13,31,.419,21,26,.808,7,31,33,11,5,15,32,,37,86,.430,7,25,.280,31,42,.738,21,52,26,8,2,20,24
49,49,2014-02-08,@,UTA,L,89,94,29,67,.433,7,23,.304,24,30,.800,5,32,19,8,2,10,17,,36,74,.486,10,25,.400,12,19,.632,10,41,23,9,1,12,25
