Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2012-10-31,,SAC,W,93,87,33,79,.418,2,9,.222,25,33,.758,14,46,21,8,10,18,19,,34,84,.405,6,17,.353,13,16,.813,11,40,14,10,5,19,29
2,2,2012-11-02,@,CLE,W,115,86,44,69,.638,4,10,.400,23,30,.767,5,41,34,7,4,17,21,,32,79,.405,8,20,.400,14,27,.519,11,33,23,7,1,17,25
3,3,2012-11-03,,NOH,L,82,89,29,88,.330,3,17,.176,21,25,.840,15,41,21,11,6,12,20,,32,75,.427,5,18,.278,20,23,.870,9,44,13,7,9,16,21
4,4,2012-11-06,,ORL,W,99,93,40,84,.476,2,6,.333,17,24,.708,9,43,27,7,7,9,12,,36,86,.419,8,19,.421,13,17,.765,11,43,23,4,5,11,22
5,5,2012-11-08,,OKC,L,91,97,35,84,.417,5,15,.333,16,18,.889,12,41,22,6,3,20,19,,36,73,.493,5,13,.385,20,21,.952,8,38,23,10,8,22,19
6,6,2012-11-10,,MIN,W,87,80,34,80,.425,6,13,.462,13,16,.813,14,47,19,6,9,14,19,,33,85,.388,3,13,.231,11,15,.733,13,40,23,7,3,11,20
7,7,2012-11-12,,BOS,L,95,101,34,74,.459,3,9,.333,24,31,.774,8,40,24,6,1,13,15,,41,81,.506,3,16,.188,16,16,1.000,6,34,28,9,5,8,24
8,8,2012-11-14,@,PHO,W,112,106,44,88,.500,6,12,.500,18,25,.720,15,46,26,7,5,15,21,,42,105,.400,6,21,.286,16,17,.941,20,51,19,6,6,12,27
9,9,2012-11-17,@,LAC,L,80,101,30,89,.337,2,14,.143,18,22,.818,21,45,18,7,4,15,20,,37,75,.493,5,16,.313,22,30,.733,10,41,21,10,10,12,20
10,10,2012-11-18,@,POR,L,94,102,37,75,.493,4,16,.250,16,18,.889,6,35,25,9,3,19,20,,39,79,.494,9,22,.409,15,20,.750,10,34,15,8,1,16,17
11,11,2012-11-21,@,HOU,L,89,93,38,95,.400,2,16,.125,11,19,.579,16,48,20,11,7,14,22,,32,74,.432,7,19,.368,22,31,.710,10,45,15,8,6,23,18
12,12,2012-11-24,@,MIL,W,93,86,32,82,.390,4,16,.250,25,26,.962,20,54,17,4,2,16,18,,38,88,.432,3,17,.176,7,10,.700,10,40,20,10,10,9,20
13,13,2012-11-26,,MIL,L,92,93,35,80,.438,5,11,.455,17,19,.895,14,40,21,8,6,15,21,,39,85,.459,3,15,.200,12,19,.632,13,36,23,4,12,12,17
14,14,2012-11-28,,DAL,W,101,78,34,69,.493,6,10,.600,27,33,.818,10,44,24,8,6,19,19,,28,81,.346,4,18,.222,18,20,.900,11,30,18,10,6,14,26
15,15,2012-12-01,,PHI,W,93,88,38,81,.469,4,7,.571,13,21,.619,12,50,28,4,6,13,16,,36,82,.439,3,12,.250,13,18,.722,11,37,17,10,5,11,19
16,16,2012-12-04,,IND,L,76,80,28,73,.384,4,12,.333,16,20,.800,13,46,18,3,7,19,21,,29,80,.363,2,10,.200,20,27,.741,16,46,17,10,4,12,21
17,17,2012-12-05,@,CLE,W,95,85,34,72,.472,4,15,.267,23,27,.852,10,45,22,5,6,15,24,,31,85,.365,5,16,.313,18,25,.720,14,41,15,8,2,10,18
