Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2012-11-02,@,BOS,W,99,88,40,86,.465,8,18,.444,11,12,.917,11,46,26,12,5,18,17,,33,74,.446,5,14,.357,17,21,.810,6,36,22,9,4,18,18
2,2,2012-11-03,,CLE,W,105,102,41,79,.519,9,24,.375,14,21,.667,3,37,32,8,9,15,18,,39,83,.470,6,16,.375,18,29,.621,9,42,19,9,0,15,21
3,3,2012-11-07,,MEM,L,90,108,35,91,.385,6,15,.400,14,21,.667,16,41,22,10,9,10,18,,44,83,.530,6,16,.375,14,19,.737,11,49,28,7,5,14,20
4,4,2012-11-09,@,WAS,W,101,91,40,78,.513,6,15,.400,15,19,.789,6,38,21,11,6,21,21,,34,78,.436,4,18,.222,19,22,.864,10,36,23,13,4,20,24
5,5,2012-11-10,,BOS,L,92,96,35,88,.398,3,19,.158,19,26,.731,16,44,20,7,3,11,25,,32,72,.444,5,15,.333,27,34,.794,7,40,20,4,4,14,22
6,6,2012-11-12,@,PHI,W,105,96,41,80,.513,7,20,.350,16,18,.889,6,48,25,8,7,23,19,,37,85,.435,10,24,.417,12,16,.750,4,31,22,13,3,15,14
7,7,2012-11-14,,IND,W,99,85,38,91,.418,3,16,.188,20,25,.800,14,46,24,11,8,6,22,,30,80,.375,5,20,.250,20,31,.645,16,53,19,3,4,19,18
8,8,2012-11-17,,NOH,W,117,113,43,93,.462,13,25,.520,18,24,.750,16,41,28,9,4,11,18,,41,77,.532,10,21,.476,21,22,.955,8,36,32,4,2,19,26
9,9,2012-11-19,@,CHA,L,98,102,44,93,.473,2,16,.125,8,11,.727,9,39,26,5,12,14,27,,36,82,.439,3,11,.273,27,30,.900,11,44,22,7,5,16,14
10,10,2012-11-21,@,MIA,L,106,113,46,109,.422,5,29,.172,9,12,.750,16,47,18,9,3,11,21,,41,86,.477,8,18,.444,23,33,.697,12,54,25,7,4,15,13
11,11,2012-11-24,,CHI,L,86,93,38,88,.432,3,17,.176,7,10,.700,10,40,20,10,10,9,20,,32,82,.390,4,16,.250,25,26,.962,20,54,17,4,2,16,18
12,12,2012-11-26,@,CHI,W,93,92,39,85,.459,3,15,.200,12,19,.632,13,36,23,4,12,12,17,,35,80,.438,5,11,.455,17,19,.895,14,40,21,8,6,15,21
13,13,2012-11-28,,NYK,L,88,102,33,72,.458,5,13,.385,17,21,.810,5,36,24,8,4,17,20,,35,73,.479,11,21,.524,21,25,.840,8,38,18,11,1,14,20
14,14,2012-11-30,@,MIN,L,85,95,34,93,.366,5,18,.278,12,16,.750,13,47,14,10,14,11,24,,34,87,.391,8,19,.421,19,27,.704,16,56,15,6,6,15,13
15,15,2012-12-01,,BOS,W,91,88,36,79,.456,4,13,.308,15,20,.750,9,42,24,6,6,14,13,,34,82,.415,6,19,.316,14,17,.824,11,43,26,8,9,16,19
16,16,2012-12-03,@,NOH,L,81,102,29,76,.382,8,19,.421,15,23,.652,19,40,20,5,9,16,16,,43,82,.524,5,12,.417,11,11,1.000,13,37,29,11,2,8,23
17,17,2012-12-05,@,SAS,L,99,110,35,84,.417,5,12,.417,24,29,.828,8,36,24,11,4,11,21,,40,85,.471,6,21,.286,24,28,.857,14,53,27,6,4,17,20
18,18,2012-12-07,,CHA,W,108,93,38,94,.404,6,14,.429,26,32,.813,23,59,20,5,14,10,17,,36,81,.444,3,13,.231,18,32,.563,14,45,18,9,6,11,23
19,19,2012-12-09,@,BRK,W,97,88,33,71,.465,7,16,.438,24,30,.800,6,33,21,14,7,18,19,,32,79,.405,7,25,.280,17,23,.739,12,44,22,9,5,20,20
20,20,2012-12-12,,SAC,W,98,85,39,96,.406,6,17,.353,14,24,.583,24,60,22,8,6,9,18,,32,86,.372,3,19,.158,18,21,.857,16,50,14,3,6,17,20
21,21,2012-12-14,@,CLE,W,90,86,33,83,.398,5,15,.333,19,27,.704,18,43,23,16,7,17,18,,32,81,.395,9,18,.500,13,14,.929,15,46,21,11,4,24,22
