Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,@,TOR,L,91,109,35,84,.417,4,22,.182,17,22,.773,8,40,17,8,0,13,24,,41,86,.477,3,18,.167,24,29,.828,14,51,17,8,0,11,22
2,2,2016-10-28,,ORL,W,108,82,48,95,.505,7,19,.368,5,6,.833,9,53,27,8,4,12,11,,33,95,.347,8,26,.308,8,12,.667,14,44,20,8,3,9,13
3,3,2016-10-30,,MIL,W,98,83,39,88,.443,5,20,.250,15,20,.750,16,58,23,8,4,15,14,,34,87,.391,4,17,.235,11,14,.786,10,40,22,10,4,12,16
4,4,2016-11-01,,NYK,W,102,89,41,89,.461,8,13,.615,12,21,.571,10,48,19,7,5,10,16,,35,86,.407,7,22,.318,12,15,.800,8,43,18,6,9,11,20
5,5,2016-11-02,@,BRK,L,101,109,37,88,.420,9,25,.360,18,21,.857,10,38,21,11,6,13,18,,41,76,.539,13,27,.481,14,17,.824,5,45,27,10,3,19,23
6,6,2016-11-05,,DEN,W,103,86,40,84,.476,7,20,.350,16,22,.727,9,47,22,9,9,13,16,,31,94,.330,7,25,.280,17,20,.850,16,48,15,8,2,16,15
7,7,2016-11-07,@,LAC,L,82,114,30,82,.366,4,12,.333,18,26,.692,11,39,14,5,2,11,19,,41,76,.539,13,25,.520,19,22,.864,2,46,28,8,7,10,20
8,8,2016-11-09,@,PHO,L,100,107,32,89,.360,9,22,.409,27,32,.844,9,41,20,11,5,11,24,,38,84,.452,8,22,.364,23,30,.767,10,49,20,7,6,17,20
9,9,2016-11-11,@,SAS,L,86,96,32,76,.421,5,25,.200,17,21,.810,9,42,14,2,4,11,14,,36,81,.444,9,20,.450,15,19,.789,10,45,24,8,2,8,13
10,10,2016-11-12,@,DEN,W,106,95,46,90,.511,4,18,.222,10,14,.714,11,37,23,11,1,9,16,,36,84,.429,9,25,.360,14,19,.737,14,42,15,6,4,15,14
11,11,2016-11-14,,OKC,W,104,88,43,92,.467,5,16,.313,13,16,.813,4,47,25,4,9,9,14,,33,88,.375,5,27,.185,17,22,.773,13,51,16,3,6,15,21
12,12,2016-11-16,@,NYK,L,102,105,42,85,.494,8,23,.348,10,12,.833,8,40,19,6,1,10,14,,42,93,.452,9,25,.360,12,19,.632,19,52,24,8,9,9,11
13,13,2016-11-18,@,CLE,L,81,104,29,93,.312,6,19,.316,17,20,.850,11,44,23,5,4,7,15,,40,83,.482,11,25,.440,13,14,.929,5,52,26,4,8,13,14
14,14,2016-11-19,,BOS,L,92,94,37,86,.430,7,20,.350,11,16,.688,11,50,22,5,4,5,13,,33,82,.402,12,31,.387,16,17,.941,9,46,22,3,7,8,13
15,15,2016-11-21,,HOU,L,96,99,36,87,.414,7,17,.412,17,24,.708,12,39,19,7,3,14,20,,35,78,.449,10,31,.323,19,27,.704,12,46,22,4,6,15,20
