Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,,DEN,L,102,107,38,92,.413,3,19,.158,23,26,.885,5,33,31,16,5,11,29,,37,83,.446,8,24,.333,25,33,.758,11,58,18,7,4,24,22
2,2,2016-10-28,,GSW,L,114,122,47,100,.470,5,22,.227,15,23,.652,12,49,29,8,5,13,24,,44,91,.484,9,28,.321,25,28,.893,9,49,32,8,2,14,22
3,3,2016-10-29,@,SAS,L,79,98,32,86,.372,4,22,.182,11,15,.733,7,45,14,6,5,9,19,,35,83,.422,10,24,.417,18,23,.783,6,50,21,6,7,9,15
4,4,2016-11-01,,MIL,L,113,117,36,82,.439,9,26,.346,32,41,.780,9,42,23,13,5,13,17,,44,91,.484,10,32,.313,19,21,.905,11,49,30,9,5,15,25
5,5,2016-11-02,@,MEM,L,83,89,30,81,.370,11,34,.324,12,16,.750,5,43,17,8,9,21,26,,33,94,.351,8,27,.296,15,20,.750,13,52,20,12,5,17,22
6,6,2016-11-04,,PHO,L,111,112,43,94,.457,10,30,.333,15,28,.536,6,43,28,7,13,8,21,,40,93,.430,8,24,.333,24,28,.857,12,59,18,7,2,15,27
7,7,2016-11-07,@,GSW,L,106,116,39,80,.488,7,21,.333,21,27,.778,11,43,26,8,1,19,16,,45,90,.500,16,35,.457,10,12,.833,10,38,35,14,4,15,17
8,8,2016-11-08,@,SAC,L,94,102,38,84,.452,5,21,.238,13,18,.722,7,40,23,5,9,10,23,,39,81,.481,8,25,.320,16,20,.800,5,39,24,7,5,10,21
9,9,2016-11-10,@,MIL,W,112,106,39,89,.438,9,25,.360,25,27,.926,11,47,22,9,7,10,19,,40,91,.440,6,18,.333,20,25,.800,11,48,23,4,5,11,20
10,10,2016-11-12,,LAL,L,99,126,39,90,.433,6,20,.300,15,19,.789,12,42,20,4,5,10,10,,52,94,.553,16,30,.533,6,7,.857,10,47,36,8,5,10,17
11,11,2016-11-14,,BOS,W,106,105,35,79,.443,6,21,.286,30,36,.833,8,46,16,9,4,16,17,,38,95,.400,12,41,.293,17,20,.850,11,44,19,9,0,10,27
12,12,2016-11-16,@,ORL,L,82,89,30,82,.366,7,21,.333,15,19,.789,9,48,19,5,9,17,16,,34,88,.386,10,27,.370,11,19,.579,13,50,17,7,7,12,15
13,13,2016-11-18,,POR,W,113,101,45,82,.549,9,24,.375,14,20,.700,1,37,31,9,12,8,21,,33,88,.375,12,34,.353,23,26,.885,13,48,19,2,1,14,21
14,14,2016-11-19,,CHO,W,121,116,43,98,.439,14,36,.389,21,25,.840,10,53,27,9,6,11,23,,40,97,.412,15,43,.349,21,28,.750,8,52,29,7,5,14,21
15,15,2016-11-22,@,ATL,W,112,94,45,86,.523,11,25,.440,11,12,.917,5,40,29,11,9,9,16,,39,85,.459,10,29,.345,6,10,.600,6,40,22,5,6,15,15
16,16,2016-11-23,,MIN,W,117,96,45,83,.542,9,24,.375,18,23,.783,4,45,27,10,6,17,21,,33,86,.384,3,17,.176,27,33,.818,8,41,23,12,3,17,19
17,17,2016-11-25,@,POR,L,104,119,36,76,.474,13,23,.565,19,29,.655,2,34,20,3,8,14,14,,47,100,.470,12,32,.375,13,17,.765,12,52,30,7,5,11,20
18,18,2016-11-27,@,DAL,L,81,91,30,77,.390,5,20,.250,16,18,.889,10,42,17,8,3,13,19,,32,77,.416,10,27,.370,17,20,.850,11,46,19,7,3,12,18
19,19,2016-11-29,,LAL,W,105,88,38,88,.432,8,31,.258,21,25,.840,13,54,24,10,3,8,17,,37,87,.425,5,30,.167,9,18,.500,9,47,26,8,5,12,17
20,20,2016-12-02,,LAC,L,96,114,39,85,.459,5,20,.250,13,21,.619,10,40,21,5,4,11,14,,45,88,.511,10,24,.417,14,16,.875,12,47,27,6,7,9,18
21,21,2016-12-04,@,OKC,L,92,101,36,98,.367,6,28,.214,14,19,.737,12,51,15,8,6,11,22,,41,89,.461,6,28,.214,13,26,.500,11,59,24,7,5,15,15
22,22,2016-12-05,,MEM,L,108,110,39,99,.394,10,32,.313,20,21,.952,6,54,21,7,7,11,15,,42,104,.404,13,34,.382,13,21,.619,13,61,23,8,4,14,22
23,23,2016-12-08,,PHI,L,88,99,33,84,.393,7,25,.280,15,22,.682,11,47,18,3,2,12,17,,39,91,.429,12,40,.300,9,13,.692,11,46,27,8,8,10,20
24,24,2016-12-10,@,LAC,L,105,133,40,83,.482,8,19,.421,17,26,.654,8,34,25,3,1,16,15,,54,94,.574,17,36,.472,8,9,.889,9,40,34,10,2,10,22
25,25,2016-12-11,@,PHO,W,120,119,38,97,.392,16,40,.400,28,35,.800,14,49,24,12,4,11,27,,44,96,.458,14,41,.341,17,26,.654,14,57,21,6,3,16,27
26,26,2016-12-13,,GSW,L,109,113,39,82,.476,14,35,.400,17,21,.810,6,45,26,12,11,17,18,,42,95,.442,14,34,.412,15,19,.789,9,45,30,6,5,12,12
27,27,2016-12-15,,IND,W,102,95,36,85,.424,10,27,.370,20,28,.714,11,55,23,7,8,16,16,,36,87,.414,3,21,.143,20,24,.833,7,46,23,6,4,12,21
28,28,2016-12-16,@,HOU,L,100,122,40,98,.408,9,27,.333,11,20,.550,13,47,17,4,6,11,16,,42,94,.447,24,61,.393,14,19,.737,13,57,27,7,4,14,18
