Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2014-10-29,@,CHO,L,106,108,39,80,.488,7,14,.500,21,24,.875,3,35,25,9,10,14,25,,41,101,.406,6,21,.286,20,29,.690,15,50,27,8,9,10,20
2,2,2014-10-31,,PHI,W,93,81,36,88,.409,9,24,.375,12,21,.571,15,55,25,10,11,18,19,,32,86,.372,5,23,.217,12,22,.545,12,42,20,9,5,16,18
3,3,2014-11-01,@,WAS,L,97,108,34,80,.425,9,22,.409,20,24,.833,16,42,18,11,3,27,28,,40,73,.548,4,13,.308,24,33,.727,6,34,28,18,5,19,21
4,4,2014-11-04,@,IND,W,87,81,37,83,.446,7,21,.333,6,7,.857,9,39,20,12,5,12,22,,31,78,.397,6,24,.250,13,22,.591,15,47,14,4,9,17,17
5,5,2014-11-05,,CHI,L,86,95,33,89,.371,3,15,.200,17,20,.850,18,50,19,10,3,14,28,,34,73,.466,5,16,.313,22,30,.733,7,42,24,8,3,16,18
6,6,2014-11-07,@,DET,L,95,98,36,77,.468,5,20,.250,18,23,.783,9,35,26,10,6,13,19,,37,75,.493,11,23,.478,13,24,.542,12,40,18,7,5,18,24
7,7,2014-11-08,,MEM,W,93,92,40,88,.455,5,18,.278,8,11,.727,16,43,24,7,4,16,24,,29,82,.354,3,14,.214,31,34,.912,15,40,15,9,2,13,18
8,8,2014-11-11,,OKC,W,85,78,33,81,.407,3,15,.200,16,24,.667,14,51,18,5,6,16,22,,29,87,.333,6,20,.300,14,19,.737,13,46,15,6,5,15,22
9,9,2014-11-14,@,ORL,L,85,101,36,80,.450,2,19,.105,11,14,.786,5,38,19,8,4,16,25,,35,80,.438,10,24,.417,21,27,.778,10,45,22,7,3,15,15
10,10,2014-11-16,@,MIA,W,91,84,35,74,.473,5,18,.278,16,26,.615,5,40,16,11,1,16,24,,30,73,.411,11,25,.440,13,22,.591,6,40,19,10,6,17,20
11,11,2014-11-18,,NYK,W,117,113,43,78,.551,9,17,.529,22,27,.815,17,44,30,5,0,16,24,,44,80,.550,11,25,.440,14,19,.737,11,28,30,9,3,12,22
12,12,2014-11-19,@,BRK,W,122,118,48,108,.444,5,24,.208,21,28,.750,16,51,23,12,4,13,28,,44,92,.478,9,31,.290,21,29,.724,10,49,26,7,6,20,25
13,13,2014-11-21,@,TOR,L,82,124,27,74,.365,6,20,.300,22,32,.688,8,30,19,11,1,12,18,,45,86,.523,15,25,.600,19,24,.792,15,57,27,8,4,16,24
14,14,2014-11-22,,WAS,L,100,111,36,84,.429,5,15,.333,23,26,.885,8,36,21,11,7,14,20,,43,93,.462,8,18,.444,17,22,.773,20,53,27,7,6,14,24
15,15,2014-11-25,,DET,W,98,86,39,90,.433,10,22,.455,10,13,.769,19,50,22,9,2,16,24,,36,78,.462,7,20,.350,7,17,.412,8,36,23,7,5,19,18
16,16,2014-11-26,@,MIN,W,103,86,40,85,.471,5,16,.313,18,19,.947,13,43,22,12,7,17,22,,31,81,.383,3,14,.214,21,34,.618,14,38,19,11,6,19,22
17,17,2014-11-28,@,DET,W,104,88,39,77,.506,13,29,.448,13,16,.813,10,44,30,9,6,19,20,,34,83,.410,6,23,.261,14,25,.560,14,39,25,8,5,14,19
18,18,2014-11-29,,HOU,L,103,117,33,74,.446,6,19,.316,31,35,.886,8,32,23,7,5,10,16,,44,87,.506,15,38,.395,14,16,.875,13,44,26,7,5,13,24
19,19,2014-12-02,@,CLE,L,108,111,45,92,.489,7,20,.350,11,13,.846,12,40,31,11,3,13,26,,39,73,.534,6,21,.286,27,38,.711,7,40,22,5,5,19,17
20,20,2014-12-03,,DAL,L,105,107,38,73,.521,7,11,.636,22,32,.688,8,39,24,11,2,18,24,,42,92,.457,8,27,.296,15,22,.682,17,46,20,8,6,16,23
21,21,2014-12-05,,MIA,W,109,85,39,69,.565,9,16,.563,22,26,.846,12,45,21,11,3,24,26,,30,68,.441,7,18,.389,18,27,.667,3,20,21,16,3,18,22
22,22,2014-12-07,@,DAL,L,102,125,42,84,.500,4,15,.267,14,17,.824,11,36,17,7,4,17,18,,49,84,.583,12,31,.387,15,19,.789,8,36,29,14,8,11,14
23,23,2014-12-09,@,OKC,L,101,114,34,84,.405,4,21,.190,29,35,.829,9,31,19,8,2,14,25,,41,82,.500,4,21,.190,28,34,.824,15,54,23,10,6,20,28
24,24,2014-12-13,,LAC,W,111,106,43,76,.566,7,11,.636,18,24,.750,6,39,25,3,4,15,19,,39,91,.429,14,29,.483,14,19,.737,10,35,24,8,3,12,24
25,25,2014-12-15,@,PHO,W,96,94,35,73,.479,8,16,.500,18,22,.818,5,33,23,10,1,21,27,,30,75,.400,12,38,.316,22,27,.815,16,42,17,12,5,20,24
26,26,2014-12-17,@,POR,L,97,104,37,77,.481,7,19,.368,16,22,.727,5,32,16,8,0,13,25,,41,87,.471,7,23,.304,15,29,.517,16,52,25,4,3,14,19
