Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2012-10-30,@,LAL,W,99,91,40,85,.471,5,15,.333,14,18,.778,9,40,22,9,5,11,25,,38,77,.494,3,13,.231,12,31,.387,15,46,24,6,5,14,21
2,2,2012-10-31,@,UTA,L,94,113,32,85,.376,11,22,.500,19,26,.731,8,40,20,8,5,16,32,,38,89,.427,6,14,.429,31,42,.738,20,61,24,10,8,14,25
3,3,2012-11-03,,CHA,W,126,99,49,80,.613,16,25,.640,12,15,.800,8,43,31,6,7,22,23,,39,91,.429,3,17,.176,18,24,.750,15,38,19,13,2,10,14
4,4,2012-11-05,,POR,W,114,91,48,78,.615,10,20,.500,8,13,.615,2,37,29,12,5,9,15,,36,93,.387,5,22,.227,14,18,.778,23,48,13,5,3,13,13
5,5,2012-11-07,,TOR,W,109,104,39,84,.464,8,21,.381,23,35,.657,16,47,21,4,6,11,23,,36,81,.444,5,22,.227,27,31,.871,10,38,21,7,1,8,28
6,6,2012-11-09,@,NYK,L,94,104,33,81,.407,8,28,.286,20,23,.870,9,50,17,4,3,20,28,,35,84,.417,8,22,.364,26,38,.684,11,43,17,12,4,9,21
7,7,2012-11-10,@,CHA,L,97,101,32,79,.405,9,19,.474,24,30,.800,8,43,21,9,7,19,24,,40,95,.421,3,20,.150,18,28,.643,21,53,15,12,6,17,24
8,8,2012-11-12,,MIN,L,82,90,29,80,.363,4,16,.250,20,25,.800,7,35,16,7,2,8,20,,30,65,.462,4,15,.267,26,32,.813,7,49,20,8,7,17,22
9,9,2012-11-14,,WAS,W,107,101,39,78,.500,3,11,.273,26,33,.788,14,40,20,6,4,13,15,,39,81,.481,13,27,.481,10,11,.909,9,34,24,8,4,16,24
10,10,2012-11-16,@,IND,L,83,103,30,81,.370,2,13,.154,21,25,.840,8,44,16,3,5,11,23,,39,83,.470,6,16,.375,19,31,.613,10,46,23,11,5,8,15
11,11,2012-11-17,@,CLE,W,103,95,38,74,.514,10,23,.435,17,20,.850,8,42,26,6,14,20,19,,36,96,.375,8,25,.320,15,20,.750,13,38,21,12,4,11,15
12,12,2012-11-19,,GSW,L,101,105,37,86,.430,10,21,.476,17,24,.708,7,43,24,12,11,16,22,,37,91,.407,9,24,.375,22,30,.733,19,62,19,10,2,20,24
