Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2013-10-30,,ORL,W,120,115,42,100,.420,8,25,.320,28,34,.824,14,49,27,7,3,14,19,,47,100,.470,10,27,.370,11,18,.611,14,54,21,7,6,18,29
2,2,2013-11-01,,OKC,W,100,81,33,77,.429,8,20,.400,26,33,.788,9,44,21,14,2,15,21,,29,83,.349,7,31,.226,16,19,.842,14,42,16,5,6,21,28
3,3,2013-11-03,@,NYK,W,109,100,35,79,.443,10,27,.370,29,38,.763,10,43,23,9,1,12,16,,40,89,.449,9,32,.281,11,13,.846,14,49,21,7,3,16,26
4,4,2013-11-04,@,CLE,L,92,93,34,94,.362,5,28,.179,19,24,.792,12,43,21,16,5,17,15,,39,85,.459,5,16,.313,10,11,.909,11,49,22,10,12,23,24
5,5,2013-11-06,,GSW,L,93,106,34,90,.378,4,16,.250,21,27,.778,10,40,22,6,3,19,19,,42,84,.500,8,20,.400,14,20,.700,9,49,23,12,11,21,29
6,6,2013-11-08,,DAL,W,116,108,41,89,.461,8,20,.400,26,30,.867,16,44,26,8,6,14,15,,44,90,.489,10,22,.455,10,15,.667,14,40,21,9,7,17,21
7,7,2013-11-10,@,LAL,W,113,90,44,90,.489,10,20,.500,15,19,.789,12,53,29,14,5,21,15,,35,92,.380,10,26,.385,10,18,.556,16,46,24,8,8,18,16
8,8,2013-11-11,@,LAC,L,107,109,40,96,.417,11,29,.379,16,18,.889,16,45,27,7,2,12,25,,44,80,.550,4,16,.250,17,28,.607,6,43,30,9,2,14,17
9,9,2013-11-13,,CLE,W,124,95,45,82,.549,11,22,.500,23,26,.885,8,49,34,5,5,9,20,,36,87,.414,5,16,.313,18,21,.857,10,37,18,4,1,11,18
10,10,2013-11-15,@,DEN,L,113,117,46,94,.489,6,22,.273,15,19,.789,11,42,22,10,2,16,22,,47,97,.485,7,20,.350,16,21,.762,14,46,28,7,9,15,17
11,11,2013-11-16,,BOS,W,106,88,40,94,.426,7,23,.304,19,22,.864,16,50,19,13,3,13,17,,34,86,.395,5,18,.278,15,18,.833,15,50,14,6,8,21,21
12,12,2013-11-19,@,WAS,L,100,104,37,85,.435,10,28,.357,16,24,.667,12,42,22,6,4,13,17,,41,85,.482,7,15,.467,15,15,1.000,7,41,31,10,5,11,24
13,13,2013-11-20,,LAC,L,98,102,34,90,.378,5,22,.227,25,31,.806,10,45,24,10,2,14,17,,40,81,.494,12,24,.500,10,16,.625,6,43,24,8,5,19,25
14,14,2013-11-22,,BRK,W,111,81,40,97,.412,11,36,.306,20,23,.870,17,47,28,10,6,8,19,,31,78,.397,5,16,.313,14,20,.700,10,47,7,5,2,20,18
15,15,2013-11-23,@,HOU,L,101,112,40,100,.400,8,26,.308,13,17,.765,18,44,17,13,5,10,13,,41,79,.519,17,31,.548,13,16,.813,11,54,26,6,9,23,16
16,16,2013-11-25,@,IND,L,84,98,29,88,.330,3,19,.158,23,28,.821,14,46,15,9,1,19,18,,40,80,.500,8,15,.533,10,17,.588,7,45,19,13,5,20,24
17,17,2013-11-27,,DEN,L,110,117,40,88,.455,5,20,.250,25,28,.893,15,46,19,5,3,16,20,,45,88,.511,8,16,.500,19,25,.760,9,36,22,11,5,12,25
18,18,2013-11-30,@,DAL,W,112,106,40,79,.506,11,26,.423,21,30,.700,14,44,24,5,4,14,9,,45,92,.489,7,24,.292,9,11,.818,13,37,29,9,4,11,26
19,19,2013-12-01,@,OKC,L,103,113,37,89,.416,9,29,.310,20,26,.769,15,46,22,12,2,12,14,,49,87,.563,9,19,.474,6,9,.667,8,43,26,8,10,15,22
20,20,2013-12-07,,MIA,L,82,103,24,82,.293,5,22,.227,29,39,.744,17,45,13,11,1,18,15,,43,78,.551,4,18,.222,13,19,.684,7,44,23,11,8,20,28
21,21,2013-12-10,@,DET,W,121,94,41,85,.482,11,24,.458,28,33,.848,14,46,31,12,0,12,16,,39,83,.470,8,28,.286,8,16,.500,11,39,22,4,5,20,24
22,22,2013-12-11,,PHI,W,106,99,37,96,.385,7,20,.350,25,29,.862,17,45,23,9,2,13,15,,39,74,.527,9,20,.450,12,14,.857,5,37,22,7,7,26,25
23,23,2013-12-13,@,SAS,L,110,117,38,88,.432,11,23,.478,23,26,.885,10,41,22,9,4,12,12,,48,87,.552,10,22,.455,11,13,.846,7,42,32,8,7,13,18
24,24,2013-12-15,@,MEM,W,101,93,35,79,.443,12,26,.462,19,25,.760,10,44,22,7,5,9,17,,37,83,.446,5,15,.333,14,20,.700,13,47,17,5,2,9,20
25,25,2013-12-16,@,BOS,L,97,101,37,98,.378,8,29,.276,15,26,.577,19,51,22,6,0,7,20,,38,86,.442,7,21,.333,18,23,.783,14,50,19,3,3,12,25
26,26,2013-12-18,,POR,W,120,109,46,93,.495,7,19,.368,21,26,.808,12,53,27,8,1,10,19,,40,94,.426,14,40,.350,15,19,.789,10,45,19,5,4,13,27
27,27,2013-12-20,@,LAL,L,91,104,33,95,.347,5,22,.227,20,25,.800,22,49,21,10,2,16,16,,42,78,.538,7,19,.368,13,15,.867,7,43,27,7,9,19,19
28,28,2013-12-22,@,LAC,L,116,120,45,96,.469,6,22,.273,20,27,.741,19,54,27,4,3,19,23,,46,97,.474,7,29,.241,21,27,.778,16,45,24,14,1,13,23
29,29,2013-12-27,,WAS,W,120,98,42,85,.494,5,15,.333,31,38,.816,14,44,20,10,2,4,12,,38,83,.458,8,21,.381,14,17,.824,9,35,18,3,1,12,25
30,30,2013-12-28,@,MIL,W,117,95,43,90,.478,11,24,.458,20,29,.690,19,52,33,14,2,18,15,,40,89,.449,5,22,.227,10,17,.588,16,43,25,12,6,20,20
31,31,2013-12-30,,DAL,L,98,100,36,79,.456,6,23,.261,20,23,.870,12,46,22,6,4,17,15,,41,86,.477,6,24,.250,12,14,.857,9,39,33,12,5,11,20
32,32,2014-01-01,,NOP,W,124,112,44,79,.557,8,22,.364,28,35,.800,10,37,26,10,6,15,20,,45,87,.517,6,20,.300,16,22,.727,13,37,20,10,5,17,25
33,33,2014-01-04,,OKC,L,111,115,43,94,.457,7,20,.350,18,29,.621,9,40,25,12,1,15,24,,40,83,.482,8,24,.333,27,28,.964,10,45,22,7,8,22,29
34,34,2014-01-06,@,PHI,W,126,95,46,100,.460,16,26,.615,18,23,.783,14,53,28,13,6,13,14,,38,80,.475,8,18,.444,11,16,.688,4,40,26,9,6,22,22
35,35,2014-01-08,,PHO,L,103,104,34,86,.395,6,16,.375,29,35,.829,12,51,19,3,5,11,18,,38,92,.413,11,29,.379,17,23,.739,15,50,19,6,3,10,30
36,36,2014-01-10,,CHA,W,119,92,48,88,.545,9,19,.474,14,19,.737,12,54,31,6,5,14,16,,37,84,.440,8,19,.421,10,14,.714,4,33,23,10,7,10,17
37,37,2014-01-12,@,SAS,L,86,104,33,93,.355,5,17,.294,15,18,.833,16,40,17,16,6,10,13,,42,74,.568,9,13,.692,11,14,.786,7,46,31,6,10,20,19
38,38,2014-01-15,,SAC,L,108,111,39,88,.443,8,20,.400,22,29,.759,9,35,23,11,4,12,23,,45,82,.549,5,12,.417,16,19,.842,9,45,19,6,4,19,22
39,39,2014-01-17,@,TOR,L,89,94,36,82,.439,3,18,.167,14,20,.700,12,44,16,4,3,10,21,,34,78,.436,11,24,.458,15,20,.750,12,43,26,6,2,11,21
40,40,2014-01-18,,UTA,W,98,72,36,83,.434,6,17,.353,20,34,.588,14,60,25,10,4,15,24,,21,73,.288,7,25,.280,23,29,.793,7,42,12,10,9,16,25
41,41,2014-01-21,@,UTA,W,112,97,41,90,.456,8,21,.381,22,24,.917,8,42,31,8,2,8,19,,41,87,.471,5,17,.294,10,12,.833,7,41,22,5,6,13,23
42,42,2014-01-24,@,GSW,W,121,120,47,94,.500,9,22,.409,18,28,.643,14,44,29,9,3,12,18,,49,89,.551,9,22,.409,13,15,.867,9,41,31,4,8,14,26
43,43,2014-01-25,@,POR,L,104,115,38,89,.427,9,22,.409,19,22,.864,8,40,24,5,5,10,22,,46,95,.484,4,16,.250,19,24,.792,13,50,26,7,5,12,23
44,44,2014-01-27,@,CHI,W,95,86,34,73,.466,5,17,.294,22,26,.846,5,40,20,8,8,14,14,,32,85,.376,8,24,.333,14,16,.875,11,42,20,9,4,13,25
45,45,2014-01-29,,NOP,W,88,77,33,82,.402,4,20,.200,18,25,.720,12,50,23,3,3,13,21,,29,82,.354,2,21,.095,17,23,.739,13,48,12,4,6,13,26
46,46,2014-01-31,,MEM,L,90,94,39,84,.464,6,22,.273,6,7,.857,9,46,18,5,4,14,20,,38,80,.475,4,12,.333,14,22,.636,9,38,19,10,6,9,11
47,47,2014-02-01,@,ATL,L,113,120,37,84,.440,6,16,.375,33,39,.846,14,46,25,9,7,17,24,,43,92,.467,9,23,.391,25,30,.833,15,48,30,12,4,13,27
48,48,2014-02-04,,LAL,W,109,99,37,83,.446,8,17,.471,27,38,.711,11,53,28,8,5,13,19,,33,79,.418,10,21,.476,23,26,.885,7,38,25,8,4,16,25
49,49,2014-02-05,@,OKC,L,97,106,37,78,.474,6,20,.300,17,23,.739,11,39,18,7,8,14,16,,44,91,.484,10,27,.370,8,11,.727,19,49,25,8,6,16,22
50,50,2014-02-07,@,NOP,L,91,98,28,75,.373,4,18,.222,31,37,.838,8,44,14,8,5,15,14,,39,81,.481,8,15,.533,12,16,.750,7,38,20,8,9,12,28
51,51,2014-02-08,,POR,L,110,117,40,97,.412,5,17,.294,25,34,.735,17,50,17,6,5,12,25,,40,83,.482,8,23,.348,29,38,.763,10,47,28,7,7,13,30
52,52,2014-02-10,,HOU,L,89,107,31,87,.356,6,25,.240,21,21,1.000,16,43,20,8,3,16,20,,39,82,.476,11,27,.407,18,20,.900,10,46,25,10,4,17,23
53,53,2014-02-12,,DEN,W,117,90,45,86,.523,12,26,.462,15,23,.652,6,40,31,14,5,10,20,,33,84,.393,9,24,.375,15,20,.750,13,45,19,7,7,21,25
54,54,2014-02-19,,IND,W,104,91,40,83,.482,6,20,.300,18,31,.581,5,44,26,11,5,15,20,,35,87,.402,6,22,.273,15,20,.750,9,49,17,10,3,21,27
55,55,2014-02-22,@,UTA,W,121,104,43,84,.512,11,22,.500,24,33,.727,12,49,30,4,3,11,24,,37,79,.468,3,19,.158,27,36,.750,5,34,16,8,7,8,25
56,56,2014-02-23,@,POR,L,97,108,37,94,.394,9,28,.321,14,20,.700,21,48,18,5,2,14,21,,40,83,.482,13,28,.464,15,16,.938,12,46,19,4,7,12,23
57,57,2014-02-25,@,PHO,W,110,101,42,87,.483,5,18,.278,21,32,.656,10,38,24,11,5,15,21,,42,95,.442,3,15,.200,14,18,.778,18,50,19,10,9,19,30
58,58,2014-03-01,@,SAC,W,108,97,37,81,.457,5,21,.238,29,38,.763,11,40,23,7,4,10,23,,37,82,.451,7,22,.318,16,21,.762,11,47,22,4,7,19,28
59,59,2014-03-03,@,DEN,W,132,128,38,80,.475,4,16,.250,52,64,.813,14,50,21,10,0,17,22,,50,95,.526,12,33,.364,16,25,.640,9,41,23,9,5,18,37
60,60,2014-03-05,,NYK,L,106,118,39,90,.433,7,26,.269,21,24,.875,17,47,20,4,1,14,19,,47,90,.522,11,27,.407,13,19,.684,12,39,24,11,4,12,24
61,61,2014-03-07,,DET,W,114,101,41,91,.451,6,20,.300,26,33,.788,14,50,25,7,3,10,19,,38,94,.404,4,13,.308,21,30,.700,19,55,17,6,4,12,23
62,62,2014-03-09,,TOR,L,104,111,41,95,.432,7,19,.368,15,20,.750,16,38,25,9,2,9,25,,37,76,.487,14,24,.583,23,31,.742,12,48,22,3,6,19,27
63,63,2014-03-11,,MIL,W,112,101,41,85,.482,8,20,.400,22,30,.733,11,34,25,9,4,7,24,,39,74,.527,5,15,.333,18,29,.621,6,39,29,3,5,15,24
