Rk,G,Date,,Opp,W/L,Tm,Opp,TeamFG,TeamFGA,TeamFG%,Team3P,Team3PA,Team3P%,TeamFT,TeamFTA,TeamFT%,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,,OppoFG,OppoFGA,OppoFG%,Oppo3P,Oppo3PA,Oppo3P%,OppoFT,OppoFTA,OppoFT%,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF
1,1,2016-10-26,@,NOP,W,107,102,37,83,.446,8,24,.333,25,33,.758,11,58,18,7,4,24,22,,38,92,.413,3,19,.158,23,26,.885,5,33,31,16,5,11,29
2,2,2016-10-29,,POR,L,113,115,38,100,.380,6,23,.261,31,39,.795,16,61,19,10,5,17,21,,45,98,.459,10,32,.313,15,21,.714,5,45,23,10,8,15,30
3,3,2016-10-31,@,TOR,L,102,105,33,81,.407,9,22,.409,27,35,.771,11,46,14,2,9,8,18,,41,88,.466,4,16,.250,19,25,.760,11,43,16,7,9,7,28
4,4,2016-11-03,@,MIN,W,102,99,39,81,.481,6,22,.273,18,25,.720,7,44,24,10,2,20,24,,35,88,.398,9,22,.409,20,25,.800,14,43,20,8,4,16,22
5,5,2016-11-05,@,DET,L,86,103,31,94,.330,7,25,.280,17,20,.850,16,48,15,8,2,16,15,,40,84,.476,7,20,.350,16,22,.727,9,47,22,9,9,13,16
6,6,2016-11-06,@,BOS,W,123,107,44,84,.524,11,23,.478,24,31,.774,9,47,21,7,6,17,23,,41,90,.456,8,25,.320,17,21,.810,11,39,31,3,4,11,24
7,7,2016-11-08,@,MEM,L,107,108,35,70,.500,10,24,.417,27,34,.794,6,39,24,6,4,22,23,,44,86,.512,7,24,.292,13,19,.684,8,32,29,14,5,14,30
8,8,2016-11-10,,GSW,L,101,125,38,94,.404,13,36,.361,12,17,.706,17,44,26,7,3,18,18,,46,85,.541,14,30,.467,19,20,.950,9,44,33,15,6,15,18
9,9,2016-11-12,,DET,L,95,106,36,84,.429,9,25,.360,14,19,.737,14,42,15,6,4,15,14,,46,90,.511,4,18,.222,10,14,.714,11,37,23,11,1,9,16
10,10,2016-11-13,@,POR,L,105,112,36,91,.396,11,29,.379,22,29,.759,16,59,11,4,6,18,25,,39,99,.394,8,29,.276,26,32,.813,14,44,21,8,8,7,23
11,11,2016-11-16,,PHO,W,120,104,45,93,.484,8,17,.471,22,24,.917,14,49,23,8,4,14,24,,39,79,.494,8,20,.400,18,29,.621,7,35,14,8,4,16,29
12,12,2016-11-18,,TOR,L,111,113,39,83,.470,4,25,.160,29,39,.744,9,59,29,7,4,19,26,,43,94,.457,8,23,.348,19,31,.613,6,44,23,8,2,11,25
13,13,2016-11-20,,UTA,W,105,91,42,86,.488,8,22,.364,13,30,.433,12,49,31,4,3,8,19,,33,85,.388,7,27,.259,18,23,.783,14,49,15,3,6,10,22
14,14,2016-11-22,,CHI,W,110,107,43,100,.430,10,22,.455,14,17,.824,17,55,26,5,6,10,14,,43,95,.453,6,18,.333,15,18,.833,10,48,22,6,11,6,18
15,15,2016-11-23,@,UTA,L,83,108,28,88,.318,9,27,.333,18,31,.581,14,49,14,5,5,10,22,,39,79,.494,8,26,.308,22,31,.710,4,51,19,4,3,14,25
16,16,2016-11-25,,OKC,L,129,132,48,101,.475,12,34,.353,21,27,.778,13,52,34,9,7,16,21,,48,96,.500,13,26,.500,23,29,.793,7,40,29,11,4,12,21
17,17,2016-11-27,@,PHO,W,120,114,39,89,.438,13,29,.448,29,32,.906,10,49,21,5,1,12,25,,36,89,.404,11,25,.440,31,36,.861,9,46,11,5,7,11,24
18,18,2016-11-30,,MIA,L,98,106,38,91,.418,7,22,.318,15,24,.625,14,55,28,3,7,19,21,,41,93,.441,9,24,.375,15,26,.577,11,48,26,14,7,6,25
19,19,2016-12-02,,HOU,L,110,128,46,104,.442,9,31,.290,9,16,.563,24,54,22,5,4,16,20,,45,88,.511,17,37,.459,21,25,.840,10,41,25,11,7,11,14
20,20,2016-12-03,@,UTA,L,98,105,37,83,.446,13,24,.542,11,14,.786,7,37,19,7,5,14,21,,35,78,.449,9,25,.360,26,28,.929,7,40,20,8,3,9,13
21,21,2016-12-05,@,PHI,W,106,98,35,76,.461,10,27,.370,26,34,.765,10,45,17,13,8,19,20,,35,86,.407,11,31,.355,17,23,.739,12,44,20,12,10,17,25
22,22,2016-12-07,@,BRK,L,111,116,42,105,.400,11,37,.297,16,21,.762,26,58,18,7,2,17,24,,41,85,.482,9,26,.346,25,31,.806,10,42,18,11,5,15,19
23,23,2016-12-08,@,WAS,L,85,92,31,76,.408,7,32,.219,16,24,.667,14,45,24,8,2,27,24,,35,78,.449,6,19,.316,16,17,.941,8,35,21,11,3,18,20
24,24,2016-12-10,@,ORL,W,121,113,47,83,.566,8,19,.421,19,25,.760,9,44,25,2,4,12,20,,43,88,.489,11,27,.407,16,24,.667,5,31,27,7,5,5,18
25,25,2016-12-12,@,DAL,L,92,112,35,83,.422,7,25,.280,15,18,.833,20,43,19,6,3,16,15,,45,77,.584,12,26,.462,10,12,.833,8,34,22,9,7,9,15
26,26,2016-12-15,,POR,W,132,120,43,84,.512,15,31,.484,31,35,.886,5,36,27,10,4,15,28,,41,88,.466,8,23,.348,30,36,.833,15,41,22,6,4,14,25
27,27,2016-12-17,,NYK,W,127,114,50,90,.556,10,27,.370,17,29,.586,11,41,26,6,7,10,27,,35,80,.438,8,23,.348,36,39,.923,9,35,18,6,4,11,27
28,28,2016-12-19,,DAL,W,117,107,45,80,.563,13,25,.520,14,18,.778,7,41,32,7,0,11,13,,43,80,.538,14,25,.560,7,9,.778,4,29,21,4,4,12,17
29,29,2016-12-20,@,LAC,L,102,119,39,90,.433,11,39,.282,13,20,.650,15,46,22,5,1,12,15,,47,86,.547,16,36,.444,9,13,.692,5,37,32,7,2,12,13
30,30,2016-12-23,,ATL,L,108,109,37,78,.474,8,25,.320,26,35,.743,7,46,27,3,7,15,29,,37,86,.430,8,25,.320,27,33,.818,9,40,26,10,4,8,25
31,31,2016-12-26,@,LAC,W,106,102,36,82,.439,11,31,.355,23,28,.821,11,51,22,10,1,14,18,,39,84,.464,9,25,.360,15,20,.750,4,38,22,6,6,11,19
32,32,2016-12-28,,MIN,W,105,103,42,81,.519,10,28,.357,11,14,.786,8,38,29,6,4,15,17,,42,94,.447,7,25,.280,12,17,.706,16,43,29,8,3,8,15
33,33,2016-12-30,,PHI,L,122,124,39,84,.464,11,27,.407,33,41,.805,11,45,29,5,1,10,26,,38,87,.437,16,33,.485,32,40,.800,15,44,25,5,5,11,33
34,34,2017-01-02,@,GSW,L,119,127,48,101,.475,9,35,.257,14,18,.778,16,48,33,10,2,14,21,,50,95,.526,11,25,.440,16,21,.762,12,43,33,7,2,13,14
35,35,2017-01-03,,SAC,L,113,120,41,82,.500,18,38,.474,13,13,1.000,4,32,29,6,4,14,18,,46,88,.523,11,29,.379,17,18,.944,5,33,26,7,2,8,13
36,36,2017-01-05,,SAS,L,99,127,39,86,.453,7,25,.280,14,17,.824,11,38,25,7,3,13,17,,51,90,.567,12,24,.500,13,17,.765,7,41,34,5,8,7,15
37,37,2017-01-07,@,OKC,L,106,121,40,99,.404,9,24,.375,17,24,.708,15,53,18,7,4,12,23,,43,89,.483,12,36,.333,23,29,.793,6,49,23,8,11,10,20
38,38,2017-01-12,,IND,W,140,112,52,90,.578,15,32,.469,21,23,.913,12,47,37,10,5,15,16,,44,94,.468,12,29,.414,12,13,.923,12,34,26,9,4,16,15
39,39,2017-01-16,,ORL,W,125,112,52,89,.584,9,27,.333,12,15,.800,9,39,33,11,3,14,17,,45,88,.511,8,25,.320,14,18,.778,7,34,28,6,1,14,10
40,40,2017-01-17,@,LAL,W,127,121,50,88,.568,11,26,.423,16,26,.615,13,45,29,5,9,17,17,,47,108,.435,11,30,.367,16,18,.889,20,43,28,11,5,12,21
41,41,2017-01-19,@,SAS,L,104,118,37,91,.407,10,31,.323,20,26,.769,11,43,27,5,7,15,19,,44,86,.512,9,22,.409,21,25,.840,6,43,28,12,5,7,19
42,42,2017-01-21,,LAC,W,123,98,46,87,.529,10,24,.417,21,26,.808,10,45,30,4,0,10,16,,40,96,.417,10,32,.313,8,8,1.000,10,35,23,5,2,7,23
43,43,2017-01-22,@,MIN,L,108,111,42,82,.512,7,24,.292,17,21,.810,12,41,26,6,7,17,19,,45,85,.529,6,15,.400,15,21,.714,8,36,29,11,8,14,24
44,44,2017-01-24,,UTA,W,103,93,35,76,.461,10,26,.385,23,31,.742,7,43,28,7,6,14,15,,35,85,.412,7,22,.318,16,21,.762,8,40,19,6,3,11,21
45,45,2017-01-26,,PHO,W,127,120,44,86,.512,9,23,.391,30,35,.857,19,46,29,5,6,12,15,,48,89,.539,10,24,.417,14,17,.824,8,28,21,8,2,11,26
46,46,2017-01-28,@,PHO,W,123,112,39,80,.488,8,25,.320,37,42,.881,9,48,17,7,3,14,25,,41,91,.451,6,21,.286,24,32,.750,11,43,20,9,3,10,36
47,47,2017-01-31,@,LAL,L,116,120,41,99,.414,15,27,.556,19,23,.826,20,51,26,12,5,11,18,,47,89,.528,12,26,.462,14,18,.778,10,44,25,7,10,15,16
48,48,2017-02-01,,MEM,L,99,119,32,80,.400,9,25,.360,26,35,.743,11,45,25,7,2,17,17,,45,92,.489,14,30,.467,15,20,.750,11,46,28,6,4,8,24
49,49,2017-02-03,,MIL,W,121,117,40,89,.449,9,28,.321,32,44,.727,18,48,31,8,5,14,13,,45,83,.542,9,24,.375,18,23,.783,6,38,26,9,13,18,26
50,50,2017-02-04,@,SAS,L,97,121,41,92,.446,10,26,.385,5,10,.500,16,42,22,7,1,21,19,,45,79,.570,10,21,.476,21,26,.808,7,38,29,13,8,14,15
51,51,2017-02-06,,DAL,W,110,87,42,84,.500,11,28,.393,15,16,.938,10,49,28,7,10,15,19,,34,79,.430,8,26,.308,11,17,.647,3,29,25,8,3,10,18
52,52,2017-02-08,@,ATL,L,106,117,40,100,.400,13,44,.295,13,21,.619,21,49,25,8,4,10,20,,47,93,.505,8,27,.296,15,18,.833,12,48,31,6,4,10,18
53,53,2017-02-10,@,NYK,W,131,123,54,95,.568,16,32,.500,7,10,.700,16,44,30,6,5,15,11,,52,93,.559,16,38,.421,3,5,.600,10,33,36,10,5,10,14
54,54,2017-02-11,@,CLE,L,109,125,39,97,.402,12,37,.324,19,22,.864,17,45,23,8,4,12,22,,46,84,.548,15,30,.500,18,22,.818,8,45,30,9,3,15,16
55,55,2017-02-13,,GSW,W,132,110,48,88,.545,24,41,.585,12,16,.750,14,52,34,6,1,22,14,,45,92,.489,8,32,.250,12,13,.923,4,27,25,12,6,9,13
56,56,2017-02-15,,MIN,L,99,112,38,94,.404,11,34,.324,12,18,.667,14,49,25,4,5,14,19,,41,86,.477,6,18,.333,24,28,.857,9,45,20,12,4,7,15
57,57,2017-02-23,@,SAC,L,100,116,39,88,.443,12,35,.343,10,14,.714,10,43,23,10,2,16,18,,46,88,.523,7,14,.500,17,19,.895,9,46,26,8,4,14,16
58,58,2017-02-24,,BRK,W,129,109,49,97,.505,14,31,.452,17,24,.708,11,51,32,11,2,13,24,,41,83,.494,10,30,.333,17,31,.548,7,42,27,7,4,19,23
59,59,2017-02-26,,MEM,L,98,105,37,84,.440,11,34,.324,13,17,.765,10,39,26,9,3,12,23,,36,80,.450,11,33,.333,22,25,.880,13,49,21,9,2,15,20
60,60,2017-02-28,@,CHI,W,125,107,45,80,.563,13,30,.433,22,24,.917,6,45,26,6,2,16,16,,44,96,.458,10,26,.385,9,10,.900,11,35,26,10,3,12,19
61,61,2017-03-01,@,MIL,W,110,98,41,84,.488,10,33,.303,18,20,.900,14,45,21,8,2,14,15,,38,83,.458,9,18,.500,13,15,.867,10,34,26,8,5,13,19
62,62,2017-03-04,,CHO,L,102,112,36,80,.450,9,30,.300,21,25,.840,11,45,21,5,3,13,20,,41,90,.456,16,27,.593,14,17,.824,13,43,25,8,6,5,18
63,63,2017-03-06,,SAC,W,108,96,37,74,.500,13,30,.433,21,28,.750,7,40,28,11,2,17,18,,36,83,.434,6,16,.375,18,21,.857,11,40,20,9,1,15,18
64,64,2017-03-08,,WAS,L,113,123,46,87,.529,13,28,.464,8,17,.471,10,39,31,6,2,16,16,,50,88,.568,11,26,.423,12,19,.632,8,43,31,10,0,11,16
65,65,2017-03-10,,BOS,W,119,99,45,85,.529,12,31,.387,17,22,.773,11,50,24,11,4,18,18,,34,81,.420,12,33,.364,19,23,.826,9,34,19,11,2,18,23
66,66,2017-03-11,@,SAC,W,105,92,40,85,.471,9,34,.265,16,18,.889,9,44,21,8,8,9,16,,36,82,.439,8,23,.348,12,20,.600,10,41,24,4,2,12,15
67,67,2017-03-13,,LAL,W,129,101,45,84,.536,17,38,.447,22,25,.880,6,42,36,9,7,15,18,,42,97,.433,6,20,.300,11,19,.579,16,46,17,10,3,16,21
68,68,2017-03-16,,LAC,W,129,114,46,86,.535,15,28,.536,22,26,.846,11,48,31,7,2,10,14,,44,84,.524,16,32,.500,10,15,.667,4,34,26,5,4,9,19
69,69,2017-03-18,,HOU,L,105,109,38,89,.427,10,31,.323,19,30,.633,13,45,28,9,3,13,24,,38,83,.458,5,24,.208,28,35,.800,10,48,20,5,5,14,24
